15	Inbound	001510038	2014-03-01 04:57:00	2	4229660
15	Inbound	001510038	2014-03-01 05:35:00	2	4229662
15	Inbound	001510038	2014-03-01 06:00:00	4	4229749
15	Inbound	001510038	2014-03-01 06:20:00	0	4229829
15	Inbound	001510038	2014-03-01 06:40:00	7	4229664
15	Inbound	001510038	2014-03-01 07:00:00	2	4229751
15	Inbound	001510038	2014-03-01 07:20:00	3	4229831
15	Inbound	001510038	2014-03-01 07:40:00	3	4229666
15	Inbound	001510038	2014-03-01 08:00:00	1	4229753
15	Inbound	001510038	2014-03-01 08:20:00	3	4229833
15	Inbound	001510038	2014-03-01 08:40:00	4	4233721
15	Inbound	001510038	2014-03-01 09:00:00	3	4229755
15	Inbound	001510038	2014-03-01 09:20:00	2	4229835
15	Inbound	001510038	2014-03-01 09:40:00	14	4233723
15	Inbound	001510038	2014-03-01 10:00:00	4	4229757
15	Inbound	001510038	2014-03-01 10:20:00	3	4229807
15	Inbound	001510038	2014-03-01 10:40:00	6	4229837
15	Inbound	001510038	2014-03-01 11:00:00	2	4233725
15	Inbound	001510038	2014-03-01 11:20:00	3	4229759
15	Inbound	001510038	2014-03-01 11:40:00	3	4229809
15	Inbound	001510038	2014-03-01 12:00:00	3	4229839
15	Inbound	001510038	2014-03-01 12:20:00	4	4229647
15	Inbound	001510038	2014-03-01 12:40:00	2	4229761
15	Inbound	001510038	2014-03-01 13:00:00	2	4229811
15	Inbound	001510038	2014-03-01 13:20:00	6	4229841
15	Inbound	001510038	2014-03-01 13:40:00	5	4229649
15	Inbound	001510038	2014-03-01 14:00:00	2	4229763
15	Inbound	001510038	2014-03-01 14:20:00	2	4229813
15	Inbound	001510038	2014-03-01 14:40:00	3	4229843
15	Inbound	001510038	2014-03-01 15:00:00	9	4229731
15	Inbound	001510038	2014-03-01 15:20:00	2	4229765
15	Inbound	001510038	2014-03-01 15:40:00	4	4229815
15	Inbound	001510038	2014-03-01 16:00:00	4	4229845
15	Inbound	001510038	2014-03-01 16:20:00	6	4229733
15	Inbound	001510038	2014-03-01 16:40:00	3	4229767
15	Inbound	001510038	2014-03-01 17:00:00	3	4229817
15	Inbound	001510038	2014-03-01 17:20:00	2	4229847
15	Inbound	001510038	2014-03-01 17:40:00	6	4229735
15	Inbound	001510038	2014-03-01 18:00:00	3	4229769
15	Inbound	001510038	2014-03-01 18:20:00	4	4229819
15	Inbound	001510038	2014-03-01 18:40:00	4	4229600
15	Inbound	001510038	2014-03-01 19:00:00	3	4229737
15	Inbound	001510038	2014-03-01 19:20:00	4	4231825
15	Inbound	001510038	2014-03-01 19:40:00	1	4229602
15	Inbound	001510038	2014-03-01 20:00:00	5	4229739
15	Inbound	001510038	2014-03-01 20:20:00	5	4231827
15	Inbound	001510038	2014-03-01 20:40:00	2	4229604
15	Inbound	001510038	2014-03-01 21:00:00	4	4229741
15	Inbound	001510038	2014-03-01 21:20:00	4	4231829
15	Inbound	001510038	2014-03-01 21:40:00	2	4229606
15	Inbound	001510038	2014-03-01 22:00:00	2	4229743
15	Inbound	001510038	2014-03-01 22:20:00	6	4231831
15	Inbound	001510038	2014-03-01 22:40:00	2	4229608
15	Inbound	001510038	2014-03-01 23:00:00	2	4229745
15	Inbound	001510038	2014-03-01 23:20:00	2	4231833
15	Inbound	001510038	2014-03-01 23:40:00	3	4229610
15	Inbound	001510038	2014-03-02 00:00:00	181	4229747
15	Inbound	001510038	2014-03-02 00:30:00	2	4231835
15	Inbound	001540041	2014-03-01 03:26:00	3	4227419
15	Inbound	001540041	2014-03-01 03:56:00	2	4228650
15	Outbound	001510043	2014-03-01 05:15:00	3	4229661
15	Outbound	001510043	2014-03-01 06:00:00	3	4229663
15	Outbound	001510043	2014-03-01 06:25:00	3	4229750
