date	close
00:30	28
01:05	43
04:49	10
05:06	17
05:25	12
05:45	16
06:05	12
06:25	14
06:41	14
06:45	12
07:05	16
07:22	19
07:37	15
07:52	16
08:07	15
08:22	17
08:37	18
08:52	18
09:07	21
09:22	20
09:37	22
09:50	16
10:00	19
10:09	19
10:24	17
10:39	19
10:54	32
11:09	25
11:24	20
11:39	22
11:54	27
12:09	22
12:24	18
12:39	23
12:54	34
13:09	21
13:24	23
13:39	24
13:54	42
14:09	20
14:24	26
14:39	23
14:54	22
15:09	26
15:24	22
15:39	29
15:54	21
16:09	25
16:24	21
16:39	27
16:54	26
17:09	24
17:24	26
17:39	25
17:54	44
18:09	20
18:24	23
18:39	23
18:54	35
19:05	20
19:25	22
19:45	19
20:05	24
20:25	21
20:47	21
21:10	20
21:35	21
22:00	19
22:25	41
22:50	26
23:15	25
