date	close
4:42	63
5:12	58
5:42	31
6:12	59
6:32	63
6:47	67
7:02	53
7:15	52
7:30	37
7:45	46
8:02	54
8:19	36
8:36	58
8:53	65
9:10	66
9:27	57
9:44	46
10:01	38
10:18	65
10:35	65
10:52	70
11:09	67
11:26	50
11:43	71
12:00	56
12:17	71
12:34	55
12:51	79
13:08	71
13:25	72
13:42	49
13:59	77
14:16	64
14:33	71
14:50	62
15:07	78
15:24	86
15:41	84
15:58	51
16:15	72
16:35	76
16:55	75
17:15	85
17:35	58
17:55	67
18:15	67
18:35	68
18:55	57
19:15	62
19:35	62
19:55	68
20:15	52
20:35	55
20:55	75
21:15	56
21:35	53
21:55	53
22:15	51
22:35	51
22:55	45
23:13	54

