date	close
00:14	34
00:31	36
00:47	36
01:00	50
04:45	27
05:07	26
05:42	25
06:00	27
06:15	49
06:30	32
06:45	30
07:00	30
07:15	31
07:25	33
07:35	28
07:45	48
07:55	32
08:06	57
08:17	49
08:37	22
08:39	49
08:50	40
09:01	54
09:12	72
09:23	49
09:34	51
09:45	69
09:56	61
10:07	51
10:18	66
10:29	44
10:40	59
10:51	45
11:02	61
11:13	53
11:24	50
11:35	58
11:46	56
11:57	52
12:08	42
12:19	51
12:30	39
12:41	49
12:52	51
13:03	57
13:14	51
13:25	48
13:36	42
13:47	60
13:58	50
14:09	46
14:20	52
14:31	48
14:42	40
14:53	59
15:04	54
15:15	53
15:29	45
15:37	43
15:48	63
15:59	44
16:10	58
16:21	55
16:32	47
16:43	48
16:54	62
17:05	52
17:16	57
17:27	51
17:38	59
17:49	49
18:02	53
18:15	46
18:31	43
18:41	40
18:54	50
19:07	43
19:20	53
19:33	43
19:46	49
20:02	33
20:16	40
20:33	42
20:50	43
21:07	64
21:24	48
21:41	54
21:58	46
22:15	50
22:32	45
22:49	50
23:06	36
23:23	47
23:40	1437
23:57	1434
