HeadwayId,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference,ID,AvgAct,AvgSch,AvgStartTime,AbsDifference,AvgDifference
1,3/1/2014,280,23,Outbound,4232974,4233017,Ruggles Station - Lane 1,27,30,-3,1,28.8,30,289,3,1.20
1,3/1/2014,282,23,Outbound,4232974,4233017,Malcolm X Blvd @ King St,27,30,-3,2,11.2,15,319,3,3.80
1,3/1/2014,285,23,Outbound,4232974,4233017,Dudley Station,27,30,-3,3,16.5,15,334,3,3.10
1,3/1/2014,286,23,Outbound,4232974,4233017,Warren St @ Dabney Pl,29,30,-1,4,11.8,16.2,349,1,5.60
1,3/1/2014,288,23,Outbound,4232974,4233017,Warren St @ Townsend St,30,30,0,5,20.8,15,365,0,6.60
1,3/1/2014,290,23,Outbound,4232974,4233017,Warren St @ Crawford St,30,30,0,6,12.8,15,380,0,3.60
1,3/1/2014,292,23,Outbound,4232974,4233017,Washington St @ Columbia Rd,29,30,-1,7,17.7,15,395,1,3.50
1,3/1/2014,294,23,Outbound,4232974,4233017,Washington St @ Harvard St,30,30,0,8,10.1,15,410,0,4.90
1,3/1/2014,296,23,Outbound,4232974,4233017,Talbot Ave @ Lithgow St,29,30,-1,9,21.4,15.1,425,1,6.30
1,3/1/2014,298,23,Outbound,4232974,4233017,Ashmont Station,30,30,0,10,14,16.1,440,0,2.50
2,3/1/2014,310,23,Outbound,4233017,4233190,Ruggles Station - Lane 1,13,15,-2,11,13.9,15.8,457,2,1.90
2,3/1/2014,312,23,Outbound,4233017,4233190,Malcolm X Blvd @ King St,13,15,-2,12,14.9,14,472,2,1.30
2,3/1/2014,315,23,Outbound,4233017,4233190,Dudley Station,14,15,-1,13,21.6,14.1,486,1,7.50
2,3/1/2014,316,23,Outbound,4233017,4233190,Warren St @ Dabney Pl,12,15,-3,14,12.2,14.6,500,3,2.40
2,3/1/2014,318,23,Outbound,4233017,4233190,Warren St @ Townsend St,11,15,-4,15,10.9,14.1,515,4,3.20
2,3/1/2014,320,23,Outbound,4233017,4233190,Warren St @ Crawford St,11,15,-4,16,13.5,14,529,4,1.90
2,3/1/2014,322,23,Outbound,4233017,4233190,Washington St @ Columbia Rd,11,15,-4,17,10,14,543,4,4.00
2,3/1/2014,324,23,Outbound,4233017,4233190,Washington St @ Harvard St,10,15,-5,18,32.8,14.1,557,5,18.70
