HeadwayId,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference,ID,AvgAct,AvgSch,AvgStartTime,AbsDifference,AvgDifference
1,3/1/2014,273,117,Inbound,4254079,4253498,Wonderland West Busway,28,37,-9,1,34,37.16666667,283,9,3.17
1,3/1/2014,275,117,Inbound,4254079,4253498,Beach St @ Upham St - Bell Circle,33,38,-5,2,32.71428571,35.28571429,319,5,2.57
1,3/1/2014,279,117,Inbound,4254079,4253498,Central Ave @ Broadway,34,36,-2,3,39.14285714,36.71428571,355,2,2.43
1,3/1/2014,285,117,Inbound,4254079,4253498,Washington Ave @ Broadway,36,36,0,4,39.71428571,42,391,0,2.29
1,3/1/2014,290,117,Inbound,4254079,4253498,Meridian St @ Saratoga St,36,37,-1,5,44.42857143,42,433,1,2.43
1,3/1/2014,293,117,Inbound,4254079,4253498,Maverick Station,37,39,-2,6,47,43.28571429,475,2,3.71
2,3/1/2014,310,117,Inbound,4253498,4254081,Wonderland West Busway,26,35,-9,7,36.14285714,44.14285714,519,9,8.00
2,3/1/2014,313,117,Inbound,4253498,4254081,Beach St @ Upham St - Bell Circle,35,35,0,8,43.85714286,41,563,0,2.86
2,3/1/2014,315,117,Inbound,4253498,4254081,Central Ave @ Broadway,35,35,0,9,45.28571429,40,604,0,5.57
2,3/1/2014,317,117,Inbound,4253498,4254081,Broadway @ Webster Ave,32,35,-3,10,31.71428571,32,644,3,1.71
2,3/1/2014,321,117,Inbound,4253498,4254081,Washington Ave @ Broadway,32,35,-3,11,30.33333333,30,678,3,1.00
2,3/1/2014,327,117,Inbound,4253498,4254081,Meridian St @ Saratoga St,35,36,-1,12,44.66666667,30,708,1,14.67
2,3/1/2014,332,117,Inbound,4253498,4254081,Maverick Station,34,36,-2,13,11.71428571,30,736,2,18.29
3,3/1/2014,345,117,Inbound,4254081,4254102,Wonderland West Busway,37,36,1,14,28.42857143,30,766,1,1.86
3,3/1/2014,348,117,Inbound,4254081,4254102,Beach St @ Upham St - Bell Circle,38,36,2,15,31.42857143,30,796,2,1.43
3,3/1/2014,350,117,Inbound,4254081,4254102,Central Ave @ Broadway,39,36,3,16,36.85714286,30,826,3,6.86
3,3/1/2014,352,117,Inbound,4254081,4254102,Broadway @ Webster Ave,41,36,5,17,22.71428571,30,856,5,7.29
3,3/1/2014,356,117,Inbound,4254081,4254102,Washington Ave @ Broadway,41,37,4,18,33,30,886,4,3.29
3,3/1/2014,363,117,Inbound,4254081,4254102,Meridian St @ Saratoga St,39,38,1,19,34.85714286,30,916,1,7.14
3,3/1/2014,368,117,Inbound,4254081,4254102,Maverick Station,39,38,1,20,27.57142857,30,946,1,2.43
4,3/1/2014,381,117,Inbound,4254102,4253502,Wonderland West Busway,42,42,0,21,23.57142857,30,976,0,6.43
4,3/1/2014,384,117,Inbound,4254102,4253502,Beach St @ Upham St - Bell Circle,40,42,-2,22,34.85714286,30,1006,2,4.86
4,3/1/2014,386,117,Inbound,4254102,4253502,Central Ave @ Broadway,38,42,-4,23,24.71428571,30,1036,4,5.29
4,3/1/2014,388,117,Inbound,4254102,4253502,Broadway @ Webster Ave,38,42,-4,24,30.14285714,30,1066,4,1.29
4,3/1/2014,393,117,Inbound,4254102,4253502,Washington Ave @ Broadway,39,42,-3,25,35.28571429,29.57142857,1096,3,5.71
4,3/1/2014,401,117,Inbound,4254102,4253502,Meridian St @ Saratoga St,40,42,-2,26,37,32.71428571,1125,2,7.43
4,3/1/2014,406,117,Inbound,4254102,4253502,Maverick Station,41,42,-1,27,25,35,1158,1,10.86
5,3/1/2014,423,117,Inbound,4253502,4254085,Wonderland West Busway,42,42,0,28,33.57142857,30,1193,0,3.57
5,3/1/2014,426,117,Inbound,4253502,4254085,Beach St @ Upham St - Bell Circle,42,42,0,29,34.28571429,40,1223,0,5.71
5,3/1/2014,428,117,Inbound,4253502,4254085,Central Ave @ Broadway,44,42,2,30,47.85714286,40,1263,2,7.86
5,3/1/2014,430,117,Inbound,4253502,4254085,Broadway @ Webster Ave,45,42,3,31,31.85714286,40,1303,3,8.14
5,3/1/2014,435,117,Inbound,4253502,4254085,Washington Ave @ Broadway,45,42,3,32,40,40,1343,3,0.86
