HeadwayId,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference,ID,AvgAct,AvgSch,AvgStartTime,AbsDifference,AvgDifference
1,3/1/2014,335,116,Outbound,4253499,4254082,Maverick Station,34,35,-1,1,36.66666667,35,344,1,2.00
1,3/1/2014,337,116,Outbound,4253499,4254082,Meridian St @ Saratoga St,35,35,0,2,38.16666667,41,379,0,2.83
1,3/1/2014,342,116,Outbound,4253499,4254082,Hawthorne St @ Broadway,38,35,3,3,42.83333333,42,420,3,1.17
1,3/1/2014,344,116,Outbound,4253499,4254082,Broadway @ Webster Ave,37,35,2,4,50.83333333,45.83333333,462,2,5.00
1,3/1/2014,349,116,Outbound,4253499,4254082,Broadway opp Fernwood Ave,38,35,3,5,46.83333333,43.33333333,508,3,3.50
1,3/1/2014,357,116,Outbound,4253499,4254082,Wonderland West Busway,38,35,3,6,33.16666667,43.83333333,551,3,10.67
2,3/1/2014,370,116,Outbound,4254082,4254103,Maverick Station,39,41,-2,7,49.66666667,42.83333333,595,2,6.83
2,3/1/2014,372,116,Outbound,4254082,4254103,Meridian St @ Saratoga St,38,41,-3,8,18.16666667,29,638,3,10.83
2,3/1/2014,377,116,Outbound,4254082,4254103,Hawthorne St @ Broadway,37,41,-4,9,54.16666667,30,667,4,24.17
2,3/1/2014,379,116,Outbound,4254082,4254103,Broadway @ Webster Ave,39,41,-2,10,10.16666667,31.33333333,697,2,21.17
2,3/1/2014,384,116,Outbound,4254082,4254103,Broadway opp Fernwood Ave,38,41,-3,11,29.66666667,30.83333333,728,3,1.50
2,3/1/2014,392,116,Outbound,4254082,4254103,Wonderland West Busway,38,41,-3,12,34.5,29.5,759,3,5.00
3,3/1/2014,411,116,Outbound,4254103,4253503,Maverick Station,41,42,-1,13,29.83333333,29.16666667,789,1,6.00
3,3/1/2014,413,116,Outbound,4254103,4253503,Meridian St @ Saratoga St,43,42,1,14,25.5,30,818,1,7.17
3,3/1/2014,418,116,Outbound,4254103,4253503,Hawthorne St @ Broadway,43,42,1,15,34.66666667,30,848,1,8.67
3,3/1/2014,420,116,Outbound,4254103,4253503,Broadway @ Webster Ave,43,42,1,16,32.33333333,30,878,1,4.67
3,3/1/2014,425,116,Outbound,4254103,4253503,Broadway opp Fernwood Ave,43,42,1,17,25.66666667,30,908,1,4.67
3,3/1/2014,433,116,Outbound,4254103,4253503,Wonderland West Busway,44,42,2,18,29.5,30,938,2,5.50
4,3/1/2014,453,116,Outbound,4253503,4254086,Maverick Station,46,44,2,19,34.5,30,968,2,4.50
4,3/1/2014,455,116,Outbound,4253503,4254086,Meridian St @ Saratoga St,45,44,1,20,24,30,998,1,6.00
4,3/1/2014,460,116,Outbound,4253503,4254086,Hawthorne St @ Broadway,52,46,6,21,26.66666667,30,1028,6,3.33
4,3/1/2014,462,116,Outbound,4253503,4254086,Broadway @ Webster Ave,53,47,6,22,35.5,28.5,1058,6,7.00
4,3/1/2014,467,116,Outbound,4253503,4254086,Broadway opp Fernwood Ave,54,47,7,23,23.83333333,29.16666667,1086,7,5.33
