HeadwayId,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference,ID,AvgAct,AvgSch,AvgStartTime,AbsDifference,AvgDifference
1,3/1/2014,305,32,Inbound,4209859,4209861,Hyde Park Ave @ Wolcott Square,41,40,1,1,40.16666667,40,313,1,1.17
1,3/1/2014,309,32,Inbound,4209859,4209861,Hyde Park Ave @ Oak Street,40,40,0,2,41,40,353,0,1.33
1,3/1/2014,312,32,Inbound,4209859,4209861,Hyde Park Ave @ Thatcher St,38,40,-2,3,41.16666667,40.83333333,393,2,2.33
1,3/1/2014,314,32,Inbound,4209859,4209861,Hyde Park Ave @ American Legion Hwy,39,40,-1,4,19.66666667,20,434,1,0.67
1,3/1/2014,316,32,Inbound,4209859,4209861,Hyde Park Ave @ Cummins Hwy,41,40,1,5,20.83333333,20,454,1,3.17
1,3/1/2014,320,32,Inbound,4209859,4209861,Forest Hills Station Lower Busway,42,40,2,6,12.66666667,15,474,2,2.33
2,3/1/2014,345,32,Inbound,4209861,4211106,Hyde Park Ave @ Wolcott Square,39,40,-1,7,12.66666667,12,489,1,1.00
2,3/1/2014,349,32,Inbound,4209861,4211106,Hyde Park Ave @ Oak Street,41,40,1,8,11.5,12,501,1,2.17
2,3/1/2014,352,32,Inbound,4209861,4211106,Hyde Park Ave @ Thatcher St,42,40,2,9,14,12,513,2,3.67
2,3/1/2014,354,32,Inbound,4209861,4211106,Hyde Park Ave @ American Legion Hwy,42,40,2,10,10.83333333,12,525,2,1.50
2,3/1/2014,356,32,Inbound,4209861,4211106,Hyde Park Ave @ Cummins Hwy,41,40,1,11,11.66666667,12,537,1,0.67
2,3/1/2014,360,32,Inbound,4209861,4211106,Forest Hills Station Lower Busway,41,40,1,12,10.83333333,12,549,1,1.83
3,3/1/2014,385,32,Inbound,4211106,4211108,Hyde Park Ave @ Wolcott Square,48,40,8,13,14,12,561,8,2.00
3,3/1/2014,389,32,Inbound,4211106,4211108,Hyde Park Ave @ Oak Street,39,40,-1,14,12.6,12,573,1,1.80
3,3/1/2014,392,32,Inbound,4211106,4211108,Hyde Park Ave @ Thatcher St,40,41,-1,15,9.6,12,585,1,4.00
3,3/1/2014,394,32,Inbound,4211106,4211108,Hyde Park Ave @ American Legion Hwy,40,40,0,16,14,12,597,0,2.33
3,3/1/2014,396,32,Inbound,4211106,4211108,Hyde Park Ave @ Cummins Hwy,40,41,-1,17,11.16666667,12,609,1,0.83
3,3/1/2014,400,32,Inbound,4211106,4211108,Forest Hills Station Lower Busway,40,43,-3,18,11.33333333,12,621,3,2.33
4,3/1/2014,425,32,Inbound,4211108,4211130,Hyde Park Ave @ Wolcott Square,18,20,-2,19,14.5,12,633,2,3.50
4,3/1/2014,429,32,Inbound,4211108,4211130,Hyde Park Ave @ Oak Street,20,20,0,20,17.33333333,12,645,0,5.33
4,3/1/2014,433,32,Inbound,4211108,4211130,Hyde Park Ave @ Thatcher St,21,20,1,21,5,13.16666667,657,1,8.17
4,3/1/2014,434,32,Inbound,4211108,4211130,Hyde Park Ave @ American Legion Hwy,20,20,0,22,13.16666667,12,670,0,1.50
4,3/1/2014,437,32,Inbound,4211108,4211130,Hyde Park Ave @ Cummins Hwy,20,20,0,23,15.16666667,12,682,0,3.17
4,3/1/2014,443,32,Inbound,4211108,4211130,Forest Hills Station Lower Busway,19,20,-1,24,12.83333333,12,694,1,0.83
5,3/1/2014,445,32,Inbound,4211130,4208190,Hyde Park Ave @ Wolcott Square,13,20,-7,25,9,11.83333333,706,7,2.83
5,3/1/2014,449,32,Inbound,4211130,4208190,Hyde Park Ave @ Oak Street,22,20,2,26,12.66666667,11.33333333,718,2,1.33
