HeadwayId,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference,ID,AvgAct,AvgSch,AvgStartTime,AbsDifference,AvgDifference
1,3/1/2014,289,73,Outbound,4218963,4219059,Harvard Upper Busway @ Red Line,12,17,-5,1,12.5,17,295,5,4.50
1,3/1/2014,291,73,Outbound,4218963,4219059,Mt Auburn St @ Story St,8,17,-9,2,16.83333333,19,312,9,2.83
1,3/1/2014,293,73,Outbound,4218963,4219059,Mt Auburn St @ Longfellow Rd,12,17,-5,3,23.83333333,20,331,5,3.83
1,3/1/2014,296,73,Outbound,4218963,4219059,Mt Auburn St @ Homer Ave,13,17,-4,4,15.5,20,351,4,4.50
1,3/1/2014,298,73,Outbound,4218963,4219059,Belmont St @ Oakley Rd,14,17,-3,5,23.5,20,371,3,3.50
1,3/1/2014,302,73,Outbound,4218963,4219059,Church St @ Lexington St,16,17,-1,6,15.8,16,392,1,0.60
2,3/1/2014,306,73,Outbound,4219059,4218965,Harvard Upper Busway @ Red Line,16,19,-3,7,1.4,4,408,3,2.60
2,3/1/2014,308,73,Outbound,4219059,4218965,Mt Auburn St @ Story St,21,19,2,8,21.83333333,20.66666667,411,2,1.17
2,3/1/2014,310,73,Outbound,4219059,4218965,Mt Auburn St @ Longfellow Rd,18,19,-1,9,18,17,432,1,1.00
2,3/1/2014,313,73,Outbound,4219059,4218965,Mt Auburn St @ Homer Ave,16,19,-3,10,13.5,15,449,3,1.50
2,3/1/2014,315,73,Outbound,4219059,4218965,Belmont St @ Oakley Rd,16,19,-3,11,17.83333333,15,464,3,2.83
2,3/1/2014,319,73,Outbound,4219059,4218965,Church St @ Lexington St,14,19,-5,12,14.16666667,15,479,5,0.83
3,3/1/2014,325,73,Outbound,4218965,4219061,Harvard Upper Busway @ Red Line,22,20,2,13,15,15,494,2,0.67
3,3/1/2014,327,73,Outbound,4218965,4219061,Mt Auburn St @ Story St,23,20,3,14,16.83333333,15,509,3,1.83
3,3/1/2014,329,73,Outbound,4218965,4219061,Mt Auburn St @ Longfellow Rd,23,20,3,15,12,15,524,3,3.00
3,3/1/2014,332,73,Outbound,4218965,4219061,Mt Auburn St @ Homer Ave,24,20,4,16,21.33333333,15,539,4,6.33
3,3/1/2014,334,73,Outbound,4218965,4219061,Belmont St @ Oakley Rd,25,20,5,17,12,15,554,5,3.00
3,3/1/2014,338,73,Outbound,4218965,4219061,Church St @ Lexington St,26,20,6,18,15.33333333,15,569,6,1.00
4,3/1/2014,345,73,Outbound,4219061,4218967,Harvard Upper Busway @ Red Line,18,20,-2,19,17.83333333,13.33333333,584,2,4.50
4,3/1/2014,347,73,Outbound,4219061,4218967,Mt Auburn St @ Story St,17,20,-3,20,9.5,10.5,597,3,1.67
4,3/1/2014,349,73,Outbound,4219061,4218967,Mt Auburn St @ Longfellow Rd,16,20,-4,21,1.5,9,607,4,7.50
4,3/1/2014,352,73,Outbound,4219061,4218967,Mt Auburn St @ Homer Ave,15,20,-5,22,16.5,15,616,5,1.50
4,3/1/2014,354,73,Outbound,4219061,4218967,Belmont St @ Oakley Rd,13,20,-7,23,16.83333333,15,631,7,1.83
4,3/1/2014,358,73,Outbound,4219061,4218967,Church St @ Lexington St,14,20,-6,24,9.833333333,15,646,6,5.17
5,3/1/2014,365,73,Outbound,4218967,4219063,Harvard Upper Busway @ Red Line,22,20,2,25,18.33333333,15,661,2,5.33
5,3/1/2014,367,73,Outbound,4218967,4219063,Mt Auburn St @ Story St,23,20,3,26,15.16666667,15,676,3,1.50
5,3/1/2014,369,73,Outbound,4218967,4219063,Mt Auburn St @ Longfellow Rd,24,20,4,27,14.33333333,15,691,4,1.33
5,3/1/2014,372,73,Outbound,4218967,4219063,Mt Auburn St @ Homer Ave,23,20,3,28,13.66666667,15,706,3,1.33
5,3/1/2014,374,73,Outbound,4218967,4219063,Belmont St @ Oakley Rd,25,20,5,29,23.5,15,721,5,8.50
5,3/1/2014,378,73,Outbound,4218967,4219063,Church St @ Lexington St,24,20,4,30,6.833333333,15,736,4,8.17
6,3/1/2014,385,73,Outbound,4219063,4219179,Harvard Upper Busway @ Red Line,16,16,0,31,24.66666667,15,751,0,9.67
6,3/1/2014,389,73,Outbound,4219063,4219179,Mt Auburn St @ Longfellow Rd,14,16,-2,32,2.666666667,15,766,2,12.33
6,3/1/2014,392,73,Outbound,4219063,4219179,Mt Auburn St @ Homer Ave,17,16,1,33,26.33333333,15,781,1,11.33
6,3/1/2014,394,73,Outbound,4219063,4219179,Belmont St @ Oakley Rd,16,16,0,34,9.833333333,15,796,0,5.17
6,3/1/2014,398,73,Outbound,4219063,4219179,Church St @ Lexington St,16,16,0,35,15.16666667,15,811,0,0.83
7,3/1/2014,401,73,Outbound,4219179,4218969,Harvard Upper Busway @ Red Line,2,4,-2,36,17.33333333,15,826,2,6.67
7,3/1/2014,405,73,Outbound,4219179,4218969,Mt Auburn St @ Longfellow Rd,3,4,-1,37,12.83333333,15,841,1,7.17
7,3/1/2014,408,73,Outbound,4219179,4218969,Mt Auburn St @ Homer Ave,1,4,-3,38,15.83333333,15,856,3,1.50
7,3/1/2014,410,73,Outbound,4219179,4218969,Belmont St @ Oakley Rd,1,4,-3,39,12,15,871,3,3.00
7,3/1/2014,414,73,Outbound,4219179,4218969,Church St @ Lexington St,0,4,-4,40,13.83333333,15,886,4,1.17
8,3/1/2014,405,73,Outbound,4218969,4219065,Harvard Upper Busway @ Red Line,20,20,0,41,19.33333333,15,901,0,4.33
8,3/1/2014,407,73,Outbound,4218969,4219065,Mt Auburn St @ Story St,21,20,1,42,14,15,916,1,1.33
8,3/1/2014,409,73,Outbound,4218969,4219065,Mt Auburn St @ Longfellow Rd,21,20,1,43,18.66666667,15,931,1,3.67
8,3/1/2014,412,73,Outbound,4218969,4219065,Mt Auburn St @ Homer Ave,22,20,2,44,8,15,946,2,7.00
8,3/1/2014,414,73,Outbound,4218969,4219065,Belmont St @ Oakley Rd,23,21,2,45,16.83333333,15,961,2,1.83
8,3/1/2014,418,73,Outbound,4218969,4219065,Church St @ Lexington St,24,23,1,46,13.5,15,976,1,1.83
9,3/1/2014,425,73,Outbound,4219065,4219181,Harvard Upper Busway @ Red Line,17,17,0,47,19.66666667,15,991,0,4.67
9,3/1/2014,427,73,Outbound,4219065,4219181,Mt Auburn St @ Story St,17,17,0,48,12.66666667,15,1006,0,2.33
9,3/1/2014,429,73,Outbound,4219065,4219181,Mt Auburn St @ Longfellow Rd,18,17,1,49,14.5,15,1021,1,0.83
9,3/1/2014,432,73,Outbound,4219065,4219181,Mt Auburn St @ Homer Ave,18,17,1,50,15.5,15,1036,1,0.50
9,3/1/2014,435,73,Outbound,4219065,4219181,Belmont St @ Oakley Rd,18,17,1,51,14.66666667,15,1051,1,0.33
