HeadwayId,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference,ID,AvgAct,AvgSch,AvgStartTime,AbsDifference,AvgDifference
1,3/1/2014,206,15,Inbound,4227419,4228650,Ashmont Station,42,30,12,1,33.42857143,29.57142857,212,12,3.86
1,3/1/2014,209,15,Inbound,4227419,4228650,Geneva Ave opp Vinson St,33,30,3,2,56.6,58.2,244,3,1.60
1,3/1/2014,211,15,Inbound,4227419,4228650,Bowdoin St @ Geneva Ave,32,29,3,3,38.625,41.25,303,3,2.88
1,3/1/2014,212,15,Inbound,4227419,4228650,Hancock St @ Bowdoin St,32,30,2,4,29.125,25,344,2,5.13
1,3/1/2014,214,15,Inbound,4227419,4228650,Columbia Rd @ Hancock St,32,29,3,5,17.875,20,369,3,3.63
1,3/1/2014,216,15,Inbound,4227419,4228650,Dudley St @ Magazine St,31,30,1,6,22.25,20,389,1,6.75
1,3/1/2014,219,15,Inbound,4227419,4228650,Dudley Station,32,29,3,7,16.375,20,409,3,5.13
2,3/1/2014,240,15,Inbound,4228650,4229660,Bowdoin St @ Geneva Ave,55,58,-3,8,20.25,21,429,3,2.00
2,3/1/2014,242,15,Inbound,4228650,4229660,Hancock St @ Bowdoin St,55,58,-3,9,19.875,20.875,450,3,2.25
2,3/1/2014,243,15,Inbound,4228650,4229660,Columbia Rd @ Hancock St,56,58,-2,10,21.875,20,471,2,2.38
2,3/1/2014,246,15,Inbound,4228650,4229660,Dudley St @ Magazine St,58,58,0,11,18.75,20.375,491,0,2.38
2,3/1/2014,248,15,Inbound,4228650,4229660,Dudley Station,59,59,0,12,25,20.75,512,0,4.50
3,3/1/2014,297,15,Inbound,4229660,4229662,Fields Corner Station @ Red Line,38,38,0,13,20.625,20,532,0,2.63
3,3/1/2014,298,15,Inbound,4229660,4229662,Bowdoin St @ Geneva Ave,39,39,0,14,18.625,20,552,0,1.38
3,3/1/2014,300,15,Inbound,4229660,4229662,Hancock St @ Bowdoin St,40,39,1,15,33.71428571,20,571,1,13.71
3,3/1/2014,301,15,Inbound,4229660,4229662,Columbia Rd @ Hancock St,39,41,-2,16,10,20,591,2,10.00
3,3/1/2014,304,15,Inbound,4229660,4229662,Dudley St @ Magazine St,39,42,-3,17,15.875,21.375,612,3,5.50
3,3/1/2014,307,15,Inbound,4229660,4229662,Dudley Station,39,43,-4,18,27,21.375,634,4,6.63
3,3/1/2014,308,15,Inbound,4229660,4229662,Malcolm X Blvd @ Tremont St,37,44,-7,19,14.875,20,655,7,5.13
3,3/1/2014,310,15,Inbound,4229660,4229662,Ruggles Sta - Upper Level,38,44,-6,20,22.125,20,675,6,2.13
4,3/1/2014,335,15,Inbound,4229662,4229749,Fields Corner Station @ Red Line,21,25,-4,21,16.375,20,695,4,3.63
4,3/1/2014,337,15,Inbound,4229662,4229749,Bowdoin St @ Geneva Ave,27,25,2,22,23.125,20,715,2,3.13
