HeadwayId,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference,ID,AvgAct,AvgSch,AvgStartTime,AbsDifference,AvgDifference
1,3/1/2014,305,77,Inbound,4220255,4224287,Massachusetts Ave @ Upland Rd,-10,-12,2,1,-10,-12,307,2,2.00
1,3/1/2014,308,77,Inbound,4220255,4224287,Massachusetts Ave @ Waterhouse St,-10,-12,2,2,21.5,24,295,2,2.50
2,3/1/2014,293,77,Inbound,4224287,4220305,Massachusetts Ave @ Upland Rd,22,24,-2,3,9.555555556,12,311,2,2.44
2,3/1/2014,296,77,Inbound,4224287,4220305,Massachusetts Ave @ Waterhouse St,21,24,-3,4,-11.5,-16,331,3,4.50
3,3/1/2014,300,77,Inbound,4220305,4217380,Arlington Heights Busway,-4,12,-16,5,24.5,28,315,16,3.50
3,3/1/2014,302,77,Inbound,4220305,4217380,Massachusetts Ave @ Appleton St,11,12,-1,6,10.11111111,12,335,1,1.89
3,3/1/2014,307,77,Inbound,4220305,4217380,Massachusetts Ave @ Academy St,12,12,0,7,14.11111111,12,347,0,3.67
3,3/1/2014,309,77,Inbound,4220305,4217380,Massachusetts Ave @ Lake St,11,12,-1,8,10,12,361,1,2.00
3,3/1/2014,311,77,Inbound,4220305,4217380,Massachusetts Ave @ Lafayette St,11,12,-1,9,11.75,12,373,1,0.50
3,3/1/2014,314,77,Inbound,4220305,4217380,Massachusetts Ave @ Norris St,11,12,-1,10,12.22222222,12,383,1,1.11
3,3/1/2014,317,77,Inbound,4220305,4217380,Massachusetts Ave @ Upland Rd,11,12,-1,11,12.88888889,12,395,1,2.00
3,3/1/2014,320,77,Inbound,4220305,4217380,Massachusetts Ave @ Waterhouse St,12,12,0,12,11,-8,415,0,19.00
3,3/1/2014,321,77,Inbound,4220305,4217380,Eliot St @ Bennett St,11,12,-1,13,6,21.5,407,1,15.50
4,3/1/2014,329,77,Inbound,4217380,4224595,Massachusetts Ave @ Upland Rd,-11,-16,5,14,9.375,13.875,421,5,4.50
4,3/1/2014,332,77,Inbound,4217380,4224595,Massachusetts Ave @ Waterhouse St,-12,-16,4,15,13.875,12,435,4,1.88
5,3/1/2014,313,77,Inbound,4224595,4220519,Massachusetts Ave @ Upland Rd,24,28,-4,16,11.88888889,12,446,4,1.00
5,3/1/2014,316,77,Inbound,4224595,4220519,Massachusetts Ave @ Waterhouse St,25,28,-3,17,24,24,458,3,0.67
6,3/1/2014,324,77,Inbound,4220519,4220637,Arlington Heights Busway,3,12,-9,18,14.33333333,12,482,9,2.33
6,3/1/2014,326,77,Inbound,4220519,4220637,Massachusetts Ave @ Appleton St,12,12,0,19,11.66666667,11.88888889,494,0,0.89
6,3/1/2014,331,77,Inbound,4220519,4220637,Massachusetts Ave @ Academy St,12,12,0,20,11.88888889,14,505,0,2.78
6,3/1/2014,333,77,Inbound,4220519,4220637,Massachusetts Ave @ Lake St,11,12,-1,21,13.11111111,10,519,1,3.11
6,3/1/2014,335,77,Inbound,4220519,4220637,Massachusetts Ave @ Lafayette St,10,12,-2,22,10.22222222,10,529,2,2.00
6,3/1/2014,338,77,Inbound,4220519,4220637,Massachusetts Ave @ Norris St,10,12,-2,23,1.666666667,10,539,2,8.33
6,3/1/2014,341,77,Inbound,4220519,4220637,Massachusetts Ave @ Upland Rd,11,12,-1,24,21.55555556,10,549,1,11.56
6,3/1/2014,344,77,Inbound,4220519,4220637,Massachusetts Ave @ Waterhouse St,11,12,-1,25,7.875,10,558,1,2.63
6,3/1/2014,345,77,Inbound,4220519,4220637,Eliot St @ Bennett St,11,12,-1,26,7.142857143,10,567,1,3.14
7,3/1/2014,336,77,Inbound,4220637,4220257,Arlington Heights Busway,5,12,-7,27,10.14285714,10,579,7,1.00
7,3/1/2014,338,77,Inbound,4220637,4220257,Massachusetts Ave @ Appleton St,15,12,3,28,11,10,590,3,2.25
7,3/1/2014,343,77,Inbound,4220637,4220257,Massachusetts Ave @ Academy St,15,12,3,29,-14.5,-17.5,609,3,3.00
7,3/1/2014,345,77,Inbound,4220637,4220257,Massachusetts Ave @ Lake St,15,12,3,30,24.5,27.5,591,3,3.00
7,3/1/2014,347,77,Inbound,4220637,4220257,Massachusetts Ave @ Lafayette St,15,12,3,31,11.55555556,10,609,3,2.22
7,3/1/2014,350,77,Inbound,4220637,4220257,Massachusetts Ave @ Norris St,15,12,3,32,14.44444444,10,619,3,5.11
7,3/1/2014,353,77,Inbound,4220637,4220257,Massachusetts Ave @ Upland Rd,15,12,3,33,3.222222222,10,629,3,7.44
7,3/1/2014,356,77,Inbound,4220637,4220257,Massachusetts Ave @ Waterhouse St,17,12,5,34,11.77777778,10,639,5,3.11
7,3/1/2014,357,77,Inbound,4220637,4220257,Eliot St @ Bennett St,15,12,3,35,9.555555556,10,649,3,2.22
8,3/1/2014,350,77,Inbound,4220257,4220307,Massachusetts Ave @ Appleton St,9,12,-3,36,15.11111111,10,659,3,5.11
8,3/1/2014,355,77,Inbound,4220257,4220307,Massachusetts Ave @ Academy St,10,12,-2,37,4.888888889,10,669,2,5.11
8,3/1/2014,357,77,Inbound,4220257,4220307,Massachusetts Ave @ Lake St,11,12,-1,38,12.88888889,10,679,1,2.89
8,3/1/2014,359,77,Inbound,4220257,4220307,Massachusetts Ave @ Lafayette St,10,12,-2,39,15,10,689,2,5.00
8,3/1/2014,362,77,Inbound,4220257,4220307,Massachusetts Ave @ Norris St,11,12,-1,40,5.777777778,10,699,1,4.22
8,3/1/2014,365,77,Inbound,4220257,4220307,Massachusetts Ave @ Upland Rd,10,12,-2,41,3.333333333,10,709,2,6.89
8,3/1/2014,368,77,Inbound,4220257,4220307,Massachusetts Ave @ Waterhouse St,9,12,-3,42,23.88888889,17,719,3,7.11
8,3/1/2014,369,77,Inbound,4220257,4220307,Eliot St @ Bennett St,10,12,-2,43,18.33333333,9,736,2,9.33
9,3/1/2014,362,77,Inbound,4220307,4217382,Massachusetts Ave @ Appleton St,12,12,0,44,-1.777777778,10,745,0,11.78
9,3/1/2014,367,77,Inbound,4220307,4217382,Massachusetts Ave @ Academy St,11,12,-1,45,10.33333333,10,755,1,0.56
9,3/1/2014,369,77,Inbound,4220307,4217382,Massachusetts Ave @ Lake St,11,12,-1,46,22.11111111,10.11111111,765,1,12.00
9,3/1/2014,371,77,Inbound,4220307,4217382,Massachusetts Ave @ Lafayette St,12,12,0,47,4.555555556,10,776,0,5.44
9,3/1/2014,374,77,Inbound,4220307,4217382,Massachusetts Ave @ Norris St,11,12,-1,48,1.333333333,10.77777778,786,1,10.11
9,3/1/2014,377,77,Inbound,4220307,4217382,Massachusetts Ave @ Upland Rd,12,12,0,49,21.77777778,20,796,0,1.78
9,3/1/2014,380,77,Inbound,4220307,4217382,Massachusetts Ave @ Waterhouse St,12,12,0,50,13.77777778,10,816,0,3.78
9,3/1/2014,381,77,Inbound,4220307,4217382,Eliot St @ Bennett St,13,12,1,51,2.888888889,10,826,1,7.11
10,3/1/2014,372,77,Inbound,4217382,4220521,Arlington Heights Busway,17,12,5,52,12.33333333,10,836,5,2.78
10,3/1/2014,374,77,Inbound,4217382,4220521,Massachusetts Ave @ Appleton St,12,12,0,53,20.11111111,10,846,0,10.11
10,3/1/2014,379,77,Inbound,4217382,4220521,Massachusetts Ave @ Academy St,12,12,0,54,0.888888889,10,856,0,9.11
10,3/1/2014,381,77,Inbound,4217382,4220521,Massachusetts Ave @ Lake St,11,12,-1,55,12.22222222,10,866,1,2.89
10,3/1/2014,383,77,Inbound,4217382,4220521,Massachusetts Ave @ Lafayette St,11,12,-1,56,17.88888889,20,876,1,2.11
10,3/1/2014,386,77,Inbound,4217382,4220521,Massachusetts Ave @ Norris St,13,12,1,57,7,10,896,1,4.78
10,3/1/2014,389,77,Inbound,4217382,4220521,Massachusetts Ave @ Upland Rd,12,12,0,58,9.888888889,10,906,0,1.22
10,3/1/2014,392,77,Inbound,4217382,4220521,Massachusetts Ave @ Waterhouse St,11,12,-1,59,11.375,10,915,1,1.38
10,3/1/2014,393,77,Inbound,4217382,4220521,Eliot St @ Bennett St,11,12,-1,60,15.875,10,925,1,5.88
11,3/1/2014,384,77,Inbound,4220521,4220639,Arlington Heights Busway,8,12,-4,61,5.777777778,10,936,4,4.22
11,3/1/2014,386,77,Inbound,4220521,4220639,Massachusetts Ave @ Appleton St,12,12,0,62,10.44444444,10,946,0,3.11
11,3/1/2014,391,77,Inbound,4220521,4220639,Massachusetts Ave @ Academy St,12,12,0,63,22.55555556,20,956,0,3.00
11,3/1/2014,393,77,Inbound,4220521,4220639,Massachusetts Ave @ Lake St,13,12,1,64,2.666666667,10,976,1,7.33
11,3/1/2014,395,77,Inbound,4220521,4220639,Massachusetts Ave @ Lafayette St,13,12,1,65,8.666666667,10,986,1,1.33
11,3/1/2014,398,77,Inbound,4220521,4220639,Massachusetts Ave @ Norris St,11,12,-1,66,31.88888889,20,996,1,11.89
11,3/1/2014,401,77,Inbound,4220521,4220639,Massachusetts Ave @ Upland Rd,13,12,1,67,0.555555556,10,1016,1,9.44
11,3/1/2014,404,77,Inbound,4220521,4220639,Massachusetts Ave @ Waterhouse St,13,12,1,68,12.77777778,10,1026,1,3.44
11,3/1/2014,405,77,Inbound,4220521,4220639,Eliot St @ Bennett St,21,12,9,69,32,30.11111111,1036,9,2.33
12,3/1/2014,413,77,Inbound,4220639,4224745,Massachusetts Ave @ Upland Rd,11,-8,19,70,33.11111111,23.22222222,1066,19,9.89
12,3/1/2014,416,77,Inbound,4220639,4224745,Massachusetts Ave @ Waterhouse St,11,-8,19,71,-0.888888889,12,1090,19,12.89
13,3/1/2014,405,77,Inbound,4224745,4220259,Massachusetts Ave @ Upland Rd,6,21,-15,72,14.11111111,12,1102,15,2.33
13,3/1/2014,408,77,Inbound,4224745,4220259,Massachusetts Ave @ Waterhouse St,6,22,-16,73,31.44444444,32,1114,16,1.89
14,3/1/2014,410,77,Inbound,4220259,4220309,Massachusetts Ave @ Appleton St,12,13,-1,74,21.66666667,19.11111111,1146,1,3.00
14,3/1/2014,415,77,Inbound,4220259,4220309,Massachusetts Ave @ Academy St,11,14,-3,75,1.222222222,9.888888889,1165,3,8.67
14,3/1/2014,417,77,Inbound,4220259,4220309,Massachusetts Ave @ Lake St,9,14,-5,76,16.77777778,12,1175,5,4.78
14,3/1/2014,419,77,Inbound,4220259,4220309,Massachusetts Ave @ Lafayette St,8,14,-6,77,10,12,1187,6,2.00
14,3/1/2014,422,77,Inbound,4220259,4220309,Massachusetts Ave @ Norris St,7,14,-7,78,12,12,1199,7,0.89
14,3/1/2014,426,77,Inbound,4220259,4220309,Massachusetts Ave @ Upland Rd,8,14,-6,79,19.55555556,11.77777778,1211,6,8.00
14,3/1/2014,430,77,Inbound,4220259,4220309,Massachusetts Ave @ Waterhouse St,10,14,-4,80,6.666666667,12,1222,4,8.00
14,3/1/2014,432,77,Inbound,4220259,4220309,Eliot St @ Bennett St,10,14,-4,81,8.222222222,10.33333333,1234,4,2.11
15,3/1/2014,423,77,Inbound,4220309,4217384,Massachusetts Ave @ Appleton St,12,12,0,82,11.44444444,12,1245,0,0.56
15,3/1/2014,429,77,Inbound,4220309,4217384,Massachusetts Ave @ Academy St,14,12,2,83,11.66666667,12,1257,2,1.00
15,3/1/2014,431,77,Inbound,4220309,4217384,Massachusetts Ave @ Lake St,14,12,2,84,15,12,1269,2,3.00
15,3/1/2014,433,77,Inbound,4220309,4217384,Massachusetts Ave @ Lafayette St,15,12,3,85,11.33333333,12,1281,3,2.67
15,3/1/2014,436,77,Inbound,4220309,4217384,Massachusetts Ave @ Norris St,14,12,2,86,15.625,15,1295,2,0.88
15,3/1/2014,440,77,Inbound,4220309,4217384,Massachusetts Ave @ Upland Rd,14,12,2,87,17.375,15,1310,2,2.38
15,3/1/2014,444,77,Inbound,4220309,4217384,Massachusetts Ave @ Waterhouse St,14,12,2,88,12.22222222,14.77777778,1323,2,2.56
15,3/1/2014,446,77,Inbound,4220309,4217384,Eliot St @ Bennett St,14,12,2,89,14.22222222,14.11111111,1338,2,0.78
16,3/1/2014,432,77,Inbound,4217384,4220523,Arlington Heights Busway,15,12,3,90,16.88888889,13.55555556,1352,3,4.00
16,3/1/2014,435,77,Inbound,4217384,4220523,Massachusetts Ave @ Appleton St,13,12,1,91,14,15,1365,1,3.22
16,3/1/2014,441,77,Inbound,4217384,4220523,Massachusetts Ave @ Academy St,11,12,-1,92,18.66666667,15,1380,1,3.67
16,3/1/2014,443,77,Inbound,4217384,4220523,Massachusetts Ave @ Lake St,11,12,-1,93,12.11111111,15,1395,1,2.89
16,3/1/2014,445,77,Inbound,4217384,4220523,Massachusetts Ave @ Lafayette St,11,12,-1,94,14.44444444,15,1410,1,1.00
16,3/1/2014,448,77,Inbound,4217384,4220523,Massachusetts Ave @ Norris St,12,12,0,95,12.22222222,15,1425,0,3.22
16,3/1/2014,452,77,Inbound,4217384,4220523,Massachusetts Ave @ Upland Rd,12,12,0,96,21.66666667,15,1440,0,6.67
16,3/1/2014,456,77,Inbound,4217384,4220523,Massachusetts Ave @ Waterhouse St,11,12,-1,97,12.11111111,15,1455,1,2.89
16,3/1/2014,458,77,Inbound,4217384,4220523,Eliot St @ Bennett St,11,12,-1,98,11.44444444,13,1470,1,4.00
17,3/1/2014,444,77,Inbound,4220523,4220261,Arlington Heights Busway,24,24,0,,,,,0,
17,3/1/2014,447,77,Inbound,4220523,4220261,Massachusetts Ave @ Appleton St,22,24,-2,,,,,2,
17,3/1/2014,453,77,Inbound,4220523,4220261,Massachusetts Ave @ Academy St,23,24,-1,,,,,1,
17,3/1/2014,455,77,Inbound,4220523,4220261,Massachusetts Ave @ Lake St,25,24,1,,,,,1,
17,3/1/2014,457,77,Inbound,4220523,4220261,Massachusetts Ave @ Lafayette St,24,24,0,,,,,0,
17,3/1/2014,460,77,Inbound,4220523,4220261,Massachusetts Ave @ Norris St,25,24,1,,,,,1,
17,3/1/2014,464,77,Inbound,4220523,4220261,Massachusetts Ave @ Upland Rd,25,24,1,,,,,1,
17,3/1/2014,468,77,Inbound,4220523,4220261,Massachusetts Ave @ Waterhouse St,24,24,0,,,,,0,
17,3/1/2014,470,77,Inbound,4220523,4220261,Eliot St @ Bennett St,24,24,0,,,,,0,
18,3/1/2014,468,77,Inbound,4220261,4220311,Arlington Heights Busway,18,12,6,,,,,6,
18,3/1/2014,471,77,Inbound,4220261,4220311,Massachusetts Ave @ Appleton St,14,12,2,,,,,2,
18,3/1/2014,477,77,Inbound,4220261,4220311,Massachusetts Ave @ Academy St,14,12,2,,,,,2,
18,3/1/2014,479,77,Inbound,4220261,4220311,Massachusetts Ave @ Lake St,13,12,1,,,,,1,
18,3/1/2014,481,77,Inbound,4220261,4220311,Massachusetts Ave @ Lafayette St,14,12,2,,,,,2,
18,3/1/2014,484,77,Inbound,4220261,4220311,Massachusetts Ave @ Norris St,14,12,2,,,,,2,
18,3/1/2014,488,77,Inbound,4220261,4220311,Massachusetts Ave @ Upland Rd,14,12,2,,,,,2,
18,3/1/2014,492,77,Inbound,4220261,4220311,Massachusetts Ave @ Waterhouse St,14,12,2,,,,,2,
18,3/1/2014,494,77,Inbound,4220261,4220311,Eliot St @ Bennett St,14,12,2,,,,,2,
19,3/1/2014,480,77,Inbound,4220311,4217386,Arlington Heights Busway,7,12,-5,,,,,5,
19,3/1/2014,483,77,Inbound,4220311,4217386,Massachusetts Ave @ Appleton St,12,12,0,,,,,0,
19,3/1/2014,489,77,Inbound,4220311,4217386,Massachusetts Ave @ Academy St,12,12,0,,,,,0,
19,3/1/2014,491,77,Inbound,4220311,4217386,Massachusetts Ave @ Lake St,13,12,1,,,,,1,
19,3/1/2014,493,77,Inbound,4220311,4217386,Massachusetts Ave @ Lafayette St,13,12,1,,,,,1,
19,3/1/2014,496,77,Inbound,4220311,4217386,Massachusetts Ave @ Norris St,12,12,0,,,,,0,
19,3/1/2014,500,77,Inbound,4220311,4217386,Massachusetts Ave @ Upland Rd,12,11,1,,,,,1,
19,3/1/2014,504,77,Inbound,4220311,4217386,Massachusetts Ave @ Waterhouse St,12,12,0,,,,,0,
19,3/1/2014,506,77,Inbound,4220311,4217386,Eliot St @ Bennett St,12,12,0,,,,,0,
20,3/1/2014,492,77,Inbound,4217386,4220525,Arlington Heights Busway,15,12,3,,,,,3,
20,3/1/2014,495,77,Inbound,4217386,4220525,Massachusetts Ave @ Appleton St,11,12,-1,,,,,1,
20,3/1/2014,501,77,Inbound,4217386,4220525,Massachusetts Ave @ Academy St,11,13,-2,,,,,2,
20,3/1/2014,503,77,Inbound,4217386,4220525,Massachusetts Ave @ Lake St,10,14,-4,,,,,4,
20,3/1/2014,505,77,Inbound,4217386,4220525,Massachusetts Ave @ Lafayette St,11,15,-4,,,,,4,
20,3/1/2014,508,77,Inbound,4217386,4220525,Massachusetts Ave @ Norris St,11,15,-4,,,,,4,
20,3/1/2014,511,77,Inbound,4217386,4220525,Massachusetts Ave @ Upland Rd,12,15,-3,,,,,3,
20,3/1/2014,516,77,Inbound,4217386,4220525,Massachusetts Ave @ Waterhouse St,13,15,-2,,,,,2,
20,3/1/2014,518,77,Inbound,4217386,4220525,Eliot St @ Bennett St,13,15,-2,,,,,2,
21,3/1/2014,504,77,Inbound,4220525,4220643,Arlington Heights Busway,11,10,1,,,,,1,
21,3/1/2014,507,77,Inbound,4220525,4220643,Massachusetts Ave @ Appleton St,12,10,2,,,,,2,
21,3/1/2014,514,77,Inbound,4220525,4220643,Massachusetts Ave @ Academy St,13,10,3,,,,,3,
21,3/1/2014,517,77,Inbound,4220525,4220643,Massachusetts Ave @ Lake St,14,10,4,,,,,4,
21,3/1/2014,520,77,Inbound,4220525,4220643,Massachusetts Ave @ Lafayette St,13,10,3,,,,,3,
21,3/1/2014,523,77,Inbound,4220525,4220643,Massachusetts Ave @ Norris St,14,10,4,,,,,4,
21,3/1/2014,526,77,Inbound,4220525,4220643,Massachusetts Ave @ Upland Rd,13,10,3,,,,,3,
