HeadwayId,ServiceDate,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference,ID,AvgAct,AvgSch,AvgStartTime,AbsDifference,AvgDifference
31,3/1/2014,654,57,Inbound,4236295,4236341,Commonwealth Ave @ Carlton St,16,11,5,,,,,5,
31,3/1/2014,658,57,Inbound,4236295,4236341,Kenmore Station Busway,17,11,6,,,,,6,
32,3/1/2014,639,57,Inbound,4236341,4236044,Watertown Yard,5,10,-5,,,,,5,
32,3/1/2014,640,57,Inbound,4236341,4236044,Washington St @ Bacon St,9,10,-1,,,,,1,
32,3/1/2014,644,57,Inbound,4236341,4236044,Tremont St @ Washington St,9,10,-1,,,,,1,
32,3/1/2014,649,57,Inbound,4236341,4236044,Washington St @ Chestnut Hill Ave,10,10,0,,,,,0,
32,3/1/2014,654,57,Inbound,4236341,4236044,Brighton Ave @ Cambridge St,11,10,1,,,,,1,
32,3/1/2014,659,57,Inbound,4236341,4236044,Brighton Ave @ Comm Ave,12,12,0,,,,,0,
32,3/1/2014,665,57,Inbound,4236341,4236044,Commonwealth Ave @ Carlton St,10,12,-2,,,,,2,
32,3/1/2014,669,57,Inbound,4236341,4236044,Kenmore Station Busway,8,12,-4,,,,,4,
33,3/1/2014,649,57,Inbound,4236044,4236108,Watertown Yard,15,10,5,,,,,5,
33,3/1/2014,650,57,Inbound,4236044,4236108,Washington St @ Bacon St,8,11,-3,,,,,3,
33,3/1/2014,654,57,Inbound,4236044,4236108,Tremont St @ Washington St,8,11,-3,,,,,3,
33,3/1/2014,659,57,Inbound,4236044,4236108,Washington St @ Chestnut Hill Ave,10,13,-3,,,,,3,
33,3/1/2014,664,57,Inbound,4236044,4236108,Brighton Ave @ Cambridge St,9,13,-4,,,,,4,
33,3/1/2014,671,57,Inbound,4236044,4236108,Brighton Ave @ Comm Ave,9,13,-4,,,,,4,
33,3/1/2014,677,57,Inbound,4236044,4236108,Commonwealth Ave @ Carlton St,13,13,0,,,,,0,
33,3/1/2014,681,57,Inbound,4236044,4236108,Kenmore Station Busway,14,13,1,,,,,1,
34,3/1/2014,659,57,Inbound,4236108,4236136,Watertown Yard,2,9,-7,,,,,7,
34,3/1/2014,661,57,Inbound,4236108,4236136,Washington St @ Bacon St,13,9,4,,,,,4,
34,3/1/2014,665,57,Inbound,4236108,4236136,Tremont St @ Washington St,12,9,3,,,,,3,
34,3/1/2014,672,57,Inbound,4236108,4236136,Washington St @ Chestnut Hill Ave,10,9,1,,,,,1,
34,3/1/2014,677,57,Inbound,4236108,4236136,Brighton Ave @ Cambridge St,11,9,2,,,,,2,
34,3/1/2014,684,57,Inbound,4236108,4236136,Brighton Ave @ Comm Ave,10,9,1,,,,,1,
34,3/1/2014,690,57,Inbound,4236108,4236136,Commonwealth Ave @ Carlton St,8,9,-1,,,,,1,
34,3/1/2014,694,57,Inbound,4236108,4236136,Kenmore Station Busway,8,9,-1,,,,,1,
35,3/1/2014,668,57,Inbound,4236136,4236170,Watertown Yard,18,10,8,,,,,8,
35,3/1/2014,670,57,Inbound,4236136,4236170,Washington St @ Bacon St,11,10,1,,,,,1,
35,3/1/2014,674,57,Inbound,4236136,4236170,Tremont St @ Washington St,12,10,2,,,,,2,
35,3/1/2014,681,57,Inbound,4236136,4236170,Washington St @ Chestnut Hill Ave,17,10,7,,,,,7,
35,3/1/2014,686,57,Inbound,4236136,4236170,Brighton Ave @ Cambridge St,18,10,8,,,,,8,
35,3/1/2014,693,57,Inbound,4236136,4236170,Brighton Ave @ Comm Ave,20,10,10,,,,,10,
35,3/1/2014,699,57,Inbound,4236136,4236170,Commonwealth Ave @ Carlton St,22,10,12,,,,,12,
35,3/1/2014,703,57,Inbound,4236136,4236170,Kenmore Station Busway,22,10,12,,,,,12,
36,3/1/2014,678,57,Inbound,4236170,4236217,Watertown Yard,2,10,-8,,,,,8,
36,3/1/2014,680,57,Inbound,4236170,4236217,Washington St @ Bacon St,11,10,1,,,,,1,
36,3/1/2014,684,57,Inbound,4236170,4236217,Tremont St @ Washington St,10,10,0,,,,,0,
36,3/1/2014,691,57,Inbound,4236170,4236217,Washington St @ Chestnut Hill Ave,6,10,-4,,,,,4,
36,3/1/2014,696,57,Inbound,4236170,4236217,Brighton Ave @ Cambridge St,4,10,-6,,,,,6,
36,3/1/2014,703,57,Inbound,4236170,4236217,Brighton Ave @ Comm Ave,4,10,-6,,,,,6,
36,3/1/2014,709,57,Inbound,4236170,4236217,Commonwealth Ave @ Carlton St,2,10,-8,,,,,8,
36,3/1/2014,713,57,Inbound,4236170,4236217,Kenmore Station Busway,1,10,-9,,,,,9,
37,3/1/2014,688,57,Inbound,4236217,4236267,Watertown Yard,13,10,3,,,,,3,
37,3/1/2014,690,57,Inbound,4236217,4236267,Washington St @ Bacon St,4,10,-6,,,,,6,
37,3/1/2014,694,57,Inbound,4236217,4236267,Tremont St @ Washington St,4,10,-6,,,,,6,
37,3/1/2014,701,57,Inbound,4236217,4236267,Washington St @ Chestnut Hill Ave,4,10,-6,,,,,6,
37,3/1/2014,706,57,Inbound,4236217,4236267,Brighton Ave @ Cambridge St,4,10,-6,,,,,6,
37,3/1/2014,713,57,Inbound,4236217,4236267,Brighton Ave @ Comm Ave,4,10,-6,,,,,6,
37,3/1/2014,719,57,Inbound,4236217,4236267,Commonwealth Ave @ Carlton St,5,10,-5,,,,,5,
37,3/1/2014,723,57,Inbound,4236217,4236267,Kenmore Station Busway,5,10,-5,,,,,5,
38,3/1/2014,698,57,Inbound,4236267,4236297,Watertown Yard,20,10,10,,,,,10,
38,3/1/2014,700,57,Inbound,4236267,4236297,Washington St @ Bacon St,14,10,4,,,,,4,
38,3/1/2014,704,57,Inbound,4236267,4236297,Tremont St @ Washington St,15,10,5,,,,,5,
38,3/1/2014,711,57,Inbound,4236267,4236297,Washington St @ Chestnut Hill Ave,15,10,5,,,,,5,
38,3/1/2014,716,57,Inbound,4236267,4236297,Brighton Ave @ Cambridge St,19,10,9,,,,,9,
38,3/1/2014,723,57,Inbound,4236267,4236297,Brighton Ave @ Comm Ave,19,10,9,,,,,9,
38,3/1/2014,729,57,Inbound,4236267,4236297,Commonwealth Ave @ Carlton St,18,10,8,,,,,8,
38,3/1/2014,733,57,Inbound,4236267,4236297,Kenmore Station Busway,20,10,10,,,,,10,
39,3/1/2014,708,57,Inbound,4236297,4236343,Watertown Yard,3,10,-7,,,,,7,
39,3/1/2014,710,57,Inbound,4236297,4236343,Washington St @ Bacon St,7,10,-3,,,,,3,
39,3/1/2014,714,57,Inbound,4236297,4236343,Tremont St @ Washington St,7,10,-3,,,,,3,
39,3/1/2014,721,57,Inbound,4236297,4236343,Washington St @ Chestnut Hill Ave,8,10,-2,,,,,2,
39,3/1/2014,726,57,Inbound,4236297,4236343,Brighton Ave @ Cambridge St,4,10,-6,,,,,6,
39,3/1/2014,733,57,Inbound,4236297,4236343,Brighton Ave @ Comm Ave,3,10,-7,,,,,7,
39,3/1/2014,739,57,Inbound,4236297,4236343,Commonwealth Ave @ Carlton St,3,10,-7,,,,,7,
39,3/1/2014,743,57,Inbound,4236297,4236343,Kenmore Station Busway,2,10,-8,,,,,8,
40,3/1/2014,718,57,Inbound,4236343,4236046,Watertown Yard,11,10,1,,,,,1,
40,3/1/2014,720,57,Inbound,4236343,4236046,Washington St @ Bacon St,12,10,2,,,,,2,
40,3/1/2014,724,57,Inbound,4236343,4236046,Tremont St @ Washington St,11,10,1,,,,,1,
40,3/1/2014,731,57,Inbound,4236343,4236046,Washington St @ Chestnut Hill Ave,11,10,1,,,,,1,
40,3/1/2014,736,57,Inbound,4236343,4236046,Brighton Ave @ Cambridge St,12,10,2,,,,,2,
40,3/1/2014,743,57,Inbound,4236343,4236046,Brighton Ave @ Comm Ave,12,10,2,,,,,2,
40,3/1/2014,749,57,Inbound,4236343,4236046,Commonwealth Ave @ Carlton St,14,10,4,,,,,4,
40,3/1/2014,753,57,Inbound,4236343,4236046,Kenmore Station Busway,15,10,5,,,,,5,
41,3/1/2014,728,57,Inbound,4236046,4236110,Watertown Yard,13,10,3,,,,,3,
41,3/1/2014,730,57,Inbound,4236046,4236110,Washington St @ Bacon St,9,10,-1,,,,,1,
41,3/1/2014,734,57,Inbound,4236046,4236110,Tremont St @ Washington St,10,10,0,,,,,0,
41,3/1/2014,741,57,Inbound,4236046,4236110,Washington St @ Chestnut Hill Ave,8,10,-2,,,,,2,
41,3/1/2014,746,57,Inbound,4236046,4236110,Brighton Ave @ Cambridge St,9,10,-1,,,,,1,
41,3/1/2014,753,57,Inbound,4236046,4236110,Brighton Ave @ Comm Ave,12,10,2,,,,,2,
41,3/1/2014,763,57,Inbound,4236046,4236110,Kenmore Station Busway,13,10,3,,,,,3,
42,3/1/2014,738,57,Inbound,4236110,4236138,Watertown Yard,5,10,-5,,,,,5,
42,3/1/2014,740,57,Inbound,4236110,4236138,Washington St @ Bacon St,13,10,3,,,,,3,
42,3/1/2014,744,57,Inbound,4236110,4236138,Tremont St @ Washington St,13,10,3,,,,,3,
42,3/1/2014,751,57,Inbound,4236110,4236138,Washington St @ Chestnut Hill Ave,20,10,10,,,,,10,
42,3/1/2014,756,57,Inbound,4236110,4236138,Brighton Ave @ Cambridge St,18,10,8,,,,,8,
42,3/1/2014,763,57,Inbound,4236110,4236138,Brighton Ave @ Comm Ave,19,10,9,,,,,9,
42,3/1/2014,773,57,Inbound,4236110,4236138,Kenmore Station Busway,19,10,9,,,,,9,
43,3/1/2014,748,57,Inbound,4236138,4236172,Watertown Yard,15,11,4,,,,,4,
43,3/1/2014,750,57,Inbound,4236138,4236172,Washington St @ Bacon St,14,11,3,,,,,3,
43,3/1/2014,754,57,Inbound,4236138,4236172,Tremont St @ Washington St,14,11,3,,,,,3,
43,3/1/2014,761,57,Inbound,4236138,4236172,Washington St @ Chestnut Hill Ave,13,11,2,,,,,2,
43,3/1/2014,766,57,Inbound,4236138,4236172,Brighton Ave @ Cambridge St,16,11,5,,,,,5,
43,3/1/2014,773,57,Inbound,4236138,4236172,Brighton Ave @ Comm Ave,13,11,2,,,,,2,
43,3/1/2014,779,57,Inbound,4236138,4236172,Commonwealth Ave @ Carlton St,12,11,1,,,,,1,
43,3/1/2014,783,57,Inbound,4236138,4236172,Kenmore Station Busway,11,11,0,,,,,0,
44,3/1/2014,759,57,Inbound,4236172,4236219,Watertown Yard,-1,9,-10,,,,,10,
44,3/1/2014,761,57,Inbound,4236172,4236219,Washington St @ Bacon St,3,9,-6,,,,,6,
44,3/1/2014,765,57,Inbound,4236172,4236219,Tremont St @ Washington St,2,9,-7,,,,,7,
44,3/1/2014,772,57,Inbound,4236172,4236219,Washington St @ Chestnut Hill Ave,-2,9,-11,,,,,11,
44,3/1/2014,777,57,Inbound,4236172,4236219,Brighton Ave @ Cambridge St,-7,9,-16,,,,,16,
44,3/1/2014,784,57,Inbound,4236172,4236219,Brighton Ave @ Comm Ave,-3,9,-12,,,,,12,
44,3/1/2014,790,57,Inbound,4236172,4236219,Commonwealth Ave @ Carlton St,-4,9,-13,,,,,13,
44,3/1/2014,794,57,Inbound,4236172,4236219,Kenmore Station Busway,-5,9,-14,,,,,14,
45,3/1/2014,768,57,Inbound,4236219,4236269,Watertown Yard,16,10,6,,,,,6,
45,3/1/2014,770,57,Inbound,4236219,4236269,Washington St @ Bacon St,5,10,-5,,,,,5,
45,3/1/2014,774,57,Inbound,4236219,4236269,Tremont St @ Washington St,5,10,-5,,,,,5,
45,3/1/2014,781,57,Inbound,4236219,4236269,Washington St @ Chestnut Hill Ave,3,10,-7,,,,,7,
45,3/1/2014,786,57,Inbound,4236219,4236269,Brighton Ave @ Cambridge St,6,10,-4,,,,,4,
45,3/1/2014,793,57,Inbound,4236219,4236269,Brighton Ave @ Comm Ave,2,10,-8,,,,,8,
45,3/1/2014,799,57,Inbound,4236219,4236269,Commonwealth Ave @ Carlton St,1,10,-9,,,,,9,
45,3/1/2014,803,57,Inbound,4236219,4236269,Kenmore Station Busway,13,10,3,,,,,3,
46,3/1/2014,778,57,Inbound,4236269,4236299,Watertown Yard,18,10,8,,,,,8,
46,3/1/2014,780,57,Inbound,4236269,4236299,Washington St @ Bacon St,19,10,9,,,,,9,
46,3/1/2014,784,57,Inbound,4236269,4236299,Tremont St @ Washington St,21,10,11,,,,,11,
46,3/1/2014,791,57,Inbound,4236269,4236299,Washington St @ Chestnut Hill Ave,21,10,11,,,,,11,
46,3/1/2014,796,57,Inbound,4236269,4236299,Brighton Ave @ Cambridge St,21,10,11,,,,,11,
46,3/1/2014,803,57,Inbound,4236269,4236299,Brighton Ave @ Comm Ave,26,10,16,,,,,16,
46,3/1/2014,809,57,Inbound,4236269,4236299,Commonwealth Ave @ Carlton St,26,10,16,,,,,16,
46,3/1/2014,813,57,Inbound,4236269,4236299,Kenmore Station Busway,14,10,4,,,,,4,
47,3/1/2014,788,57,Inbound,4236299,4236345,Watertown Yard,14,10,4,,,,,4,
47,3/1/2014,790,57,Inbound,4236299,4236345,Washington St @ Bacon St,10,10,0,,,,,0,
47,3/1/2014,794,57,Inbound,4236299,4236345,Tremont St @ Washington St,8,10,-2,,,,,2,
47,3/1/2014,801,57,Inbound,4236299,4236345,Washington St @ Chestnut Hill Ave,7,10,-3,,,,,3,
47,3/1/2014,806,57,Inbound,4236299,4236345,Brighton Ave @ Cambridge St,7,10,-3,,,,,3,
47,3/1/2014,813,57,Inbound,4236299,4236345,Brighton Ave @ Comm Ave,5,10,-5,,,,,5,
47,3/1/2014,819,57,Inbound,4236299,4236345,Commonwealth Ave @ Carlton St,4,10,-6,,,,,6,
47,3/1/2014,823,57,Inbound,4236299,4236345,Kenmore Station Busway,5,10,-5,,,,,5,
48,3/1/2014,798,57,Inbound,4236345,4236048,Watertown Yard,2,10,-8,,,,,8,
48,3/1/2014,800,57,Inbound,4236345,4236048,Washington St @ Bacon St,5,10,-5,,,,,5,
48,3/1/2014,804,57,Inbound,4236345,4236048,Tremont St @ Washington St,4,10,-6,,,,,6,
48,3/1/2014,811,57,Inbound,4236345,4236048,Washington St @ Chestnut Hill Ave,3,10,-7,,,,,7,
48,3/1/2014,816,57,Inbound,4236345,4236048,Brighton Ave @ Cambridge St,4,10,-6,,,,,6,
48,3/1/2014,823,57,Inbound,4236345,4236048,Brighton Ave @ Comm Ave,3,10,-7,,,,,7,
48,3/1/2014,829,57,Inbound,4236345,4236048,Commonwealth Ave @ Carlton St,5,10,-5,,,,,5,
48,3/1/2014,833,57,Inbound,4236345,4236048,Kenmore Station Busway,6,10,-4,,,,,4,
49,3/1/2014,808,57,Inbound,4236048,4236112,Watertown Yard,10,10,0,,,,,0,
49,3/1/2014,810,57,Inbound,4236048,4236112,Washington St @ Bacon St,9,10,-1,,,,,1,
49,3/1/2014,814,57,Inbound,4236048,4236112,Tremont St @ Washington St,11,10,1,,,,,1,
49,3/1/2014,821,57,Inbound,4236048,4236112,Washington St @ Chestnut Hill Ave,14,10,4,,,,,4,
49,3/1/2014,826,57,Inbound,4236048,4236112,Brighton Ave @ Cambridge St,14,10,4,,,,,4,
49,3/1/2014,833,57,Inbound,4236048,4236112,Brighton Ave @ Comm Ave,14,10,4,,,,,4,
49,3/1/2014,839,57,Inbound,4236048,4236112,Commonwealth Ave @ Carlton St,13,10,3,,,,,3,
49,3/1/2014,843,57,Inbound,4236048,4236112,Kenmore Station Busway,14,10,4,,,,,4,
50,3/1/2014,818,57,Inbound,4236112,4236140,Watertown Yard,28,10,18,,,,,18,
50,3/1/2014,820,57,Inbound,4236112,4236140,Washington St @ Bacon St,31,10,21,,,,,21,
50,3/1/2014,824,57,Inbound,4236112,4236140,Tremont St @ Washington St,30,10,20,,,,,20,
50,3/1/2014,831,57,Inbound,4236112,4236140,Washington St @ Chestnut Hill Ave,26,10,16,,,,,16,
50,3/1/2014,836,57,Inbound,4236112,4236140,Brighton Ave @ Cambridge St,26,10,16,,,,,16,
50,3/1/2014,843,57,Inbound,4236112,4236140,Brighton Ave @ Comm Ave,24,10,14,,,,,14,
50,3/1/2014,849,57,Inbound,4236112,4236140,Commonwealth Ave @ Carlton St,24,10,14,,,,,14,
50,3/1/2014,853,57,Inbound,4236112,4236140,Kenmore Station Busway,22,10,12,,,,,12,
51,3/1/2014,828,57,Inbound,4236140,4236174,Watertown Yard,-5,11,-16,,,,,16,
51,3/1/2014,830,57,Inbound,4236140,4236174,Washington St @ Bacon St,-6,11,-17,,,,,17,
51,3/1/2014,834,57,Inbound,4236140,4236174,Tremont St @ Washington St,-4,10,-14,,,,,14,
51,3/1/2014,841,57,Inbound,4236140,4236174,Washington St @ Chestnut Hill Ave,1,9,-8,,,,,8,
51,3/1/2014,846,57,Inbound,4236140,4236174,Brighton Ave @ Cambridge St,0,9,-9,,,,,9,
51,3/1/2014,853,57,Inbound,4236140,4236174,Brighton Ave @ Comm Ave,2,9,-7,,,,,7,
51,3/1/2014,859,57,Inbound,4236140,4236174,Commonwealth Ave @ Carlton St,1,9,-8,,,,,8,
51,3/1/2014,863,57,Inbound,4236140,4236174,Kenmore Station Busway,3,9,-6,,,,,6,
52,3/1/2014,839,57,Inbound,4236174,4236221,Watertown Yard,1,10,-9,,,,,9,
52,3/1/2014,841,57,Inbound,4236174,4236221,Washington St @ Bacon St,6,10,-4,,,,,4,
52,3/1/2014,844,57,Inbound,4236174,4236221,Tremont St @ Washington St,4,10,-6,,,,,6,
52,3/1/2014,850,57,Inbound,4236174,4236221,Washington St @ Chestnut Hill Ave,1,10,-9,,,,,9,
52,3/1/2014,855,57,Inbound,4236174,4236221,Brighton Ave @ Cambridge St,2,10,-8,,,,,8,
52,3/1/2014,862,57,Inbound,4236174,4236221,Brighton Ave @ Comm Ave,0,10,-10,,,,,10,
52,3/1/2014,868,57,Inbound,4236174,4236221,Commonwealth Ave @ Carlton St,-1,10,-11,,,,,11,
52,3/1/2014,872,57,Inbound,4236174,4236221,Kenmore Station Busway,-2,10,-12,,,,,12,
53,3/1/2014,849,57,Inbound,4236221,4236271,Watertown Yard,13,10,3,,,,,3,
53,3/1/2014,851,57,Inbound,4236221,4236271,Washington St @ Bacon St,11,10,1,,,,,1,
53,3/1/2014,854,57,Inbound,4236221,4236271,Tremont St @ Washington St,11,10,1,,,,,1,
53,3/1/2014,860,57,Inbound,4236221,4236271,Washington St @ Chestnut Hill Ave,9,10,-1,,,,,1,
53,3/1/2014,865,57,Inbound,4236221,4236271,Brighton Ave @ Cambridge St,9,10,-1,,,,,1,
53,3/1/2014,872,57,Inbound,4236221,4236271,Brighton Ave @ Comm Ave,9,10,-1,,,,,1,
53,3/1/2014,878,57,Inbound,4236221,4236271,Commonwealth Ave @ Carlton St,11,10,1,,,,,1,
53,3/1/2014,882,57,Inbound,4236221,4236271,Kenmore Station Busway,10,10,0,,,,,0,
54,3/1/2014,859,57,Inbound,4236271,4236301,Watertown Yard,17,10,7,,,,,7,
54,3/1/2014,861,57,Inbound,4236271,4236301,Washington St @ Bacon St,12,10,2,,,,,2,
54,3/1/2014,864,57,Inbound,4236271,4236301,Tremont St @ Washington St,12,10,2,,,,,2,
54,3/1/2014,870,57,Inbound,4236271,4236301,Washington St @ Chestnut Hill Ave,14,10,4,,,,,4,
54,3/1/2014,875,57,Inbound,4236271,4236301,Brighton Ave @ Cambridge St,14,10,4,,,,,4,
54,3/1/2014,882,57,Inbound,4236271,4236301,Brighton Ave @ Comm Ave,15,10,5,,,,,5,
54,3/1/2014,888,57,Inbound,4236271,4236301,Commonwealth Ave @ Carlton St,16,10,6,,,,,6,
54,3/1/2014,892,57,Inbound,4236271,4236301,Kenmore Station Busway,15,10,5,,,,,5,
55,3/1/2014,869,57,Inbound,4236301,4236347,Watertown Yard,5,10,-5,,,,,5,
55,3/1/2014,871,57,Inbound,4236301,4236347,Washington St @ Bacon St,7,10,-3,,,,,3,
55,3/1/2014,874,57,Inbound,4236301,4236347,Tremont St @ Washington St,7,10,-3,,,,,3,
55,3/1/2014,880,57,Inbound,4236301,4236347,Washington St @ Chestnut Hill Ave,6,10,-4,,,,,4,
55,3/1/2014,885,57,Inbound,4236301,4236347,Brighton Ave @ Cambridge St,4,10,-6,,,,,6,
55,3/1/2014,892,57,Inbound,4236301,4236347,Brighton Ave @ Comm Ave,3,10,-7,,,,,7,
55,3/1/2014,898,57,Inbound,4236301,4236347,Commonwealth Ave @ Carlton St,2,10,-8,,,,,8,
55,3/1/2014,902,57,Inbound,4236301,4236347,Kenmore Station Busway,2,10,-8,,,,,8,
56,3/1/2014,879,57,Inbound,4236347,4236050,Watertown Yard,4,10,-6,,,,,6,
56,3/1/2014,881,57,Inbound,4236347,4236050,Washington St @ Bacon St,7,10,-3,,,,,3,
56,3/1/2014,884,57,Inbound,4236347,4236050,Tremont St @ Washington St,8,10,-2,,,,,2,
56,3/1/2014,890,57,Inbound,4236347,4236050,Washington St @ Chestnut Hill Ave,9,10,-1,,,,,1,
56,3/1/2014,895,57,Inbound,4236347,4236050,Brighton Ave @ Cambridge St,8,10,-2,,,,,2,
56,3/1/2014,902,57,Inbound,4236347,4236050,Brighton Ave @ Comm Ave,7,10,-3,,,,,3,
56,3/1/2014,908,57,Inbound,4236347,4236050,Commonwealth Ave @ Carlton St,7,10,-3,,,,,3,
56,3/1/2014,912,57,Inbound,4236347,4236050,Kenmore Station Busway,10,10,0,,,,,0,
57,3/1/2014,889,57,Inbound,4236050,4236114,Watertown Yard,14,10,4,,,,,4,
57,3/1/2014,891,57,Inbound,4236050,4236114,Washington St @ Bacon St,18,10,8,,,,,8,
57,3/1/2014,894,57,Inbound,4236050,4236114,Tremont St @ Washington St,17,10,7,,,,,7,
57,3/1/2014,900,57,Inbound,4236050,4236114,Washington St @ Chestnut Hill Ave,18,10,8,,,,,8,
57,3/1/2014,905,57,Inbound,4236050,4236114,Brighton Ave @ Cambridge St,21,10,11,,,,,11,
57,3/1/2014,912,57,Inbound,4236050,4236114,Brighton Ave @ Comm Ave,21,10,11,,,,,11,
57,3/1/2014,918,57,Inbound,4236050,4236114,Commonwealth Ave @ Carlton St,22,10,12,,,,,12,
57,3/1/2014,922,57,Inbound,4236050,4236114,Kenmore Station Busway,24,10,14,,,,,14,
58,3/1/2014,899,57,Inbound,4236114,4236142,Watertown Yard,15,10,5,,,,,5,
58,3/1/2014,901,57,Inbound,4236114,4236142,Washington St @ Bacon St,6,10,-4,,,,,4,
58,3/1/2014,904,57,Inbound,4236114,4236142,Tremont St @ Washington St,6,10,-4,,,,,4,
58,3/1/2014,910,57,Inbound,4236114,4236142,Washington St @ Chestnut Hill Ave,3,10,-7,,,,,7,
58,3/1/2014,915,57,Inbound,4236114,4236142,Brighton Ave @ Cambridge St,2,10,-8,,,,,8,
58,3/1/2014,922,57,Inbound,4236114,4236142,Brighton Ave @ Comm Ave,2,10,-8,,,,,8,
58,3/1/2014,928,57,Inbound,4236114,4236142,Commonwealth Ave @ Carlton St,2,10,-8,,,,,8,
58,3/1/2014,932,57,Inbound,4236114,4236142,Kenmore Station Busway,11,10,1,,,,,1,
59,3/1/2014,909,57,Inbound,4236142,4236176,Watertown Yard,11,10,1,,,,,1,
59,3/1/2014,911,57,Inbound,4236142,4236176,Washington St @ Bacon St,11,10,1,,,,,1,
59,3/1/2014,914,57,Inbound,4236142,4236176,Tremont St @ Washington St,13,10,3,,,,,3,
59,3/1/2014,920,57,Inbound,4236142,4236176,Washington St @ Chestnut Hill Ave,17,10,7,,,,,7,
59,3/1/2014,925,57,Inbound,4236142,4236176,Brighton Ave @ Cambridge St,16,10,6,,,,,6,
59,3/1/2014,932,57,Inbound,4236142,4236176,Brighton Ave @ Comm Ave,16,10,6,,,,,6,
59,3/1/2014,938,57,Inbound,4236142,4236176,Commonwealth Ave @ Carlton St,15,10,5,,,,,5,
59,3/1/2014,942,57,Inbound,4236142,4236176,Kenmore Station Busway,3,10,-7,,,,,7,
60,3/1/2014,919,57,Inbound,4236176,4236223,Watertown Yard,2,10,-8,,,,,8,
60,3/1/2014,921,57,Inbound,4236176,4236223,Washington St @ Bacon St,8,10,-2,,,,,2,
60,3/1/2014,924,57,Inbound,4236176,4236223,Tremont St @ Washington St,7,10,-3,,,,,3,
60,3/1/2014,930,57,Inbound,4236176,4236223,Washington St @ Chestnut Hill Ave,7,10,-3,,,,,3,
60,3/1/2014,935,57,Inbound,4236176,4236223,Brighton Ave @ Cambridge St,9,10,-1,,,,,1,
60,3/1/2014,942,57,Inbound,4236176,4236223,Brighton Ave @ Comm Ave,10,10,0,,,,,0,
60,3/1/2014,948,57,Inbound,4236176,4236223,Commonwealth Ave @ Carlton St,9,10,-1,,,,,1,
60,3/1/2014,952,57,Inbound,4236176,4236223,Kenmore Station Busway,7,9,-2,,,,,2,
61,3/1/2014,929,57,Inbound,4236223,4236273,Watertown Yard,16,10,6,,,,,6,
61,3/1/2014,931,57,Inbound,4236223,4236273,Washington St @ Bacon St,10,10,0,,,,,0,
61,3/1/2014,934,57,Inbound,4236223,4236273,Tremont St @ Washington St,9,10,-1,,,,,1,
61,3/1/2014,940,57,Inbound,4236223,4236273,Washington St @ Chestnut Hill Ave,7,10,-3,,,,,3,
61,3/1/2014,945,57,Inbound,4236223,4236273,Brighton Ave @ Cambridge St,6,10,-4,,,,,4,
61,3/1/2014,952,57,Inbound,4236223,4236273,Brighton Ave @ Comm Ave,4,10,-6,,,,,6,
61,3/1/2014,958,57,Inbound,4236223,4236273,Commonwealth Ave @ Carlton St,6,10,-4,,,,,4,
61,3/1/2014,961,57,Inbound,4236223,4236273,Kenmore Station Busway,8,10,-2,,,,,2,
62,3/1/2014,939,57,Inbound,4236273,4236303,Watertown Yard,2,10,-8,,,,,8,
62,3/1/2014,941,57,Inbound,4236273,4236303,Washington St @ Bacon St,14,10,4,,,,,4,
62,3/1/2014,944,57,Inbound,4236273,4236303,Tremont St @ Washington St,14,10,4,,,,,4,
62,3/1/2014,950,57,Inbound,4236273,4236303,Washington St @ Chestnut Hill Ave,15,10,5,,,,,5,
62,3/1/2014,955,57,Inbound,4236273,4236303,Brighton Ave @ Cambridge St,14,10,4,,,,,4,
62,3/1/2014,962,57,Inbound,4236273,4236303,Brighton Ave @ Comm Ave,15,10,5,,,,,5,
62,3/1/2014,968,57,Inbound,4236273,4236303,Commonwealth Ave @ Carlton St,15,10,5,,,,,5,
62,3/1/2014,971,57,Inbound,4236273,4236303,Kenmore Station Busway,14,10,4,,,,,4,
63,3/1/2014,949,57,Inbound,4236303,4236349,Watertown Yard,20,10,10,,,,,10,
63,3/1/2014,951,57,Inbound,4236303,4236349,Washington St @ Bacon St,6,10,-4,,,,,4,
63,3/1/2014,954,57,Inbound,4236303,4236349,Tremont St @ Washington St,7,10,-3,,,,,3,
63,3/1/2014,960,57,Inbound,4236303,4236349,Washington St @ Chestnut Hill Ave,4,9,-5,,,,,5,
63,3/1/2014,965,57,Inbound,4236303,4236349,Brighton Ave @ Cambridge St,3,9,-6,,,,,6,
63,3/1/2014,972,57,Inbound,4236303,4236349,Brighton Ave @ Comm Ave,3,9,-6,,,,,6,
63,3/1/2014,978,57,Inbound,4236303,4236349,Commonwealth Ave @ Carlton St,0,9,-9,,,,,9,
63,3/1/2014,981,57,Inbound,4236303,4236349,Kenmore Station Busway,0,9,-9,,,,,9,
64,3/1/2014,959,57,Inbound,4236349,4236052,Watertown Yard,2,10,-8,,,,,8,
64,3/1/2014,961,57,Inbound,4236349,4236052,Washington St @ Bacon St,8,10,-2,,,,,2,
64,3/1/2014,964,57,Inbound,4236349,4236052,Tremont St @ Washington St,7,10,-3,,,,,3,
64,3/1/2014,969,57,Inbound,4236349,4236052,Washington St @ Chestnut Hill Ave,11,10,1,,,,,1,
