HeadwayId,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference,ID,AvgAct,AvgSch,AvgStartTime,AbsDifference,AvgDifference
1,3/1/2014,322,22,Inbound,4231862,4231908,Ashmont Station,25,15,10,1,15.55555556,15,331,10,2.11
1,3/1/2014,323,22,Inbound,4231862,4231908,Talbot Ave @ Centre St,15,15,0,2,10.77777778,10,346,0,1.00
1,3/1/2014,325,22,Inbound,4231862,4231908,Talbot Ave @ Nightingale St,16,15,1,3,18.77777778,15,356,1,3.78
1,3/1/2014,328,22,Inbound,4231862,4231908,Blue Hill Ave @ Ellington St - Franklin Park Zoo,15,15,0,4,18.22222222,15.22222222,371,0,4.11
1,3/1/2014,331,22,Inbound,4231862,4231908,Seaver St @ Humboldt Ave,13,15,-2,5,9.222222222,16.88888889,386,2,9.00
1,3/1/2014,333,22,Inbound,4231862,4231908,1990 Columbus Ave,14,15,-1,6,15.88888889,15,403,1,2.22
1,3/1/2014,336,22,Inbound,4231862,4231908,Jackson Sq Station @ Orange Line,13,15,-2,7,17.11111111,15,418,2,2.11
1,3/1/2014,338,22,Inbound,4231862,4231908,Columbus Ave @ Malcolm X Blvd,13,15,-2,8,20.55555556,15,433,2,5.56
1,3/1/2014,341,22,Inbound,4231862,4231908,Ruggles Sta - Upper Level,16,15,1,9,9.222222222,15,448,1,5.78
2,3/1/2014,337,22,Inbound,4231908,4231769,Ashmont Station,11,10,1,10,12.77777778,15.33333333,463,1,2.56
2,3/1/2014,338,22,Inbound,4231908,4231769,Talbot Ave @ Centre St,9,10,-1,11,18.33333333,16.55555556,478,1,1.78
2,3/1/2014,340,22,Inbound,4231908,4231769,Talbot Ave @ Nightingale St,10,10,0,12,15,15,496,0,0.75
2,3/1/2014,343,22,Inbound,4231908,4231769,Blue Hill Ave @ Ellington St - Franklin Park Zoo,10,10,0,13,14.875,16,511,0,2.63
2,3/1/2014,346,22,Inbound,4231908,4231769,Seaver St @ Humboldt Ave,12,10,2,14,13,17,526,2,4.00
2,3/1/2014,348,22,Inbound,4231908,4231769,1990 Columbus Ave,11,10,1,15,24.11111111,16.11111111,543,1,8.00
2,3/1/2014,351,22,Inbound,4231908,4231769,Jackson Sq Station @ Orange Line,11,10,1,16,15.11111111,16,559,1,0.89
2,3/1/2014,353,22,Inbound,4231908,4231769,Columbus Ave @ Malcolm X Blvd,13,10,3,17,19.55555556,16,575,3,3.56
2,3/1/2014,356,22,Inbound,4231908,4231769,Ruggles Sta - Upper Level,10,10,0,18,23,20,589,0,3.00
3,3/1/2014,347,22,Inbound,4231769,4231838,Ashmont Station,17,15,2,19,9.75,17,609,2,7.25
3,3/1/2014,348,22,Inbound,4231769,4231838,Talbot Ave @ Centre St,17,15,2,20,27.11111111,16,628,2,11.11
3,3/1/2014,350,22,Inbound,4231769,4231838,Talbot Ave @ Nightingale St,19,15,4,21,4.222222222,14,644,4,9.78
3,3/1/2014,353,22,Inbound,4231769,4231838,Blue Hill Ave @ Ellington St - Franklin Park Zoo,18,15,3,22,19.33333333,11,658,3,8.33
3,3/1/2014,356,22,Inbound,4231769,4231838,Seaver St @ Humboldt Ave,17,15,2,23,1.222222222,11.11111111,669,2,9.89
3,3/1/2014,358,22,Inbound,4231769,4231838,1990 Columbus Ave,18,15,3,24,8.444444444,11,680,3,2.56
3,3/1/2014,361,22,Inbound,4231769,4231838,Jackson Sq Station @ Orange Line,20,15,5,25,10.11111111,11.66666667,691,5,2.00
3,3/1/2014,363,22,Inbound,4231769,4231838,Columbus Ave @ Malcolm X Blvd,21,15,6,26,9.444444444,11,703,6,1.56
3,3/1/2014,366,22,Inbound,4231769,4231838,Ruggles Sta - Upper Level,22,15,7,27,22.66666667,11,714,7,11.67
