HeadwayId,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference,ID,AvgAct,AvgSch,AvgStartTime,AbsDifference,AvgDifference
1,3/1/2014,333,57,Outbound,4236159,4236286,Kenmore Station Busway,10,15,-5,1,14.25,15,340,5,3.50
1,3/1/2014,335,57,Outbound,4236159,4236286,Commonwealth Ave @ University Rd,14,15,-1,2,13.5,15,355,1,2.25
1,3/1/2014,336,57,Outbound,4236159,4236286,1079 Commonwealth Ave,12,15,-3,3,16.75,14.875,370,3,1.88
1,3/1/2014,338,57,Outbound,4236159,4236286,Cambridge St @ N Beacon St,13,15,-2,4,17.75,16.75,385,2,2.00
1,3/1/2014,342,57,Outbound,4236159,4236286,Washington St @ Market St,13,15,-2,5,9.75,12,402,2,2.50
1,3/1/2014,344,57,Outbound,4236159,4236286,Tremont St @ Washington St,13,15,-2,6,10.75,12,414,2,1.75
1,3/1/2014,346,57,Outbound,4236159,4236286,Park St @ Tremont St,13,15,-2,7,12.75,11,426,2,1.75
1,3/1/2014,349,57,Outbound,4236159,4236286,Watertown Yard,26,15,11,8,12.125,10,437,11,2.63
2,3/1/2014,348,57,Outbound,4236286,4236332,Kenmore Station Busway,18,15,3,9,10,10,447,3,1.75
2,3/1/2014,350,57,Outbound,4236286,4236332,Commonwealth Ave @ University Rd,15,15,0,10,8.75,10,457,0,1.25
2,3/1/2014,351,57,Outbound,4236286,4236332,1079 Commonwealth Ave,15,15,0,11,7.125,10.5,467,0,3.38
2,3/1/2014,353,57,Outbound,4236286,4236332,Cambridge St @ N Beacon St,14,15,-1,12,15.25,10.625,478,1,4.63
2,3/1/2014,357,57,Outbound,4236286,4236332,Washington St @ Market St,15,15,0,13,16.625,10,488,0,6.63
2,3/1/2014,359,57,Outbound,4236286,4236332,Tremont St @ Washington St,15,15,0,14,10.375,20,498,0,9.63
2,3/1/2014,361,57,Outbound,4236286,4236332,Park St @ Tremont St,15,15,0,15,11.375,10,518,0,1.38
2,3/1/2014,364,57,Outbound,4236286,4236332,Watertown Yard,1,15,-14,16,11.375,10,528,14,1.88
3,3/1/2014,363,57,Outbound,4236332,4236035,Kenmore Station Busway,18,15,3,17,8,10,538,3,2.00
3,3/1/2014,365,57,Outbound,4236332,4236035,Commonwealth Ave @ University Rd,18,15,3,18,21.125,10,548,3,11.13
3,3/1/2014,366,57,Outbound,4236332,4236035,1079 Commonwealth Ave,17,15,2,19,-2,10,548,2,12.00
3,3/1/2014,368,57,Outbound,4236332,4236035,Cambridge St @ N Beacon St,16,15,1,20,19,11,558,1,8.00
3,3/1/2014,372,57,Outbound,4236332,4236035,Washington St @ Market St,16,15,1,21,7.875,12,581,1,4.13
3,3/1/2014,374,57,Outbound,4236332,4236035,Tremont St @ Washington St,16,15,1,22,13.125,12,593,1,1.13
3,3/1/2014,376,57,Outbound,4236332,4236035,Park St @ Tremont St,16,15,1,23,12.75,12,605,1,2.00
3,3/1/2014,379,57,Outbound,4236332,4236035,Watertown Yard,17,14,3,24,8.125,11,617,3,2.88
4,3/1/2014,378,57,Outbound,4236035,4236161,Kenmore Station Busway,19,15,4,25,12.625,11,628,4,3.13
4,3/1/2014,380,57,Outbound,4236035,4236161,Commonwealth Ave @ University Rd,13,15,-2,26,17.375,11,639,2,6.38
4,3/1/2014,381,57,Outbound,4236035,4236161,1079 Commonwealth Ave,14,16,-2,27,3.5,12.375,650,2,8.88
4,3/1/2014,383,57,Outbound,4236035,4236161,Cambridge St @ N Beacon St,17,17,0,28,12.125,11.75,662,0,1.88
4,3/1/2014,387,57,Outbound,4236035,4236161,Washington St @ Market St,19,17,2,29,15.75,11,674,2,6.75
4,3/1/2014,389,57,Outbound,4236035,4236161,Tremont St @ Washington St,20,18,2,30,6.5,10,685,2,5.25
4,3/1/2014,391,57,Outbound,4236035,4236161,Park St @ Tremont St,20,18,2,31,9.875,10,695,2,0.88
4,3/1/2014,393,57,Outbound,4236035,4236161,Watertown Yard,20,18,2,32,13,9.75,705,2,3.25
5,3/1/2014,393,57,Outbound,4236161,4236288,Kenmore Station Busway,12,12,0,33,7,10.125,714,0,3.13
5,3/1/2014,395,57,Outbound,4236161,4236288,Commonwealth Ave @ University Rd,12,12,0,34,16.625,10.625,725,0,6.00
5,3/1/2014,397,57,Outbound,4236161,4236288,1079 Commonwealth Ave,13,12,1,35,0.875,10,735,1,9.13
5,3/1/2014,400,57,Outbound,4236161,4236288,Cambridge St @ N Beacon St,10,12,-2,36,12.125,10,745,2,3.38
5,3/1/2014,404,57,Outbound,4236161,4236288,Washington St @ Market St,8,12,-4,37,17.125,10,755,4,7.13
5,3/1/2014,407,57,Outbound,4236161,4236288,Tremont St @ Washington St,8,12,-4,38,13.14285714,10,767,4,3.14
5,3/1/2014,409,57,Outbound,4236161,4236288,Park St @ Tremont St,8,12,-4,39,2.714285714,10,777,4,7.29
5,3/1/2014,411,57,Outbound,4236161,4236288,Watertown Yard,7,12,-5,40,11.625,10,785,5,1.63
6,3/1/2014,405,57,Outbound,4236288,4236334,Kenmore Station Busway,3,12,-9,41,23.875,10,795,9,13.88
6,3/1/2014,407,57,Outbound,4236288,4236334,Commonwealth Ave @ University Rd,11,12,-1,42,2.5,10,805,1,7.75
6,3/1/2014,409,57,Outbound,4236288,4236334,1079 Commonwealth Ave,11,12,-1,43,-1.5,10,815,1,11.50
6,3/1/2014,412,57,Outbound,4236288,4236334,Cambridge St @ N Beacon St,11,12,-1,44,14.125,10,825,1,4.13
6,3/1/2014,416,57,Outbound,4236288,4236334,Washington St @ Market St,12,12,0,45,15,10,835,0,5.00
6,3/1/2014,419,57,Outbound,4236288,4236334,Tremont St @ Washington St,12,12,0,46,5.875,10,845,0,4.13
6,3/1/2014,421,57,Outbound,4236288,4236334,Park St @ Tremont St,13,12,1,47,4.375,10,855,1,5.63
6,3/1/2014,423,57,Outbound,4236288,4236334,Watertown Yard,13,12,1,48,12,10,865,1,2.00
7,3/1/2014,417,57,Outbound,4236334,4236037,Kenmore Station Busway,15,11,4,49,19.125,10,875,4,9.13
7,3/1/2014,419,57,Outbound,4236334,4236037,Commonwealth Ave @ University Rd,12,11,1,50,7.625,10,885,1,3.13
7,3/1/2014,421,57,Outbound,4236334,4236037,1079 Commonwealth Ave,12,11,1,51,2.375,10,895,1,7.63
7,3/1/2014,424,57,Outbound,4236334,4236037,Cambridge St @ N Beacon St,13,11,2,52,14.75,10,905,2,4.75
7,3/1/2014,428,57,Outbound,4236334,4236037,Washington St @ Market St,13,11,2,53,5.125,10,915,2,6.13
7,3/1/2014,431,57,Outbound,4236334,4236037,Tremont St @ Washington St,13,11,2,54,13.75,10,925,2,6.00
7,3/1/2014,433,57,Outbound,4236334,4236037,Park St @ Tremont St,12,11,1,55,5,10,935,1,5.00
7,3/1/2014,435,57,Outbound,4236334,4236037,Watertown Yard,12,11,1,56,22.875,9.875,945,1,13.00
8,3/1/2014,428,57,Outbound,4236037,4236101,Kenmore Station Busway,8,10,-2,57,1,9.875,955,2,9.13
8,3/1/2014,430,57,Outbound,4236037,4236101,Commonwealth Ave @ University Rd,12,10,2,58,11.625,10.75,965,2,2.63
8,3/1/2014,432,57,Outbound,4236037,4236101,1079 Commonwealth Ave,12,10,2,59,5.75,10,976,2,4.25
8,3/1/2014,435,57,Outbound,4236037,4236101,Cambridge St @ N Beacon St,12,10,2,60,7.375,10,986,2,2.63
8,3/1/2014,439,57,Outbound,4236037,4236101,Washington St @ Market St,12,10,2,61,19.125,10,996,2,9.13
8,3/1/2014,442,57,Outbound,4236037,4236101,Tremont St @ Washington St,13,10,3,62,2.625,10,1006,3,7.38
8,3/1/2014,444,57,Outbound,4236037,4236101,Park St @ Tremont St,14,10,4,63,20,10,1016,4,10.00
8,3/1/2014,446,57,Outbound,4236037,4236101,Watertown Yard,14,10,4,64,9.5,10,1026,4,4.50
9,3/1/2014,438,57,Outbound,4236101,4236163,Kenmore Station Busway,17,10,7,65,-1.625,10,1036,7,11.63
9,3/1/2014,440,57,Outbound,4236101,4236163,Commonwealth Ave @ University Rd,10,10,0,66,14.5,11,1046,0,5.00
9,3/1/2014,442,57,Outbound,4236101,4236163,1079 Commonwealth Ave,9,10,-1,67,12.25,11,1057,1,2.00
9,3/1/2014,445,57,Outbound,4236101,4236163,Cambridge St @ N Beacon St,9,10,-1,68,12.25,11,1068,1,3.25
9,3/1/2014,449,57,Outbound,4236101,4236163,Washington St @ Market St,10,10,0,69,14,11,1079,0,4.25
9,3/1/2014,452,57,Outbound,4236101,4236163,Tremont St @ Washington St,8,10,-2,70,7.5,11,1090,2,3.50
9,3/1/2014,454,57,Outbound,4236101,4236163,Park St @ Tremont St,8,10,-2,71,14.625,11,1101,2,3.63
9,3/1/2014,456,57,Outbound,4236101,4236163,Watertown Yard,9,10,-1,72,7.625,11,1112,1,4.63
10,3/1/2014,448,57,Outbound,4236163,4236260,Kenmore Station Busway,10,10,0,73,8.125,11,1123,0,2.88
10,3/1/2014,450,57,Outbound,4236163,4236260,Commonwealth Ave @ University Rd,8,10,-2,74,10.75,11,1134,2,2.75
10,3/1/2014,452,57,Outbound,4236163,4236260,1079 Commonwealth Ave,9,10,-1,75,12.75,12,1145,1,3.00
10,3/1/2014,455,57,Outbound,4236163,4236260,Cambridge St @ N Beacon St,10,10,0,76,17.625,15,1157,0,5.38
10,3/1/2014,459,57,Outbound,4236163,4236260,Washington St @ Market St,8,10,-2,77,12.75,15,1172,2,7.25
10,3/1/2014,462,57,Outbound,4236163,4236260,Tremont St @ Washington St,9,10,-1,78,16.75,15,1187,1,4.00
10,3/1/2014,464,57,Outbound,4236163,4236260,Park St @ Tremont St,8,10,-2,79,17.875,15,1202,2,6.38
10,3/1/2014,466,57,Outbound,4236163,4236260,Watertown Yard,8,10,-2,80,6.5,14.125,1217,2,7.63
11,3/1/2014,458,57,Outbound,4236260,4236290,Kenmore Station Busway,5,10,-5,81,23,14.25,1231,5,8.75
11,3/1/2014,460,57,Outbound,4236260,4236290,Commonwealth Ave @ University Rd,9,10,-1,82,9.875,15,1245,1,5.13
11,3/1/2014,462,57,Outbound,4236260,4236290,1079 Commonwealth Ave,8,10,-2,83,14.625,15,1260,2,2.13
11,3/1/2014,465,57,Outbound,4236260,4236290,Cambridge St @ N Beacon St,7,10,-3,84,15.5,14,1275,3,5.00
11,3/1/2014,469,57,Outbound,4236260,4236290,Washington St @ Market St,7,10,-3,85,12.5,13,1289,3,2.25
