Headway: {HeadwayId: long,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference
1,3/1/2014,325,116,Inbound,4254100,4253500,Wonderland West Busway,30,36,-6
1,3/1/2014,332,116,Inbound,4254100,4253500,Broadway opp Central Ave,34,36,-2
1,3/1/2014,334,116,Inbound,4254100,4253500,Broadway @ Webster Ave,33,37,-4
1,3/1/2014,338,116,Inbound,4254100,4253500,Washington Ave @ Broadway,34,38,-4
1,3/1/2014,344,116,Inbound,4254100,4253500,Meridian St @ Saratoga St,38,40,-2
1,3/1/2014,346,116,Inbound,4254100,4253500,Maverick Station,39,40,-1
2,3/1/2014,361,116,Inbound,4253500,4254083,Wonderland West Busway,38,41,-3
2,3/1/2014,368,116,Inbound,4253500,4254083,Broadway opp Central Ave,39,41,-2
2,3/1/2014,371,116,Inbound,4253500,4254083,Broadway @ Webster Ave,41,41,0
2,3/1/2014,376,116,Inbound,4253500,4254083,Washington Ave @ Broadway,40,41,-1
2,3/1/2014,384,116,Inbound,4253500,4254083,Meridian St @ Saratoga St,38,41,-3
2,3/1/2014,386,116,Inbound,4253500,4254083,Maverick Station,38,41,-3
3,3/1/2014,402,116,Inbound,4254083,4254104,Wonderland West Busway,38,42,-4
3,3/1/2014,409,116,Inbound,4254083,4254104,Broadway opp Central Ave,44,42,2
3,3/1/2014,412,116,Inbound,4254083,4254104,Broadway @ Webster Ave,44,42,2
3,3/1/2014,417,116,Inbound,4254083,4254104,Washington Ave @ Broadway,45,42,3
3,3/1/2014,425,116,Inbound,4254083,4254104,Meridian St @ Saratoga St,47,42,5
3,3/1/2014,427,116,Inbound,4254083,4254104,Maverick Station,46,42,4
4,3/1/2014,444,116,Inbound,4254104,4253504,Wonderland West Busway,44,42,2
4,3/1/2014,451,116,Inbound,4254104,4253504,Broadway opp Central Ave,40,43,-3
4,3/1/2014,454,116,Inbound,4254104,4253504,Broadway @ Webster Ave,40,43,-3
4,3/1/2014,459,116,Inbound,4254104,4253504,Washington Ave @ Broadway,40,43,-3
4,3/1/2014,467,116,Inbound,4254104,4253504,Meridian St @ Saratoga St,46,43,3
4,3/1/2014,469,116,Inbound,4254104,4253504,Maverick Station,47,46,1
5,3/1/2014,486,116,Inbound,4253504,4254087,Wonderland West Busway,55,42,13
5,3/1/2014,494,116,Inbound,4253504,4254087,Broadway opp Central Ave,51,42,9
5,3/1/2014,497,116,Inbound,4253504,4254087,Broadway @ Webster Ave,52,42,10
5,3/1/2014,502,116,Inbound,4253504,4254087,Washington Ave @ Broadway,53,45,8
5,3/1/2014,510,116,Inbound,4253504,4254087,Meridian St @ Saratoga St,51,45,6
5,3/1/2014,515,116,Inbound,4253504,4254087,Maverick Station,51,44,7
6,3/1/2014,528,116,Inbound,4254087,4254108,Wonderland West Busway,49,42,7
6,3/1/2014,536,116,Inbound,4254087,4254108,Broadway opp Central Ave,53,43,10
6,3/1/2014,539,116,Inbound,4254087,4254108,Broadway @ Webster Ave,55,43,12
6,3/1/2014,547,116,Inbound,4254087,4254108,Washington Ave @ Broadway,53,43,10
6,3/1/2014,555,116,Inbound,4254087,4254108,Meridian St @ Saratoga St,51,43,8
6,3/1/2014,559,116,Inbound,4254087,4254108,Maverick Station,52,43,9
7,3/1/2014,570,116,Inbound,4254108,4253977,Wonderland West Busway,11,40,-29
7,3/1/2014,579,116,Inbound,4254108,4253977,Broadway opp Central Ave,23,40,-17
7,3/1/2014,582,116,Inbound,4254108,4253977,Broadway @ Webster Ave,24,40,-16
7,3/1/2014,590,116,Inbound,4254108,4253977,Washington Ave @ Broadway,27,40,-13
7,3/1/2014,598,116,Inbound,4254108,4253977,Meridian St @ Saratoga St,26,40,-14
7,3/1/2014,602,116,Inbound,4254108,4253977,Maverick Station,26,40,-14
8,3/1/2014,610,116,Inbound,4253977,4254018,Wonderland West Busway,56,37,19
8,3/1/2014,619,116,Inbound,4253977,4254018,Broadway opp Central Ave,45,37,8
8,3/1/2014,622,116,Inbound,4253977,4254018,Broadway @ Webster Ave,43,37,6
8,3/1/2014,630,116,Inbound,4253977,4254018,Washington Ave @ Broadway,43,37,6
8,3/1/2014,638,116,Inbound,4253977,4254018,Meridian St @ Saratoga St,48,37,11
8,3/1/2014,642,116,Inbound,4253977,4254018,Maverick Station,47,37,10
9,3/1/2014,647,116,Inbound,4254018,4254145,Wonderland West Busway,25,30,-5
9,3/1/2014,656,116,Inbound,4254018,4254145,Broadway opp Central Ave,23,30,-7
9,3/1/2014,659,116,Inbound,4254018,4254145,Broadway @ Webster Ave,22,30,-8
9,3/1/2014,667,116,Inbound,4254018,4254145,Washington Ave @ Broadway,20,30,-10
9,3/1/2014,675,116,Inbound,4254018,4254145,Meridian St @ Saratoga St,14,30,-16
9,3/1/2014,679,116,Inbound,4254018,4254145,Maverick Station,16,30,-14
10,3/1/2014,677,116,Inbound,4254145,4254339,Wonderland West Busway,40,30,10
10,3/1/2014,686,116,Inbound,4254145,4254339,Broadway opp Central Ave,43,30,13
10,3/1/2014,689,116,Inbound,4254145,4254339,Broadway @ Webster Ave,49,30,19
10,3/1/2014,697,116,Inbound,4254145,4254339,Washington Ave @ Broadway,52,30,22
10,3/1/2014,705,116,Inbound,4254145,4254339,Meridian St @ Saratoga St,57,32,25
10,3/1/2014,709,116,Inbound,4254145,4254339,Maverick Station,56,35,21
11,3/1/2014,707,116,Inbound,4254339,4254318,Wonderland West Busway,22,30,-8
11,3/1/2014,716,116,Inbound,4254339,4254318,Broadway opp Central Ave,19,32,-13
11,3/1/2014,719,116,Inbound,4254339,4254318,Broadway @ Webster Ave,15,32,-17
