Headway: {HeadwayId: long,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference
1,3/1/2014,318,77,Outbound,4220256,4220306,Harvard Upper Busway @ Red Line,13,12,1
1,3/1/2014,322,77,Outbound,4220256,4220306,Massachusetts Ave opp Waterhouse St,14,12,2
1,3/1/2014,324,77,Outbound,4220256,4220306,Massachusetts Ave @ Porter Red Line Sta,14,12,2
1,3/1/2014,327,77,Outbound,4220256,4220306,Massachusetts Ave @ Cameron Ave,15,12,3
1,3/1/2014,330,77,Outbound,4220256,4220306,Massachusetts Ave opp Boulevard Rd,17,12,5
1,3/1/2014,332,77,Outbound,4220256,4220306,Massachusetts Ave opp Lake St,17,12,5
1,3/1/2014,334,77,Outbound,4220256,4220306,Massachusetts Ave @ Medford St,17,12,5
1,3/1/2014,339,77,Outbound,4220256,4220306,Massachusetts Ave opp Appleton St,19,12,7
1,3/1/2014,341,77,Outbound,4220256,4220306,Arlington Heights Busway,19,12,7
2,3/1/2014,330,77,Outbound,4220306,4217381,Harvard Upper Busway @ Red Line,10,12,-2
2,3/1/2014,334,77,Outbound,4220306,4217381,Massachusetts Ave opp Waterhouse St,10,12,-2
2,3/1/2014,336,77,Outbound,4220306,4217381,Massachusetts Ave @ Porter Red Line Sta,10,12,-2
2,3/1/2014,339,77,Outbound,4220306,4217381,Massachusetts Ave @ Cameron Ave,11,12,-1
2,3/1/2014,342,77,Outbound,4220306,4217381,Massachusetts Ave opp Boulevard Rd,10,12,-2
2,3/1/2014,344,77,Outbound,4220306,4217381,Massachusetts Ave opp Lake St,10,12,-2
2,3/1/2014,346,77,Outbound,4220306,4217381,Massachusetts Ave @ Medford St,10,12,-2
2,3/1/2014,351,77,Outbound,4220306,4217381,Massachusetts Ave opp Appleton St,10,12,-2
2,3/1/2014,353,77,Outbound,4220306,4217381,Arlington Heights Busway,10,12,-2
3,3/1/2014,342,77,Outbound,4217381,4220520,Harvard Upper Busway @ Red Line,16,12,4
3,3/1/2014,346,77,Outbound,4217381,4220520,Massachusetts Ave opp Waterhouse St,16,12,4
3,3/1/2014,348,77,Outbound,4217381,4220520,Massachusetts Ave @ Porter Red Line Sta,14,12,2
3,3/1/2014,351,77,Outbound,4217381,4220520,Massachusetts Ave @ Cameron Ave,13,12,1
3,3/1/2014,354,77,Outbound,4217381,4220520,Massachusetts Ave opp Boulevard Rd,13,12,1
3,3/1/2014,356,77,Outbound,4217381,4220520,Massachusetts Ave opp Lake St,13,12,1
3,3/1/2014,358,77,Outbound,4217381,4220520,Massachusetts Ave @ Medford St,13,12,1
3,3/1/2014,363,77,Outbound,4217381,4220520,Massachusetts Ave opp Appleton St,12,12,0
3,3/1/2014,365,77,Outbound,4217381,4220520,Arlington Heights Busway,17,12,5
4,3/1/2014,354,77,Outbound,4220520,4220638,Harvard Upper Busway @ Red Line,10,12,-2
4,3/1/2014,358,77,Outbound,4220520,4220638,Massachusetts Ave opp Waterhouse St,10,12,-2
4,3/1/2014,360,77,Outbound,4220520,4220638,Massachusetts Ave @ Porter Red Line Sta,13,12,1
4,3/1/2014,363,77,Outbound,4220520,4220638,Massachusetts Ave @ Cameron Ave,12,12,0
4,3/1/2014,366,77,Outbound,4220520,4220638,Massachusetts Ave opp Boulevard Rd,12,12,0
4,3/1/2014,368,77,Outbound,4220520,4220638,Massachusetts Ave opp Lake St,13,12,1
4,3/1/2014,370,77,Outbound,4220520,4220638,Massachusetts Ave @ Medford St,13,12,1
4,3/1/2014,375,77,Outbound,4220520,4220638,Massachusetts Ave opp Appleton St,13,12,1
4,3/1/2014,377,77,Outbound,4220520,4220638,Arlington Heights Busway,8,12,-4
5,3/1/2014,366,77,Outbound,4220638,4220258,Harvard Upper Busway @ Red Line,10,12,-2
5,3/1/2014,370,77,Outbound,4220638,4220258,Massachusetts Ave opp Waterhouse St,10,12,-2
5,3/1/2014,372,77,Outbound,4220638,4220258,Massachusetts Ave @ Porter Red Line Sta,9,12,-3
5,3/1/2014,375,77,Outbound,4220638,4220258,Massachusetts Ave @ Cameron Ave,10,12,-2
5,3/1/2014,378,77,Outbound,4220638,4220258,Massachusetts Ave opp Boulevard Rd,9,12,-3
5,3/1/2014,380,77,Outbound,4220638,4220258,Massachusetts Ave opp Lake St,8,12,-4
5,3/1/2014,382,77,Outbound,4220638,4220258,Massachusetts Ave @ Medford St,8,12,-4
5,3/1/2014,387,77,Outbound,4220638,4220258,Massachusetts Ave opp Appleton St,10,12,-2
5,3/1/2014,389,77,Outbound,4220638,4220258,Arlington Heights Busway,12,12,0
6,3/1/2014,378,77,Outbound,4220258,4220308,Harvard Upper Busway @ Red Line,16,12,4
6,3/1/2014,382,77,Outbound,4220258,4220308,Massachusetts Ave opp Waterhouse St,16,12,4
6,3/1/2014,384,77,Outbound,4220258,4220308,Massachusetts Ave @ Porter Red Line Sta,16,12,4
6,3/1/2014,387,77,Outbound,4220258,4220308,Massachusetts Ave @ Cameron Ave,16,12,4
6,3/1/2014,390,77,Outbound,4220258,4220308,Massachusetts Ave opp Boulevard Rd,17,12,5
6,3/1/2014,392,77,Outbound,4220258,4220308,Massachusetts Ave opp Lake St,18,12,6
6,3/1/2014,394,77,Outbound,4220258,4220308,Massachusetts Ave @ Medford St,18,12,6
6,3/1/2014,399,77,Outbound,4220258,4220308,Massachusetts Ave opp Appleton St,16,12,4
6,3/1/2014,401,77,Outbound,4220258,4220308,Arlington Heights Busway,14,12,2
7,3/1/2014,390,77,Outbound,4220308,4217383,Harvard Upper Busway @ Red Line,9,12,-3
7,3/1/2014,394,77,Outbound,4220308,4217383,Massachusetts Ave opp Waterhouse St,9,12,-3
7,3/1/2014,396,77,Outbound,4220308,4217383,Massachusetts Ave @ Porter Red Line Sta,8,12,-4
7,3/1/2014,399,77,Outbound,4220308,4217383,Massachusetts Ave @ Cameron Ave,8,12,-4
7,3/1/2014,402,77,Outbound,4220308,4217383,Massachusetts Ave opp Boulevard Rd,7,12,-5
7,3/1/2014,404,77,Outbound,4220308,4217383,Massachusetts Ave opp Lake St,6,12,-6
7,3/1/2014,406,77,Outbound,4220308,4217383,Massachusetts Ave @ Medford St,6,12,-6
7,3/1/2014,411,77,Outbound,4220308,4217383,Massachusetts Ave opp Appleton St,8,12,-4
7,3/1/2014,413,77,Outbound,4220308,4217383,Arlington Heights Busway,8,12,-4
8,3/1/2014,402,77,Outbound,4217383,4220522,Harvard Upper Busway @ Red Line,12,12,0
8,3/1/2014,406,77,Outbound,4217383,4220522,Massachusetts Ave opp Waterhouse St,12,12,0
8,3/1/2014,408,77,Outbound,4217383,4220522,Massachusetts Ave @ Porter Red Line Sta,14,12,2
8,3/1/2014,411,77,Outbound,4217383,4220522,Massachusetts Ave @ Cameron Ave,15,12,3
8,3/1/2014,414,77,Outbound,4217383,4220522,Massachusetts Ave opp Boulevard Rd,15,12,3
8,3/1/2014,416,77,Outbound,4217383,4220522,Massachusetts Ave opp Lake St,16,12,4
8,3/1/2014,418,77,Outbound,4217383,4220522,Massachusetts Ave @ Medford St,15,12,3
8,3/1/2014,423,77,Outbound,4217383,4220522,Massachusetts Ave opp Appleton St,15,12,3
8,3/1/2014,425,77,Outbound,4217383,4220522,Arlington Heights Busway,15,12,3
9,3/1/2014,414,77,Outbound,4220522,4220640,Harvard Upper Busway @ Red Line,28,12,16
10,3/1/2014,426,77,Outbound,4220640,4220260,Harvard Upper Busway @ Red Line,-4,12,-16
