Headway: {HeadwayId: long,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference
1,3/1/2014,297,71,Outbound,4224288,4224596,Harvard Lower Busway @ Red Line,22,20,2
1,3/1/2014,299,71,Outbound,4224288,4224596,Mt Auburn St @ Story St,21,20,1
1,3/1/2014,301,71,Outbound,4224288,4224596,Mt Auburn St @ Longfellow Rd,20,20,0
1,3/1/2014,304,71,Outbound,4224288,4224596,Mt Auburn St @ Homer Ave,20,20,0
1,3/1/2014,309,71,Outbound,4224288,4224596,Mt Auburn St @ Marshall St,18,20,-2
1,3/1/2014,313,71,Outbound,4224288,4224596,Watertown Sq Terminal,17,20,-3
2,3/1/2014,317,71,Outbound,4224596,4224290,Harvard Lower Busway @ Red Line,17,19,-2
2,3/1/2014,319,71,Outbound,4224596,4224290,Mt Auburn St @ Story St,19,19,0
2,3/1/2014,321,71,Outbound,4224596,4224290,Mt Auburn St @ Longfellow Rd,20,19,1
2,3/1/2014,324,71,Outbound,4224596,4224290,Mt Auburn St @ Homer Ave,22,19,3
2,3/1/2014,329,71,Outbound,4224596,4224290,Mt Auburn St @ Marshall St,24,19,5
2,3/1/2014,333,71,Outbound,4224596,4224290,Watertown Sq Terminal,25,19,6
3,3/1/2014,335,71,Outbound,4224290,4224598,Waterhouse St @ Massachusetts Ave,20,20,0
3,3/1/2014,336,71,Outbound,4224290,4224598,Harvard Lower Busway @ Red Line,23,20,3
3,3/1/2014,338,71,Outbound,4224290,4224598,Mt Auburn St @ Story St,21,20,1
3,3/1/2014,340,71,Outbound,4224290,4224598,Mt Auburn St @ Longfellow Rd,21,20,1
3,3/1/2014,343,71,Outbound,4224290,4224598,Mt Auburn St @ Homer Ave,20,20,0
3,3/1/2014,348,71,Outbound,4224290,4224598,Mt Auburn St @ Marshall St,20,20,0
3,3/1/2014,352,71,Outbound,4224290,4224598,Watertown Sq Terminal,21,20,1
4,3/1/2014,355,71,Outbound,4224598,4224292,Waterhouse St @ Massachusetts Ave,22,20,2
4,3/1/2014,356,71,Outbound,4224598,4224292,Harvard Lower Busway @ Red Line,19,20,-1
4,3/1/2014,358,71,Outbound,4224598,4224292,Mt Auburn St @ Story St,20,20,0
4,3/1/2014,360,71,Outbound,4224598,4224292,Mt Auburn St @ Longfellow Rd,19,20,-1
4,3/1/2014,363,71,Outbound,4224598,4224292,Mt Auburn St @ Homer Ave,18,20,-2
4,3/1/2014,368,71,Outbound,4224598,4224292,Mt Auburn St @ Marshall St,17,20,-3
4,3/1/2014,372,71,Outbound,4224598,4224292,Watertown Sq Terminal,15,20,-5
5,3/1/2014,375,71,Outbound,4224292,4224600,Waterhouse St @ Massachusetts Ave,16,20,-4
5,3/1/2014,376,71,Outbound,4224292,4224600,Harvard Lower Busway @ Red Line,23,20,3
5,3/1/2014,378,71,Outbound,4224292,4224600,Mt Auburn St @ Story St,23,20,3
5,3/1/2014,380,71,Outbound,4224292,4224600,Mt Auburn St @ Longfellow Rd,24,20,4
5,3/1/2014,383,71,Outbound,4224292,4224600,Mt Auburn St @ Homer Ave,26,20,6
5,3/1/2014,388,71,Outbound,4224292,4224600,Mt Auburn St @ Marshall St,27,20,7
5,3/1/2014,392,71,Outbound,4224292,4224600,Watertown Sq Terminal,28,20,8
6,3/1/2014,396,71,Outbound,4224600,4224746,Harvard Lower Busway @ Red Line,26,13,13
6,3/1/2014,398,71,Outbound,4224600,4224746,Mt Auburn St @ Story St,26,13,13
6,3/1/2014,400,71,Outbound,4224600,4224746,Mt Auburn St @ Longfellow Rd,26,13,13
6,3/1/2014,403,71,Outbound,4224600,4224746,Mt Auburn St @ Homer Ave,25,13,12
6,3/1/2014,408,71,Outbound,4224600,4224746,Mt Auburn St @ Marshall St,24,13,11
6,3/1/2014,412,71,Outbound,4224600,4224746,Watertown Sq Terminal,24,13,11
7,3/1/2014,409,71,Outbound,4224746,4224294,Harvard Lower Busway @ Red Line,-10,7,-17
7,3/1/2014,411,71,Outbound,4224746,4224294,Mt Auburn St @ Story St,-10,7,-17
7,3/1/2014,413,71,Outbound,4224746,4224294,Mt Auburn St @ Longfellow Rd,-11,7,-18
7,3/1/2014,416,71,Outbound,4224746,4224294,Mt Auburn St @ Homer Ave,-11,7,-18
7,3/1/2014,421,71,Outbound,4224746,4224294,Mt Auburn St @ Marshall St,-10,7,-17
7,3/1/2014,425,71,Outbound,4224746,4224294,Watertown Sq Terminal,-8,7,-15
8,3/1/2014,415,71,Outbound,4224294,4224602,Waterhouse St @ Massachusetts Ave,22,20,2
8,3/1/2014,416,71,Outbound,4224294,4224602,Harvard Lower Busway @ Red Line,20,20,0
8,3/1/2014,418,71,Outbound,4224294,4224602,Mt Auburn St @ Story St,20,20,0
8,3/1/2014,420,71,Outbound,4224294,4224602,Mt Auburn St @ Longfellow Rd,21,20,1
8,3/1/2014,423,71,Outbound,4224294,4224602,Mt Auburn St @ Homer Ave,21,20,1
8,3/1/2014,428,71,Outbound,4224294,4224602,Mt Auburn St @ Marshall St,19,20,-1
8,3/1/2014,432,71,Outbound,4224294,4224602,Watertown Sq Terminal,16,20,-4
9,3/1/2014,435,71,Outbound,4224602,4224748,Waterhouse St @ Massachusetts Ave,23,15,8
9,3/1/2014,436,71,Outbound,4224602,4224748,Harvard Lower Busway @ Red Line,21,15,6
9,3/1/2014,438,71,Outbound,4224602,4224748,Mt Auburn St @ Story St,21,15,6
9,3/1/2014,440,71,Outbound,4224602,4224748,Mt Auburn St @ Longfellow Rd,22,15,7
9,3/1/2014,443,71,Outbound,4224602,4224748,Mt Auburn St @ Homer Ave,21,15,6
9,3/1/2014,448,71,Outbound,4224602,4224748,Mt Auburn St @ Marshall St,22,15,7
9,3/1/2014,452,71,Outbound,4224602,4224748,Watertown Sq Terminal,24,15,9
10,3/1/2014,450,71,Outbound,4224748,4224296,Waterhouse St @ Massachusetts Ave,3,15,-12
10,3/1/2014,451,71,Outbound,4224748,4224296,Harvard Lower Busway @ Red Line,9,15,-6
10,3/1/2014,453,71,Outbound,4224748,4224296,Mt Auburn St @ Story St,9,15,-6
10,3/1/2014,455,71,Outbound,4224748,4224296,Mt Auburn St @ Longfellow Rd,8,15,-7
10,3/1/2014,458,71,Outbound,4224748,4224296,Mt Auburn St @ Homer Ave,8,15,-7
10,3/1/2014,463,71,Outbound,4224748,4224296,Mt Auburn St @ Marshall St,8,15,-7
10,3/1/2014,467,71,Outbound,4224748,4224296,Watertown Sq Terminal,8,15,-7
11,3/1/2014,465,71,Outbound,4224296,4224604,Waterhouse St @ Massachusetts Ave,17,15,2
11,3/1/2014,466,71,Outbound,4224296,4224604,Harvard Lower Busway @ Red Line,14,15,-1
11,3/1/2014,468,71,Outbound,4224296,4224604,Mt Auburn St @ Story St,17,15,2
11,3/1/2014,470,71,Outbound,4224296,4224604,Mt Auburn St @ Longfellow Rd,17,15,2
11,3/1/2014,473,71,Outbound,4224296,4224604,Mt Auburn St @ Homer Ave,17,15,2
11,3/1/2014,478,71,Outbound,4224296,4224604,Mt Auburn St @ Marshall St,18,15,3
11,3/1/2014,482,71,Outbound,4224296,4224604,Watertown Sq Terminal,18,15,3
12,3/1/2014,480,71,Outbound,4224604,4224750,Waterhouse St @ Massachusetts Ave,20,15,5
