Headway: {HeadwayId: long,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference
1,3/1/2014,303,39,Inbound,4200623,4200665,Centre St @ Roseway,17,14,3
1,3/1/2014,305,39,Inbound,4200623,4200665,S Huntington Ave @ Heath St,19,14,5
1,3/1/2014,308,39,Inbound,4200623,4200665,Huntington Ave opp Fenwood Rd,20,14,6
1,3/1/2014,309,39,Inbound,4200623,4200665,Huntington Ave @ Longwood Ave,19,14,5
1,3/1/2014,311,39,Inbound,4200623,4200665,360 Huntington Ave,20,14,6
1,3/1/2014,314,39,Inbound,4200623,4200665,Dalton St @ Boylston St,22,14,8
1,3/1/2014,315,39,Inbound,4200623,4200665,Boylston St @ Dartmouth St,22,14,8
1,3/1/2014,317,39,Inbound,4200623,4200665,Back Bay Station,21,14,7
2,3/1/2014,317,39,Inbound,4200665,4200755,Centre St @ Roseway,14,15,-1
2,3/1/2014,319,39,Inbound,4200665,4200755,S Huntington Ave @ Heath St,14,15,-1
2,3/1/2014,322,39,Inbound,4200665,4200755,Huntington Ave opp Fenwood Rd,14,15,-1
2,3/1/2014,323,39,Inbound,4200665,4200755,Huntington Ave @ Longwood Ave,15,15,0
2,3/1/2014,325,39,Inbound,4200665,4200755,360 Huntington Ave,15,15,0
2,3/1/2014,328,39,Inbound,4200665,4200755,Dalton St @ Boylston St,14,15,-1
2,3/1/2014,329,39,Inbound,4200665,4200755,Boylston St @ Dartmouth St,14,15,-1
2,3/1/2014,331,39,Inbound,4200665,4200755,Back Bay Station,15,15,0
3,3/1/2014,332,39,Inbound,4200755,4200826,Centre St @ Roseway,16,15,1
3,3/1/2014,334,39,Inbound,4200755,4200826,S Huntington Ave @ Heath St,14,15,-1
3,3/1/2014,337,39,Inbound,4200755,4200826,Huntington Ave opp Fenwood Rd,16,15,1
3,3/1/2014,338,39,Inbound,4200755,4200826,Huntington Ave @ Longwood Ave,15,15,0
3,3/1/2014,340,39,Inbound,4200755,4200826,360 Huntington Ave,15,15,0
3,3/1/2014,343,39,Inbound,4200755,4200826,Dalton St @ Boylston St,16,15,1
3,3/1/2014,344,39,Inbound,4200755,4200826,Boylston St @ Dartmouth St,16,15,1
3,3/1/2014,346,39,Inbound,4200755,4200826,Back Bay Station,16,17,-1
4,3/1/2014,345,39,Inbound,4200826,4200625,Forest Hills Station,8,15,-7
4,3/1/2014,346,39,Inbound,4200826,4200625,South St @ Sedgwick St,15,16,-1
4,3/1/2014,347,39,Inbound,4200826,4200625,Centre St @ Roseway,15,17,-2
4,3/1/2014,349,39,Inbound,4200826,4200625,S Huntington Ave @ Heath St,15,18,-3
4,3/1/2014,352,39,Inbound,4200826,4200625,Huntington Ave opp Fenwood Rd,13,18,-5
4,3/1/2014,353,39,Inbound,4200826,4200625,Huntington Ave @ Longwood Ave,14,19,-5
4,3/1/2014,355,39,Inbound,4200826,4200625,360 Huntington Ave,14,20,-6
4,3/1/2014,358,39,Inbound,4200826,4200625,Dalton St @ Boylston St,14,21,-7
4,3/1/2014,359,39,Inbound,4200826,4200625,Boylston St @ Dartmouth St,13,22,-9
4,3/1/2014,363,39,Inbound,4200826,4200625,Back Bay Station,13,22,-9
5,3/1/2014,360,39,Inbound,4200625,4200667,Forest Hills Station,17,15,2
5,3/1/2014,362,39,Inbound,4200625,4200667,South St @ Sedgwick St,15,15,0
5,3/1/2014,364,39,Inbound,4200625,4200667,Centre St @ Roseway,15,15,0
5,3/1/2014,367,39,Inbound,4200625,4200667,S Huntington Ave @ Heath St,16,15,1
5,3/1/2014,370,39,Inbound,4200625,4200667,Huntington Ave opp Fenwood Rd,18,15,3
5,3/1/2014,372,39,Inbound,4200625,4200667,Huntington Ave @ Longwood Ave,18,15,3
