Headway: {HeadwayId: long,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference
1,3/1/2014,303,73,Inbound,4218964,4219060,Church St @ Lexington St,16,20,-4
1,3/1/2014,307,73,Inbound,4218964,4219060,Trapelo Rd @ Belmont St - Benton Square,16,20,-4
1,3/1/2014,310,73,Inbound,4218964,4219060,Mt Auburn St opp Homer Ave,17,20,-3
1,3/1/2014,312,73,Inbound,4218964,4219060,Mt Auburn St @ Mt Auburn Hospital,17,20,-3
1,3/1/2014,314,73,Inbound,4218964,4219060,Mt Auburn St @ University Rd,18,20,-2
1,3/1/2014,316,73,Inbound,4218964,4219060,Harvard Upper Busway @ Red Line,22,20,2
2,3/1/2014,323,73,Inbound,4219060,4218966,Church St @ Lexington St,14,20,-6
2,3/1/2014,327,73,Inbound,4219060,4218966,Trapelo Rd @ Belmont St - Benton Square,19,20,-1
2,3/1/2014,330,73,Inbound,4219060,4218966,Mt Auburn St opp Homer Ave,19,20,-1
2,3/1/2014,332,73,Inbound,4219060,4218966,Mt Auburn St @ Mt Auburn Hospital,18,20,-2
2,3/1/2014,334,73,Inbound,4219060,4218966,Mt Auburn St @ University Rd,18,20,-2
2,3/1/2014,336,73,Inbound,4219060,4218966,Harvard Upper Busway @ Red Line,18,20,-2
3,3/1/2014,343,73,Inbound,4218966,4219062,Church St @ Lexington St,26,20,6
3,3/1/2014,347,73,Inbound,4218966,4219062,Trapelo Rd @ Belmont St - Benton Square,21,20,1
3,3/1/2014,350,73,Inbound,4218966,4219062,Mt Auburn St opp Homer Ave,20,20,0
3,3/1/2014,352,73,Inbound,4218966,4219062,Mt Auburn St @ Mt Auburn Hospital,21,20,1
3,3/1/2014,354,73,Inbound,4218966,4219062,Mt Auburn St @ University Rd,21,20,1
3,3/1/2014,356,73,Inbound,4218966,4219062,Harvard Upper Busway @ Red Line,22,20,2
4,3/1/2014,363,73,Inbound,4219062,4218968,Church St @ Lexington St,14,20,-6
4,3/1/2014,367,73,Inbound,4219062,4218968,Trapelo Rd @ Belmont St - Benton Square,19,20,-1
4,3/1/2014,370,73,Inbound,4219062,4218968,Mt Auburn St opp Homer Ave,20,20,0
4,3/1/2014,372,73,Inbound,4219062,4218968,Mt Auburn St @ Mt Auburn Hospital,20,20,0
4,3/1/2014,374,73,Inbound,4219062,4218968,Mt Auburn St @ University Rd,20,20,0
4,3/1/2014,376,73,Inbound,4219062,4218968,Harvard Upper Busway @ Red Line,18,20,-2
5,3/1/2014,383,73,Inbound,4218968,4219064,Church St @ Lexington St,24,19,5
5,3/1/2014,387,73,Inbound,4218968,4219064,Trapelo Rd @ Belmont St - Benton Square,20,19,1
5,3/1/2014,390,73,Inbound,4218968,4219064,Mt Auburn St opp Homer Ave,20,19,1
5,3/1/2014,392,73,Inbound,4218968,4219064,Mt Auburn St @ Mt Auburn Hospital,22,19,3
5,3/1/2014,394,73,Inbound,4218968,4219064,Mt Auburn St @ University Rd,21,19,2
5,3/1/2014,396,73,Inbound,4218968,4219064,Harvard Upper Busway @ Red Line,20,19,1
6,3/1/2014,402,73,Inbound,4219064,4219180,Church St @ Lexington St,16,15,1
6,3/1/2014,406,73,Inbound,4219064,4219180,Trapelo Rd @ Belmont St - Benton Square,16,15,1
6,3/1/2014,409,73,Inbound,4219064,4219180,Mt Auburn St opp Homer Ave,17,15,2
6,3/1/2014,411,73,Inbound,4219064,4219180,Mt Auburn St @ Mt Auburn Hospital,17,15,2
6,3/1/2014,413,73,Inbound,4219064,4219180,Mt Auburn St @ University Rd,18,15,3
6,3/1/2014,415,73,Inbound,4219064,4219180,Harvard Upper Busway @ Red Line,17,15,2
7,3/1/2014,417,73,Inbound,4219180,4218970,Church St @ Lexington St,0,15,-15
7,3/1/2014,421,73,Inbound,4219180,4218970,Trapelo Rd @ Belmont St - Benton Square,12,15,-3
7,3/1/2014,424,73,Inbound,4219180,4218970,Mt Auburn St opp Homer Ave,12,15,-3
7,3/1/2014,426,73,Inbound,4219180,4218970,Mt Auburn St @ Mt Auburn Hospital,10,15,-5
7,3/1/2014,428,73,Inbound,4219180,4218970,Mt Auburn St @ University Rd,10,15,-5
7,3/1/2014,430,73,Inbound,4219180,4218970,Harvard Upper Busway @ Red Line,15,15,0
8,3/1/2014,432,73,Inbound,4218970,4219066,Church St @ Lexington St,24,15,9
8,3/1/2014,436,73,Inbound,4218970,4219066,Trapelo Rd @ Belmont St - Benton Square,18,15,3
8,3/1/2014,439,73,Inbound,4218970,4219066,Mt Auburn St opp Homer Ave,18,15,3
8,3/1/2014,441,73,Inbound,4218970,4219066,Mt Auburn St @ Mt Auburn Hospital,19,15,4
8,3/1/2014,443,73,Inbound,4218970,4219066,Mt Auburn St @ University Rd,19,15,4
8,3/1/2014,445,73,Inbound,4218970,4219066,Harvard Upper Busway @ Red Line,17,15,2
9,3/1/2014,447,73,Inbound,4219066,4219182,Church St @ Lexington St,20,15,5
9,3/1/2014,451,73,Inbound,4219066,4219182,Trapelo Rd @ Belmont St - Benton Square,14,15,-1
9,3/1/2014,454,73,Inbound,4219066,4219182,Mt Auburn St opp Homer Ave,14,15,-1
9,3/1/2014,456,73,Inbound,4219066,4219182,Mt Auburn St @ Mt Auburn Hospital,14,15,-1
9,3/1/2014,458,73,Inbound,4219066,4219182,Mt Auburn St @ University Rd,14,15,-1
9,3/1/2014,460,73,Inbound,4219066,4219182,Harvard Upper Busway @ Red Line,15,15,0
10,3/1/2014,462,73,Inbound,4219182,4218972,Church St @ Lexington St,11,15,-4
10,3/1/2014,466,73,Inbound,4219182,4218972,Trapelo Rd @ Belmont St - Benton Square,15,15,0
10,3/1/2014,469,73,Inbound,4219182,4218972,Mt Auburn St opp Homer Ave,15,16,-1
10,3/1/2014,471,73,Inbound,4219182,4218972,Mt Auburn St @ Mt Auburn Hospital,16,17,-1
10,3/1/2014,473,73,Inbound,4219182,4218972,Mt Auburn St @ University Rd,16,17,-1
10,3/1/2014,475,73,Inbound,4219182,4218972,Harvard Upper Busway @ Red Line,15,17,-2
11,3/1/2014,477,73,Inbound,4218972,4219068,Church St @ Lexington St,18,15,3
11,3/1/2014,481,73,Inbound,4218972,4219068,Trapelo Rd @ Belmont St - Benton Square,15,15,0
11,3/1/2014,485,73,Inbound,4218972,4219068,Mt Auburn St opp Homer Ave,15,15,0
11,3/1/2014,488,73,Inbound,4218972,4219068,Mt Auburn St @ Mt Auburn Hospital,13,15,-2
11,3/1/2014,490,73,Inbound,4218972,4219068,Mt Auburn St @ University Rd,14,15,-1
11,3/1/2014,492,73,Inbound,4218972,4219068,Harvard Upper Busway @ Red Line,16,15,1
12,3/1/2014,492,73,Inbound,4219068,4219184,Church St @ Lexington St,14,15,-1
12,3/1/2014,496,73,Inbound,4219068,4219184,Trapelo Rd @ Belmont St - Benton Square,16,15,1
12,3/1/2014,500,73,Inbound,4219068,4219184,Mt Auburn St opp Homer Ave,15,15,0
12,3/1/2014,503,73,Inbound,4219068,4219184,Mt Auburn St @ Mt Auburn Hospital,16,15,1
12,3/1/2014,505,73,Inbound,4219068,4219184,Mt Auburn St @ University Rd,15,15,0
12,3/1/2014,507,73,Inbound,4219068,4219184,Harvard Upper Busway @ Red Line,12,15,-3
13,3/1/2014,507,73,Inbound,4219184,4218974,Church St @ Lexington St,17,15,2
13,3/1/2014,511,73,Inbound,4219184,4218974,Trapelo Rd @ Belmont St - Benton Square,18,15,3
13,3/1/2014,515,73,Inbound,4219184,4218974,Mt Auburn St opp Homer Ave,20,15,5
13,3/1/2014,518,73,Inbound,4219184,4218974,Mt Auburn St @ Mt Auburn Hospital,21,15,6
13,3/1/2014,520,73,Inbound,4219184,4218974,Mt Auburn St @ University Rd,21,15,6
13,3/1/2014,522,73,Inbound,4219184,4218974,Harvard Upper Busway @ Red Line,20,15,5
14,3/1/2014,522,73,Inbound,4218974,4219070,Church St @ Lexington St,17,15,2
14,3/1/2014,526,73,Inbound,4218974,4219070,Trapelo Rd @ Belmont St - Benton Square,14,16,-2
14,3/1/2014,530,73,Inbound,4218974,4219070,Mt Auburn St opp Homer Ave,14,16,-2
14,3/1/2014,533,73,Inbound,4218974,4219070,Mt Auburn St @ Mt Auburn Hospital,17,16,1
14,3/1/2014,535,73,Inbound,4218974,4219070,Mt Auburn St @ University Rd,18,16,2
14,3/1/2014,537,73,Inbound,4218974,4219070,Harvard Upper Busway @ Red Line,12,16,-4
15,3/1/2014,537,73,Inbound,4219070,4219186,Church St @ Lexington St,12,14,-2
15,3/1/2014,542,73,Inbound,4219070,4219186,Trapelo Rd @ Belmont St - Benton Square,12,14,-2
15,3/1/2014,546,73,Inbound,4219070,4219186,Mt Auburn St opp Homer Ave,13,14,-1
