Headway: {HeadwayId: long,ServiceDate,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference
76,3/1/2014,1111,57,Inbound,4236227,4236277,Brighton Ave @ Comm Ave,6,11,-5
76,3/1/2014,1117,57,Inbound,4236227,4236277,Commonwealth Ave @ Carlton St,5,11,-6
76,3/1/2014,1120,57,Inbound,4236227,4236277,Kenmore Station Busway,3,11,-8
77,3/1/2014,1100,57,Inbound,4236277,4236307,Watertown Yard,15,11,4
77,3/1/2014,1102,57,Inbound,4236277,4236307,Washington St @ Bacon St,9,11,-2
77,3/1/2014,1105,57,Inbound,4236277,4236307,Tremont St @ Washington St,7,11,-4
77,3/1/2014,1110,57,Inbound,4236277,4236307,Washington St @ Chestnut Hill Ave,6,11,-5
77,3/1/2014,1115,57,Inbound,4236277,4236307,Brighton Ave @ Cambridge St,6,11,-5
77,3/1/2014,1122,57,Inbound,4236277,4236307,Brighton Ave @ Comm Ave,5,11,-6
77,3/1/2014,1128,57,Inbound,4236277,4236307,Commonwealth Ave @ Carlton St,3,11,-8
77,3/1/2014,1131,57,Inbound,4236277,4236307,Kenmore Station Busway,4,11,-7
78,3/1/2014,1111,57,Inbound,4236307,4236353,Watertown Yard,6,11,-5
78,3/1/2014,1113,57,Inbound,4236307,4236353,Washington St @ Bacon St,12,11,1
78,3/1/2014,1116,57,Inbound,4236307,4236353,Tremont St @ Washington St,13,11,2
78,3/1/2014,1121,57,Inbound,4236307,4236353,Washington St @ Chestnut Hill Ave,17,11,6
78,3/1/2014,1126,57,Inbound,4236307,4236353,Brighton Ave @ Cambridge St,20,11,9
78,3/1/2014,1133,57,Inbound,4236307,4236353,Brighton Ave @ Comm Ave,21,11,10
78,3/1/2014,1139,57,Inbound,4236307,4236353,Commonwealth Ave @ Carlton St,22,11,11
78,3/1/2014,1142,57,Inbound,4236307,4236353,Kenmore Station Busway,22,11,11
79,3/1/2014,1122,57,Inbound,4236353,4236056,Watertown Yard,17,11,6
79,3/1/2014,1124,57,Inbound,4236353,4236056,Washington St @ Bacon St,14,11,3
79,3/1/2014,1127,57,Inbound,4236353,4236056,Tremont St @ Washington St,14,11,3
79,3/1/2014,1132,57,Inbound,4236353,4236056,Washington St @ Chestnut Hill Ave,16,11,5
79,3/1/2014,1137,57,Inbound,4236353,4236056,Brighton Ave @ Cambridge St,17,11,6
79,3/1/2014,1144,57,Inbound,4236353,4236056,Brighton Ave @ Comm Ave,18,11,7
79,3/1/2014,1150,57,Inbound,4236353,4236056,Commonwealth Ave @ Carlton St,19,11,8
79,3/1/2014,1153,57,Inbound,4236353,4236056,Kenmore Station Busway,20,11,9
80,3/1/2014,1133,57,Inbound,4236056,4236148,Watertown Yard,6,15,-9
80,3/1/2014,1135,57,Inbound,4236056,4236148,Washington St @ Bacon St,12,15,-3
80,3/1/2014,1138,57,Inbound,4236056,4236148,Tremont St @ Washington St,12,15,-3
80,3/1/2014,1143,57,Inbound,4236056,4236148,Washington St @ Chestnut Hill Ave,9,15,-6
80,3/1/2014,1148,57,Inbound,4236056,4236148,Brighton Ave @ Cambridge St,6,15,-9
80,3/1/2014,1155,57,Inbound,4236056,4236148,Brighton Ave @ Comm Ave,7,15,-8
80,3/1/2014,1161,57,Inbound,4236056,4236148,Commonwealth Ave @ Carlton St,9,15,-6
80,3/1/2014,1164,57,Inbound,4236056,4236148,Kenmore Station Busway,8,15,-7
81,3/1/2014,1148,57,Inbound,4236148,4236182,Watertown Yard,8,15,-7
81,3/1/2014,1150,57,Inbound,4236148,4236182,Washington St @ Bacon St,20,15,5
81,3/1/2014,1153,57,Inbound,4236148,4236182,Tremont St @ Washington St,21,15,6
81,3/1/2014,1158,57,Inbound,4236148,4236182,Washington St @ Chestnut Hill Ave,18,15,3
81,3/1/2014,1163,57,Inbound,4236148,4236182,Brighton Ave @ Cambridge St,20,15,5
81,3/1/2014,1170,57,Inbound,4236148,4236182,Brighton Ave @ Comm Ave,18,15,3
81,3/1/2014,1176,57,Inbound,4236148,4236182,Commonwealth Ave @ Carlton St,17,15,2
81,3/1/2014,1179,57,Inbound,4236148,4236182,Kenmore Station Busway,17,15,2
82,3/1/2014,1163,57,Inbound,4236182,4236279,Watertown Yard,24,15,9
82,3/1/2014,1165,57,Inbound,4236182,4236279,Washington St @ Bacon St,10,15,-5
82,3/1/2014,1168,57,Inbound,4236182,4236279,Tremont St @ Washington St,8,15,-7
82,3/1/2014,1173,57,Inbound,4236182,4236279,Washington St @ Chestnut Hill Ave,9,15,-6
82,3/1/2014,1178,57,Inbound,4236182,4236279,Brighton Ave @ Cambridge St,9,15,-6
82,3/1/2014,1185,57,Inbound,4236182,4236279,Brighton Ave @ Comm Ave,7,15,-8
82,3/1/2014,1191,57,Inbound,4236182,4236279,Commonwealth Ave @ Carlton St,5,14,-9
82,3/1/2014,1194,57,Inbound,4236182,4236279,Kenmore Station Busway,4,14,-10
83,3/1/2014,1178,57,Inbound,4236279,4236309,Watertown Yard,20,15,5
83,3/1/2014,1180,57,Inbound,4236279,4236309,Washington St @ Bacon St,15,15,0
83,3/1/2014,1183,57,Inbound,4236279,4236309,Tremont St @ Washington St,17,15,2
83,3/1/2014,1188,57,Inbound,4236279,4236309,Washington St @ Chestnut Hill Ave,19,14,5
83,3/1/2014,1193,57,Inbound,4236279,4236309,Brighton Ave @ Cambridge St,23,14,9
83,3/1/2014,1200,57,Inbound,4236279,4236309,Brighton Ave @ Comm Ave,24,12,12
83,3/1/2014,1205,57,Inbound,4236279,4236309,Commonwealth Ave @ Carlton St,27,12,15
83,3/1/2014,1208,57,Inbound,4236279,4236309,Kenmore Station Busway,29,12,17
84,3/1/2014,1193,57,Inbound,4236309,4236058,Watertown Yard,10,15,-5
84,3/1/2014,1195,57,Inbound,4236309,4236058,Washington St @ Bacon St,16,14,2
84,3/1/2014,1198,57,Inbound,4236309,4236058,Tremont St @ Washington St,15,15,0
84,3/1/2014,1202,57,Inbound,4236309,4236058,Washington St @ Chestnut Hill Ave,13,15,-2
84,3/1/2014,1207,57,Inbound,4236309,4236058,Brighton Ave @ Cambridge St,8,15,-7
84,3/1/2014,1212,57,Inbound,4236309,4236058,Brighton Ave @ Comm Ave,8,15,-7
84,3/1/2014,1217,57,Inbound,4236309,4236058,Commonwealth Ave @ Carlton St,8,15,-7
84,3/1/2014,1220,57,Inbound,4236309,4236058,Kenmore Station Busway,7,15,-8
85,3/1/2014,1208,57,Inbound,4236058,4236150,Watertown Yard,34,15,19
85,3/1/2014,1209,57,Inbound,4236058,4236150,Washington St @ Bacon St,26,15,11
85,3/1/2014,1213,57,Inbound,4236058,4236150,Tremont St @ Washington St,26,15,11
85,3/1/2014,1217,57,Inbound,4236058,4236150,Washington St @ Chestnut Hill Ave,27,15,12
85,3/1/2014,1222,57,Inbound,4236058,4236150,Brighton Ave @ Cambridge St,25,15,10
85,3/1/2014,1227,57,Inbound,4236058,4236150,Brighton Ave @ Comm Ave,24,15,9
85,3/1/2014,1232,57,Inbound,4236058,4236150,Commonwealth Ave @ Carlton St,22,15,7
85,3/1/2014,1235,57,Inbound,4236058,4236150,Kenmore Station Busway,21,15,6
86,3/1/2014,1223,57,Inbound,4236150,4236184,Watertown Yard,1,15,-14
86,3/1/2014,1224,57,Inbound,4236150,4236184,Washington St @ Bacon St,2,15,-13
86,3/1/2014,1228,57,Inbound,4236150,4236184,Tremont St @ Washington St,2,15,-13
86,3/1/2014,1232,57,Inbound,4236150,4236184,Washington St @ Chestnut Hill Ave,0,15,-15
86,3/1/2014,1237,57,Inbound,4236150,4236184,Brighton Ave @ Cambridge St,0,15,-15
86,3/1/2014,1242,57,Inbound,4236150,4236184,Brighton Ave @ Comm Ave,0,15,-15
86,3/1/2014,1247,57,Inbound,4236150,4236184,Commonwealth Ave @ Carlton St,0,15,-15
86,3/1/2014,1250,57,Inbound,4236150,4236184,Kenmore Station Busway,0,15,-15
87,3/1/2014,1238,57,Inbound,4236184,4236281,Watertown Yard,5,14,-9
87,3/1/2014,1239,57,Inbound,4236184,4236281,Washington St @ Bacon St,14,14,0
87,3/1/2014,1243,57,Inbound,4236184,4236281,Tremont St @ Washington St,14,14,0
87,3/1/2014,1247,57,Inbound,4236184,4236281,Washington St @ Chestnut Hill Ave,16,14,2
87,3/1/2014,1252,57,Inbound,4236184,4236281,Brighton Ave @ Cambridge St,18,14,4
87,3/1/2014,1257,57,Inbound,4236184,4236281,Brighton Ave @ Comm Ave,17,14,3
87,3/1/2014,1262,57,Inbound,4236184,4236281,Commonwealth Ave @ Carlton St,20,14,6
87,3/1/2014,1265,57,Inbound,4236184,4236281,Kenmore Station Busway,20,14,6
88,3/1/2014,1252,57,Inbound,4236281,4236311,Watertown Yard,24,14,10
88,3/1/2014,1253,57,Inbound,4236281,4236311,Washington St @ Bacon St,15,14,1
88,3/1/2014,1257,57,Inbound,4236281,4236311,Tremont St @ Washington St,15,14,1
88,3/1/2014,1261,57,Inbound,4236281,4236311,Washington St @ Chestnut Hill Ave,14,14,0
88,3/1/2014,1266,57,Inbound,4236281,4236311,Brighton Ave @ Cambridge St,12,14,-2
88,3/1/2014,1271,57,Inbound,4236281,4236311,Brighton Ave @ Comm Ave,13,14,-1
88,3/1/2014,1276,57,Inbound,4236281,4236311,Commonwealth Ave @ Carlton St,12,14,-2
88,3/1/2014,1279,57,Inbound,4236281,4236311,Kenmore Station Busway,13,14,-1
89,3/1/2014,1266,57,Inbound,4236311,4236060,Watertown Yard,8,15,-7
89,3/1/2014,1267,57,Inbound,4236311,4236060,Washington St @ Bacon St,17,15,2
89,3/1/2014,1271,57,Inbound,4236311,4236060,Tremont St @ Washington St,16,15,1
89,3/1/2014,1275,57,Inbound,4236311,4236060,Washington St @ Chestnut Hill Ave,17,15,2
89,3/1/2014,1280,57,Inbound,4236311,4236060,Brighton Ave @ Cambridge St,17,15,2
89,3/1/2014,1285,57,Inbound,4236311,4236060,Brighton Ave @ Comm Ave,19,15,4
89,3/1/2014,1290,57,Inbound,4236311,4236060,Commonwealth Ave @ Carlton St,18,15,3
89,3/1/2014,1293,57,Inbound,4236311,4236060,Kenmore Station Busway,18,15,3
90,3/1/2014,1281,57,Inbound,4236060,4236152,Watertown Yard,16,15,1
90,3/1/2014,1282,57,Inbound,4236060,4236152,Washington St @ Bacon St,14,15,-1
90,3/1/2014,1286,57,Inbound,4236060,4236152,Tremont St @ Washington St,15,15,0
90,3/1/2014,1290,57,Inbound,4236060,4236152,Washington St @ Chestnut Hill Ave,14,15,-1
90,3/1/2014,1295,57,Inbound,4236060,4236152,Brighton Ave @ Cambridge St,14,15,-1
90,3/1/2014,1300,57,Inbound,4236060,4236152,Brighton Ave @ Comm Ave,13,15,-2
90,3/1/2014,1305,57,Inbound,4236060,4236152,Commonwealth Ave @ Carlton St,11,15,-4
90,3/1/2014,1308,57,Inbound,4236060,4236152,Kenmore Station Busway,11,15,-4
91,3/1/2014,1296,57,Inbound,4236152,4236186,Watertown Yard,16,15,1
91,3/1/2014,1297,57,Inbound,4236152,4236186,Washington St @ Bacon St,14,15,-1
91,3/1/2014,1301,57,Inbound,4236152,4236186,Tremont St @ Washington St,14,15,-1
91,3/1/2014,1305,57,Inbound,4236152,4236186,Washington St @ Chestnut Hill Ave,14,15,-1
91,3/1/2014,1310,57,Inbound,4236152,4236186,Brighton Ave @ Cambridge St,16,15,1
91,3/1/2014,1315,57,Inbound,4236152,4236186,Brighton Ave @ Comm Ave,16,15,1
91,3/1/2014,1320,57,Inbound,4236152,4236186,Commonwealth Ave @ Carlton St,17,15,2
91,3/1/2014,1323,57,Inbound,4236152,4236186,Kenmore Station Busway,17,15,2
92,3/1/2014,1311,57,Inbound,4236186,4236283,Watertown Yard,13,14,-1
92,3/1/2014,1312,57,Inbound,4236186,4236283,Washington St @ Bacon St,12,14,-2
92,3/1/2014,1316,57,Inbound,4236186,4236283,Tremont St @ Washington St,12,14,-2
92,3/1/2014,1320,57,Inbound,4236186,4236283,Washington St @ Chestnut Hill Ave,13,14,-1
92,3/1/2014,1325,57,Inbound,4236186,4236283,Brighton Ave @ Cambridge St,10,14,-4
92,3/1/2014,1330,57,Inbound,4236186,4236283,Brighton Ave @ Comm Ave,10,14,-4
92,3/1/2014,1335,57,Inbound,4236186,4236283,Commonwealth Ave @ Carlton St,11,14,-3
92,3/1/2014,1338,57,Inbound,4236186,4236283,Kenmore Station Busway,11,14,-3
93,3/1/2014,1325,57,Inbound,4236283,4236313,Watertown Yard,13,14,-1
93,3/1/2014,1326,57,Inbound,4236283,4236313,Washington St @ Bacon St,16,14,2
93,3/1/2014,1330,57,Inbound,4236283,4236313,Tremont St @ Washington St,18,14,4
93,3/1/2014,1334,57,Inbound,4236283,4236313,Washington St @ Chestnut Hill Ave,22,14,8
93,3/1/2014,1339,57,Inbound,4236283,4236313,Brighton Ave @ Cambridge St,23,14,9
93,3/1/2014,1344,57,Inbound,4236283,4236313,Brighton Ave @ Comm Ave,23,14,9
93,3/1/2014,1349,57,Inbound,4236283,4236313,Commonwealth Ave @ Carlton St,21,14,7
93,3/1/2014,1352,57,Inbound,4236283,4236313,Kenmore Station Busway,20,14,6
94,3/1/2014,1339,57,Inbound,4236313,4236062,Watertown Yard,16,14,2
94,3/1/2014,1340,57,Inbound,4236313,4236062,Washington St @ Bacon St,28,14,14
94,3/1/2014,1344,57,Inbound,4236313,4236062,Tremont St @ Washington St,26,14,12
94,3/1/2014,1348,57,Inbound,4236313,4236062,Washington St @ Chestnut Hill Ave,22,14,8
94,3/1/2014,1353,57,Inbound,4236313,4236062,Brighton Ave @ Cambridge St,23,14,9
94,3/1/2014,1358,57,Inbound,4236313,4236062,Brighton Ave @ Comm Ave,22,14,8
94,3/1/2014,1363,57,Inbound,4236313,4236062,Commonwealth Ave @ Carlton St,22,14,8
94,3/1/2014,1366,57,Inbound,4236313,4236062,Kenmore Station Busway,22,14,8
95,3/1/2014,1353,57,Inbound,4236062,4236154,Watertown Yard,14,15,-1
95,3/1/2014,1354,57,Inbound,4236062,4236154,Washington St @ Bacon St,2,15,-13
95,3/1/2014,1358,57,Inbound,4236062,4236154,Tremont St @ Washington St,2,15,-13
95,3/1/2014,1362,57,Inbound,4236062,4236154,Washington St @ Chestnut Hill Ave,0,15,-15
95,3/1/2014,1367,57,Inbound,4236062,4236154,Brighton Ave @ Cambridge St,-1,15,-16
95,3/1/2014,1372,57,Inbound,4236062,4236154,Brighton Ave @ Comm Ave,-1,15,-16
95,3/1/2014,1377,57,Inbound,4236062,4236154,Commonwealth Ave @ Carlton St,-1,15,-16
95,3/1/2014,1380,57,Inbound,4236062,4236154,Kenmore Station Busway,0,15,-15
96,3/1/2014,1368,57,Inbound,4236154,4236188,Watertown Yard,12,20,-8
96,3/1/2014,1369,57,Inbound,4236154,4236188,Washington St @ Bacon St,19,20,-1
96,3/1/2014,1373,57,Inbound,4236154,4236188,Tremont St @ Washington St,20,20,0
96,3/1/2014,1377,57,Inbound,4236154,4236188,Washington St @ Chestnut Hill Ave,21,20,1
96,3/1/2014,1382,57,Inbound,4236154,4236188,Brighton Ave @ Cambridge St,21,20,1
96,3/1/2014,1387,57,Inbound,4236154,4236188,Brighton Ave @ Comm Ave,21,20,1
96,3/1/2014,1392,57,Inbound,4236154,4236188,Commonwealth Ave @ Carlton St,20,19,1
96,3/1/2014,1395,57,Inbound,4236154,4236188,Kenmore Station Busway,20,20,0
97,3/1/2014,1388,57,Inbound,4236188,4236315,Watertown Yard,35,20,15
97,3/1/2014,1389,57,Inbound,4236188,4236315,Washington St @ Bacon St,22,20,2
97,3/1/2014,1393,57,Inbound,4236188,4236315,Tremont St @ Washington St,21,19,2
97,3/1/2014,1397,57,Inbound,4236188,4236315,Washington St @ Chestnut Hill Ave,21,19,2
97,3/1/2014,1402,57,Inbound,4236188,4236315,Brighton Ave @ Cambridge St,22,17,5
97,3/1/2014,1407,57,Inbound,4236188,4236315,Brighton Ave @ Comm Ave,22,17,5
97,3/1/2014,1411,57,Inbound,4236188,4236315,Commonwealth Ave @ Carlton St,24,17,7
97,3/1/2014,1415,57,Inbound,4236188,4236315,Kenmore Station Busway,25,17,8
98,3/1/2014,1408,57,Inbound,4236315,4236064,Watertown Yard,12,19,-7
98,3/1/2014,1409,57,Inbound,4236315,4236064,Washington St @ Bacon St,17,19,-2
98,3/1/2014,1412,57,Inbound,4236315,4236064,Tremont St @ Washington St,16,19,-3
98,3/1/2014,1416,57,Inbound,4236315,4236064,Washington St @ Chestnut Hill Ave,16,19,-3
98,3/1/2014,1419,57,Inbound,4236315,4236064,Brighton Ave @ Cambridge St,15,19,-4
98,3/1/2014,1424,57,Inbound,4236315,4236064,Brighton Ave @ Comm Ave,14,19,-5
98,3/1/2014,1428,57,Inbound,4236315,4236064,Commonwealth Ave @ Carlton St,14,19,-5
98,3/1/2014,1432,57,Inbound,4236315,4236064,Kenmore Station Busway,13,19,-6
99,3/1/2014,1427,57,Inbound,4236064,4236156,Watertown Yard,12,18,-6
99,3/1/2014,1428,57,Inbound,4236064,4236156,Washington St @ Bacon St,20,18,2
99,3/1/2014,1431,57,Inbound,4236064,4236156,Tremont St @ Washington St,21,18,3
99,3/1/2014,1435,57,Inbound,4236064,4236156,Washington St @ Chestnut Hill Ave,22,18,4
99,3/1/2014,1438,57,Inbound,4236064,4236156,Brighton Ave @ Cambridge St,22,18,4
99,3/1/2014,1443,57,Inbound,4236064,4236156,Brighton Ave @ Comm Ave,26,18,8
99,3/1/2014,1447,57,Inbound,4236064,4236156,Commonwealth Ave @ Carlton St,25,18,7
99,3/1/2014,1451,57,Inbound,4236064,4236156,Kenmore Station Busway,25,18,7
100,3/1/2014,1445,57,Inbound,4236156,4236190,Watertown Yard,21,20,1
100,3/1/2014,1446,57,Inbound,4236156,4236190,Washington St @ Bacon St,22,20,2
100,3/1/2014,1449,57,Inbound,4236156,4236190,Tremont St @ Washington St,21,20,1
100,3/1/2014,1453,57,Inbound,4236156,4236190,Washington St @ Chestnut Hill Ave,20,20,0
100,3/1/2014,1456,57,Inbound,4236156,4236190,Brighton Ave @ Cambridge St,21,20,1
100,3/1/2014,1461,57,Inbound,4236156,4236190,Brighton Ave @ Comm Ave,17,20,-3
100,3/1/2014,1465,57,Inbound,4236156,4236190,Commonwealth Ave @ Carlton St,19,20,-1
100,3/1/2014,1469,57,Inbound,4236156,4236190,Kenmore Station Busway,17,20,-3
