Headway: {HeadwayId: long,ServiceDate,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference
39,3/1/2014,710,57,Inbound,4236297,4236343,Washington St @ Bacon St,7,10,-3
39,3/1/2014,714,57,Inbound,4236297,4236343,Tremont St @ Washington St,7,10,-3
39,3/1/2014,721,57,Inbound,4236297,4236343,Washington St @ Chestnut Hill Ave,8,10,-2
39,3/1/2014,726,57,Inbound,4236297,4236343,Brighton Ave @ Cambridge St,4,10,-6
39,3/1/2014,733,57,Inbound,4236297,4236343,Brighton Ave @ Comm Ave,3,10,-7
39,3/1/2014,739,57,Inbound,4236297,4236343,Commonwealth Ave @ Carlton St,3,10,-7
39,3/1/2014,743,57,Inbound,4236297,4236343,Kenmore Station Busway,2,10,-8
40,3/1/2014,718,57,Inbound,4236343,4236046,Watertown Yard,11,10,1
40,3/1/2014,720,57,Inbound,4236343,4236046,Washington St @ Bacon St,12,10,2
40,3/1/2014,724,57,Inbound,4236343,4236046,Tremont St @ Washington St,11,10,1
40,3/1/2014,731,57,Inbound,4236343,4236046,Washington St @ Chestnut Hill Ave,11,10,1
40,3/1/2014,736,57,Inbound,4236343,4236046,Brighton Ave @ Cambridge St,12,10,2
40,3/1/2014,743,57,Inbound,4236343,4236046,Brighton Ave @ Comm Ave,12,10,2
40,3/1/2014,749,57,Inbound,4236343,4236046,Commonwealth Ave @ Carlton St,14,10,4
40,3/1/2014,753,57,Inbound,4236343,4236046,Kenmore Station Busway,15,10,5
41,3/1/2014,728,57,Inbound,4236046,4236110,Watertown Yard,13,10,3
41,3/1/2014,730,57,Inbound,4236046,4236110,Washington St @ Bacon St,9,10,-1
41,3/1/2014,734,57,Inbound,4236046,4236110,Tremont St @ Washington St,10,10,0
41,3/1/2014,741,57,Inbound,4236046,4236110,Washington St @ Chestnut Hill Ave,8,10,-2
41,3/1/2014,746,57,Inbound,4236046,4236110,Brighton Ave @ Cambridge St,9,10,-1
41,3/1/2014,753,57,Inbound,4236046,4236110,Brighton Ave @ Comm Ave,12,10,2
41,3/1/2014,763,57,Inbound,4236046,4236110,Kenmore Station Busway,13,10,3
42,3/1/2014,738,57,Inbound,4236110,4236138,Watertown Yard,5,10,-5
42,3/1/2014,740,57,Inbound,4236110,4236138,Washington St @ Bacon St,13,10,3
42,3/1/2014,744,57,Inbound,4236110,4236138,Tremont St @ Washington St,13,10,3
42,3/1/2014,751,57,Inbound,4236110,4236138,Washington St @ Chestnut Hill Ave,20,10,10
42,3/1/2014,756,57,Inbound,4236110,4236138,Brighton Ave @ Cambridge St,18,10,8
42,3/1/2014,763,57,Inbound,4236110,4236138,Brighton Ave @ Comm Ave,19,10,9
42,3/1/2014,773,57,Inbound,4236110,4236138,Kenmore Station Busway,19,10,9
43,3/1/2014,748,57,Inbound,4236138,4236172,Watertown Yard,15,11,4
43,3/1/2014,750,57,Inbound,4236138,4236172,Washington St @ Bacon St,14,11,3
43,3/1/2014,754,57,Inbound,4236138,4236172,Tremont St @ Washington St,14,11,3
43,3/1/2014,761,57,Inbound,4236138,4236172,Washington St @ Chestnut Hill Ave,13,11,2
43,3/1/2014,766,57,Inbound,4236138,4236172,Brighton Ave @ Cambridge St,16,11,5
43,3/1/2014,773,57,Inbound,4236138,4236172,Brighton Ave @ Comm Ave,13,11,2
43,3/1/2014,779,57,Inbound,4236138,4236172,Commonwealth Ave @ Carlton St,12,11,1
43,3/1/2014,783,57,Inbound,4236138,4236172,Kenmore Station Busway,11,11,0
44,3/1/2014,759,57,Inbound,4236172,4236219,Watertown Yard,-1,9,-10
44,3/1/2014,761,57,Inbound,4236172,4236219,Washington St @ Bacon St,3,9,-6
44,3/1/2014,765,57,Inbound,4236172,4236219,Tremont St @ Washington St,2,9,-7
44,3/1/2014,772,57,Inbound,4236172,4236219,Washington St @ Chestnut Hill Ave,-2,9,-11
44,3/1/2014,777,57,Inbound,4236172,4236219,Brighton Ave @ Cambridge St,-7,9,-16
44,3/1/2014,784,57,Inbound,4236172,4236219,Brighton Ave @ Comm Ave,-3,9,-12
44,3/1/2014,790,57,Inbound,4236172,4236219,Commonwealth Ave @ Carlton St,-4,9,-13
44,3/1/2014,794,57,Inbound,4236172,4236219,Kenmore Station Busway,-5,9,-14
45,3/1/2014,768,57,Inbound,4236219,4236269,Watertown Yard,16,10,6
45,3/1/2014,770,57,Inbound,4236219,4236269,Washington St @ Bacon St,5,10,-5
45,3/1/2014,774,57,Inbound,4236219,4236269,Tremont St @ Washington St,5,10,-5
45,3/1/2014,781,57,Inbound,4236219,4236269,Washington St @ Chestnut Hill Ave,3,10,-7
45,3/1/2014,786,57,Inbound,4236219,4236269,Brighton Ave @ Cambridge St,6,10,-4
45,3/1/2014,793,57,Inbound,4236219,4236269,Brighton Ave @ Comm Ave,2,10,-8
45,3/1/2014,799,57,Inbound,4236219,4236269,Commonwealth Ave @ Carlton St,1,10,-9
45,3/1/2014,803,57,Inbound,4236219,4236269,Kenmore Station Busway,13,10,3
46,3/1/2014,778,57,Inbound,4236269,4236299,Watertown Yard,18,10,8
46,3/1/2014,780,57,Inbound,4236269,4236299,Washington St @ Bacon St,19,10,9
46,3/1/2014,784,57,Inbound,4236269,4236299,Tremont St @ Washington St,21,10,11
46,3/1/2014,791,57,Inbound,4236269,4236299,Washington St @ Chestnut Hill Ave,21,10,11
46,3/1/2014,796,57,Inbound,4236269,4236299,Brighton Ave @ Cambridge St,21,10,11
46,3/1/2014,803,57,Inbound,4236269,4236299,Brighton Ave @ Comm Ave,26,10,16
46,3/1/2014,809,57,Inbound,4236269,4236299,Commonwealth Ave @ Carlton St,26,10,16
46,3/1/2014,813,57,Inbound,4236269,4236299,Kenmore Station Busway,14,10,4
47,3/1/2014,788,57,Inbound,4236299,4236345,Watertown Yard,14,10,4
47,3/1/2014,790,57,Inbound,4236299,4236345,Washington St @ Bacon St,10,10,0
47,3/1/2014,794,57,Inbound,4236299,4236345,Tremont St @ Washington St,8,10,-2
47,3/1/2014,801,57,Inbound,4236299,4236345,Washington St @ Chestnut Hill Ave,7,10,-3
47,3/1/2014,806,57,Inbound,4236299,4236345,Brighton Ave @ Cambridge St,7,10,-3
47,3/1/2014,813,57,Inbound,4236299,4236345,Brighton Ave @ Comm Ave,5,10,-5
47,3/1/2014,819,57,Inbound,4236299,4236345,Commonwealth Ave @ Carlton St,4,10,-6
47,3/1/2014,823,57,Inbound,4236299,4236345,Kenmore Station Busway,5,10,-5
48,3/1/2014,798,57,Inbound,4236345,4236048,Watertown Yard,2,10,-8
48,3/1/2014,800,57,Inbound,4236345,4236048,Washington St @ Bacon St,5,10,-5
48,3/1/2014,804,57,Inbound,4236345,4236048,Tremont St @ Washington St,4,10,-6
48,3/1/2014,811,57,Inbound,4236345,4236048,Washington St @ Chestnut Hill Ave,3,10,-7
48,3/1/2014,816,57,Inbound,4236345,4236048,Brighton Ave @ Cambridge St,4,10,-6
48,3/1/2014,823,57,Inbound,4236345,4236048,Brighton Ave @ Comm Ave,3,10,-7
48,3/1/2014,829,57,Inbound,4236345,4236048,Commonwealth Ave @ Carlton St,5,10,-5
48,3/1/2014,833,57,Inbound,4236345,4236048,Kenmore Station Busway,6,10,-4
49,3/1/2014,808,57,Inbound,4236048,4236112,Watertown Yard,10,10,0
49,3/1/2014,810,57,Inbound,4236048,4236112,Washington St @ Bacon St,9,10,-1
49,3/1/2014,814,57,Inbound,4236048,4236112,Tremont St @ Washington St,11,10,1
49,3/1/2014,821,57,Inbound,4236048,4236112,Washington St @ Chestnut Hill Ave,14,10,4
49,3/1/2014,826,57,Inbound,4236048,4236112,Brighton Ave @ Cambridge St,14,10,4
49,3/1/2014,833,57,Inbound,4236048,4236112,Brighton Ave @ Comm Ave,14,10,4
49,3/1/2014,839,57,Inbound,4236048,4236112,Commonwealth Ave @ Carlton St,13,10,3
49,3/1/2014,843,57,Inbound,4236048,4236112,Kenmore Station Busway,14,10,4
50,3/1/2014,818,57,Inbound,4236112,4236140,Watertown Yard,28,10,18
50,3/1/2014,820,57,Inbound,4236112,4236140,Washington St @ Bacon St,31,10,21
50,3/1/2014,824,57,Inbound,4236112,4236140,Tremont St @ Washington St,30,10,20
50,3/1/2014,831,57,Inbound,4236112,4236140,Washington St @ Chestnut Hill Ave,26,10,16
50,3/1/2014,836,57,Inbound,4236112,4236140,Brighton Ave @ Cambridge St,26,10,16
50,3/1/2014,843,57,Inbound,4236112,4236140,Brighton Ave @ Comm Ave,24,10,14
50,3/1/2014,849,57,Inbound,4236112,4236140,Commonwealth Ave @ Carlton St,24,10,14
50,3/1/2014,853,57,Inbound,4236112,4236140,Kenmore Station Busway,22,10,12
51,3/1/2014,828,57,Inbound,4236140,4236174,Watertown Yard,-5,11,-16
51,3/1/2014,830,57,Inbound,4236140,4236174,Washington St @ Bacon St,-6,11,-17
51,3/1/2014,834,57,Inbound,4236140,4236174,Tremont St @ Washington St,-4,10,-14
51,3/1/2014,841,57,Inbound,4236140,4236174,Washington St @ Chestnut Hill Ave,1,9,-8
51,3/1/2014,846,57,Inbound,4236140,4236174,Brighton Ave @ Cambridge St,0,9,-9
51,3/1/2014,853,57,Inbound,4236140,4236174,Brighton Ave @ Comm Ave,2,9,-7
51,3/1/2014,859,57,Inbound,4236140,4236174,Commonwealth Ave @ Carlton St,1,9,-8
51,3/1/2014,863,57,Inbound,4236140,4236174,Kenmore Station Busway,3,9,-6
52,3/1/2014,839,57,Inbound,4236174,4236221,Watertown Yard,1,10,-9
52,3/1/2014,841,57,Inbound,4236174,4236221,Washington St @ Bacon St,6,10,-4
52,3/1/2014,844,57,Inbound,4236174,4236221,Tremont St @ Washington St,4,10,-6
52,3/1/2014,850,57,Inbound,4236174,4236221,Washington St @ Chestnut Hill Ave,1,10,-9
52,3/1/2014,855,57,Inbound,4236174,4236221,Brighton Ave @ Cambridge St,2,10,-8
52,3/1/2014,862,57,Inbound,4236174,4236221,Brighton Ave @ Comm Ave,0,10,-10
52,3/1/2014,868,57,Inbound,4236174,4236221,Commonwealth Ave @ Carlton St,-1,10,-11
52,3/1/2014,872,57,Inbound,4236174,4236221,Kenmore Station Busway,-2,10,-12
53,3/1/2014,849,57,Inbound,4236221,4236271,Watertown Yard,13,10,3
53,3/1/2014,851,57,Inbound,4236221,4236271,Washington St @ Bacon St,11,10,1
53,3/1/2014,854,57,Inbound,4236221,4236271,Tremont St @ Washington St,11,10,1
53,3/1/2014,860,57,Inbound,4236221,4236271,Washington St @ Chestnut Hill Ave,9,10,-1
53,3/1/2014,865,57,Inbound,4236221,4236271,Brighton Ave @ Cambridge St,9,10,-1
53,3/1/2014,872,57,Inbound,4236221,4236271,Brighton Ave @ Comm Ave,9,10,-1
53,3/1/2014,878,57,Inbound,4236221,4236271,Commonwealth Ave @ Carlton St,11,10,1
53,3/1/2014,882,57,Inbound,4236221,4236271,Kenmore Station Busway,10,10,0
54,3/1/2014,859,57,Inbound,4236271,4236301,Watertown Yard,17,10,7
54,3/1/2014,861,57,Inbound,4236271,4236301,Washington St @ Bacon St,12,10,2
54,3/1/2014,864,57,Inbound,4236271,4236301,Tremont St @ Washington St,12,10,2
54,3/1/2014,870,57,Inbound,4236271,4236301,Washington St @ Chestnut Hill Ave,14,10,4
54,3/1/2014,875,57,Inbound,4236271,4236301,Brighton Ave @ Cambridge St,14,10,4
54,3/1/2014,882,57,Inbound,4236271,4236301,Brighton Ave @ Comm Ave,15,10,5
54,3/1/2014,888,57,Inbound,4236271,4236301,Commonwealth Ave @ Carlton St,16,10,6
54,3/1/2014,892,57,Inbound,4236271,4236301,Kenmore Station Busway,15,10,5
55,3/1/2014,869,57,Inbound,4236301,4236347,Watertown Yard,5,10,-5
55,3/1/2014,871,57,Inbound,4236301,4236347,Washington St @ Bacon St,7,10,-3
55,3/1/2014,874,57,Inbound,4236301,4236347,Tremont St @ Washington St,7,10,-3
55,3/1/2014,880,57,Inbound,4236301,4236347,Washington St @ Chestnut Hill Ave,6,10,-4
55,3/1/2014,885,57,Inbound,4236301,4236347,Brighton Ave @ Cambridge St,4,10,-6
55,3/1/2014,892,57,Inbound,4236301,4236347,Brighton Ave @ Comm Ave,3,10,-7
55,3/1/2014,898,57,Inbound,4236301,4236347,Commonwealth Ave @ Carlton St,2,10,-8
55,3/1/2014,902,57,Inbound,4236301,4236347,Kenmore Station Busway,2,10,-8
56,3/1/2014,879,57,Inbound,4236347,4236050,Watertown Yard,4,10,-6
56,3/1/2014,881,57,Inbound,4236347,4236050,Washington St @ Bacon St,7,10,-3
56,3/1/2014,884,57,Inbound,4236347,4236050,Tremont St @ Washington St,8,10,-2
56,3/1/2014,890,57,Inbound,4236347,4236050,Washington St @ Chestnut Hill Ave,9,10,-1
56,3/1/2014,895,57,Inbound,4236347,4236050,Brighton Ave @ Cambridge St,8,10,-2
56,3/1/2014,902,57,Inbound,4236347,4236050,Brighton Ave @ Comm Ave,7,10,-3
56,3/1/2014,908,57,Inbound,4236347,4236050,Commonwealth Ave @ Carlton St,7,10,-3
56,3/1/2014,912,57,Inbound,4236347,4236050,Kenmore Station Busway,10,10,0
57,3/1/2014,889,57,Inbound,4236050,4236114,Watertown Yard,14,10,4
57,3/1/2014,891,57,Inbound,4236050,4236114,Washington St @ Bacon St,18,10,8
57,3/1/2014,894,57,Inbound,4236050,4236114,Tremont St @ Washington St,17,10,7
57,3/1/2014,900,57,Inbound,4236050,4236114,Washington St @ Chestnut Hill Ave,18,10,8
57,3/1/2014,905,57,Inbound,4236050,4236114,Brighton Ave @ Cambridge St,21,10,11
57,3/1/2014,912,57,Inbound,4236050,4236114,Brighton Ave @ Comm Ave,21,10,11
57,3/1/2014,918,57,Inbound,4236050,4236114,Commonwealth Ave @ Carlton St,22,10,12
57,3/1/2014,922,57,Inbound,4236050,4236114,Kenmore Station Busway,24,10,14
58,3/1/2014,899,57,Inbound,4236114,4236142,Watertown Yard,15,10,5
58,3/1/2014,901,57,Inbound,4236114,4236142,Washington St @ Bacon St,6,10,-4
58,3/1/2014,904,57,Inbound,4236114,4236142,Tremont St @ Washington St,6,10,-4
58,3/1/2014,910,57,Inbound,4236114,4236142,Washington St @ Chestnut Hill Ave,3,10,-7
58,3/1/2014,915,57,Inbound,4236114,4236142,Brighton Ave @ Cambridge St,2,10,-8
58,3/1/2014,922,57,Inbound,4236114,4236142,Brighton Ave @ Comm Ave,2,10,-8
58,3/1/2014,928,57,Inbound,4236114,4236142,Commonwealth Ave @ Carlton St,2,10,-8
58,3/1/2014,932,57,Inbound,4236114,4236142,Kenmore Station Busway,11,10,1
59,3/1/2014,909,57,Inbound,4236142,4236176,Watertown Yard,11,10,1
59,3/1/2014,911,57,Inbound,4236142,4236176,Washington St @ Bacon St,11,10,1
59,3/1/2014,914,57,Inbound,4236142,4236176,Tremont St @ Washington St,13,10,3
59,3/1/2014,920,57,Inbound,4236142,4236176,Washington St @ Chestnut Hill Ave,17,10,7
59,3/1/2014,925,57,Inbound,4236142,4236176,Brighton Ave @ Cambridge St,16,10,6
59,3/1/2014,932,57,Inbound,4236142,4236176,Brighton Ave @ Comm Ave,16,10,6
59,3/1/2014,938,57,Inbound,4236142,4236176,Commonwealth Ave @ Carlton St,15,10,5
59,3/1/2014,942,57,Inbound,4236142,4236176,Kenmore Station Busway,3,10,-7
60,3/1/2014,919,57,Inbound,4236176,4236223,Watertown Yard,2,10,-8
60,3/1/2014,921,57,Inbound,4236176,4236223,Washington St @ Bacon St,8,10,-2
60,3/1/2014,924,57,Inbound,4236176,4236223,Tremont St @ Washington St,7,10,-3
60,3/1/2014,930,57,Inbound,4236176,4236223,Washington St @ Chestnut Hill Ave,7,10,-3
60,3/1/2014,935,57,Inbound,4236176,4236223,Brighton Ave @ Cambridge St,9,10,-1
60,3/1/2014,942,57,Inbound,4236176,4236223,Brighton Ave @ Comm Ave,10,10,0
60,3/1/2014,948,57,Inbound,4236176,4236223,Commonwealth Ave @ Carlton St,9,10,-1
60,3/1/2014,952,57,Inbound,4236176,4236223,Kenmore Station Busway,7,9,-2
61,3/1/2014,929,57,Inbound,4236223,4236273,Watertown Yard,16,10,6
61,3/1/2014,931,57,Inbound,4236223,4236273,Washington St @ Bacon St,10,10,0
61,3/1/2014,934,57,Inbound,4236223,4236273,Tremont St @ Washington St,9,10,-1
61,3/1/2014,940,57,Inbound,4236223,4236273,Washington St @ Chestnut Hill Ave,7,10,-3
61,3/1/2014,945,57,Inbound,4236223,4236273,Brighton Ave @ Cambridge St,6,10,-4
61,3/1/2014,952,57,Inbound,4236223,4236273,Brighton Ave @ Comm Ave,4,10,-6
61,3/1/2014,958,57,Inbound,4236223,4236273,Commonwealth Ave @ Carlton St,6,10,-4
61,3/1/2014,961,57,Inbound,4236223,4236273,Kenmore Station Busway,8,10,-2
62,3/1/2014,939,57,Inbound,4236273,4236303,Watertown Yard,2,10,-8
62,3/1/2014,941,57,Inbound,4236273,4236303,Washington St @ Bacon St,14,10,4
62,3/1/2014,944,57,Inbound,4236273,4236303,Tremont St @ Washington St,14,10,4
62,3/1/2014,950,57,Inbound,4236273,4236303,Washington St @ Chestnut Hill Ave,15,10,5
62,3/1/2014,955,57,Inbound,4236273,4236303,Brighton Ave @ Cambridge St,14,10,4
62,3/1/2014,962,57,Inbound,4236273,4236303,Brighton Ave @ Comm Ave,15,10,5
62,3/1/2014,968,57,Inbound,4236273,4236303,Commonwealth Ave @ Carlton St,15,10,5
62,3/1/2014,971,57,Inbound,4236273,4236303,Kenmore Station Busway,14,10,4
63,3/1/2014,949,57,Inbound,4236303,4236349,Watertown Yard,20,10,10
63,3/1/2014,951,57,Inbound,4236303,4236349,Washington St @ Bacon St,6,10,-4
63,3/1/2014,954,57,Inbound,4236303,4236349,Tremont St @ Washington St,7,10,-3
63,3/1/2014,960,57,Inbound,4236303,4236349,Washington St @ Chestnut Hill Ave,4,9,-5
63,3/1/2014,965,57,Inbound,4236303,4236349,Brighton Ave @ Cambridge St,3,9,-6
63,3/1/2014,972,57,Inbound,4236303,4236349,Brighton Ave @ Comm Ave,3,9,-6
63,3/1/2014,978,57,Inbound,4236303,4236349,Commonwealth Ave @ Carlton St,0,9,-9
63,3/1/2014,981,57,Inbound,4236303,4236349,Kenmore Station Busway,0,9,-9
64,3/1/2014,959,57,Inbound,4236349,4236052,Watertown Yard,2,10,-8
64,3/1/2014,961,57,Inbound,4236349,4236052,Washington St @ Bacon St,8,10,-2
64,3/1/2014,964,57,Inbound,4236349,4236052,Tremont St @ Washington St,7,10,-3
64,3/1/2014,969,57,Inbound,4236349,4236052,Washington St @ Chestnut Hill Ave,11,10,1
64,3/1/2014,974,57,Inbound,4236349,4236052,Brighton Ave @ Cambridge St,14,10,4
64,3/1/2014,981,57,Inbound,4236349,4236052,Brighton Ave @ Comm Ave,15,10,5
64,3/1/2014,987,57,Inbound,4236349,4236052,Commonwealth Ave @ Carlton St,18,10,8
64,3/1/2014,990,57,Inbound,4236349,4236052,Kenmore Station Busway,18,10,8
65,3/1/2014,969,57,Inbound,4236052,4236116,Watertown Yard,22,10,12
65,3/1/2014,971,57,Inbound,4236052,4236116,Washington St @ Bacon St,18,10,8
65,3/1/2014,974,57,Inbound,4236052,4236116,Tremont St @ Washington St,18,10,8
65,3/1/2014,979,57,Inbound,4236052,4236116,Washington St @ Chestnut Hill Ave,18,10,8
65,3/1/2014,984,57,Inbound,4236052,4236116,Brighton Ave @ Cambridge St,19,10,9
65,3/1/2014,991,57,Inbound,4236052,4236116,Brighton Ave @ Comm Ave,19,10,9
65,3/1/2014,997,57,Inbound,4236052,4236116,Commonwealth Ave @ Carlton St,20,10,10
65,3/1/2014,1000,57,Inbound,4236052,4236116,Kenmore Station Busway,20,10,10
66,3/1/2014,979,57,Inbound,4236116,4236144,Watertown Yard,0,10,-10
66,3/1/2014,981,57,Inbound,4236116,4236144,Washington St @ Bacon St,10,10,0
66,3/1/2014,984,57,Inbound,4236116,4236144,Tremont St @ Washington St,10,10,0
66,3/1/2014,989,57,Inbound,4236116,4236144,Washington St @ Chestnut Hill Ave,7,10,-3
66,3/1/2014,994,57,Inbound,4236116,4236144,Brighton Ave @ Cambridge St,3,10,-7
66,3/1/2014,1001,57,Inbound,4236116,4236144,Brighton Ave @ Comm Ave,1,10,-9
66,3/1/2014,1007,57,Inbound,4236116,4236144,Commonwealth Ave @ Carlton St,0,10,-10
66,3/1/2014,1010,57,Inbound,4236116,4236144,Kenmore Station Busway,0,10,-10
67,3/1/2014,989,57,Inbound,4236144,4236178,Watertown Yard,12,10,2
67,3/1/2014,991,57,Inbound,4236144,4236178,Washington St @ Bacon St,6,10,-4
67,3/1/2014,994,57,Inbound,4236144,4236178,Tremont St @ Washington St,5,10,-5
67,3/1/2014,999,57,Inbound,4236144,4236178,Washington St @ Chestnut Hill Ave,6,10,-4
67,3/1/2014,1004,57,Inbound,4236144,4236178,Brighton Ave @ Cambridge St,7,10,-3
67,3/1/2014,1011,57,Inbound,4236144,4236178,Brighton Ave @ Comm Ave,7,10,-3
67,3/1/2014,1017,57,Inbound,4236144,4236178,Commonwealth Ave @ Carlton St,5,10,-5
67,3/1/2014,1020,57,Inbound,4236144,4236178,Kenmore Station Busway,5,10,-5
68,3/1/2014,999,57,Inbound,4236178,4236225,Watertown Yard,6,10,-4
68,3/1/2014,1001,57,Inbound,4236178,4236225,Washington St @ Bacon St,8,10,-2
68,3/1/2014,1004,57,Inbound,4236178,4236225,Tremont St @ Washington St,9,10,-1
68,3/1/2014,1009,57,Inbound,4236178,4236225,Washington St @ Chestnut Hill Ave,9,10,-1
68,3/1/2014,1014,57,Inbound,4236178,4236225,Brighton Ave @ Cambridge St,8,10,-2
68,3/1/2014,1021,57,Inbound,4236178,4236225,Brighton Ave @ Comm Ave,8,10,-2
68,3/1/2014,1027,57,Inbound,4236178,4236225,Commonwealth Ave @ Carlton St,8,10,-2
68,3/1/2014,1030,57,Inbound,4236178,4236225,Kenmore Station Busway,8,10,-2
69,3/1/2014,1009,57,Inbound,4236225,4236275,Watertown Yard,5,10,-5
69,3/1/2014,1011,57,Inbound,4236225,4236275,Washington St @ Bacon St,12,10,2
69,3/1/2014,1014,57,Inbound,4236225,4236275,Tremont St @ Washington St,12,10,2
69,3/1/2014,1019,57,Inbound,4236225,4236275,Washington St @ Chestnut Hill Ave,12,10,2
69,3/1/2014,1024,57,Inbound,4236225,4236275,Brighton Ave @ Cambridge St,13,10,3
69,3/1/2014,1031,57,Inbound,4236225,4236275,Brighton Ave @ Comm Ave,15,10,5
69,3/1/2014,1037,57,Inbound,4236225,4236275,Commonwealth Ave @ Carlton St,17,10,7
69,3/1/2014,1040,57,Inbound,4236225,4236275,Kenmore Station Busway,27,10,17
70,3/1/2014,1019,57,Inbound,4236275,4236305,Watertown Yard,21,12,9
70,3/1/2014,1021,57,Inbound,4236275,4236305,Washington St @ Bacon St,16,12,4
70,3/1/2014,1024,57,Inbound,4236275,4236305,Tremont St @ Washington St,16,12,4
70,3/1/2014,1029,57,Inbound,4236275,4236305,Washington St @ Chestnut Hill Ave,17,12,5
70,3/1/2014,1034,57,Inbound,4236275,4236305,Brighton Ave @ Cambridge St,17,12,5
70,3/1/2014,1041,57,Inbound,4236275,4236305,Brighton Ave @ Comm Ave,16,12,4
70,3/1/2014,1047,57,Inbound,4236275,4236305,Commonwealth Ave @ Carlton St,15,12,3
70,3/1/2014,1050,57,Inbound,4236275,4236305,Kenmore Station Busway,6,12,-6
71,3/1/2014,1031,57,Inbound,4236305,4236351,Watertown Yard,4,12,-8
71,3/1/2014,1033,57,Inbound,4236305,4236351,Washington St @ Bacon St,8,12,-4
71,3/1/2014,1036,57,Inbound,4236305,4236351,Tremont St @ Washington St,8,12,-4
71,3/1/2014,1041,57,Inbound,4236305,4236351,Washington St @ Chestnut Hill Ave,7,12,-5
71,3/1/2014,1046,57,Inbound,4236305,4236351,Brighton Ave @ Cambridge St,7,12,-5
71,3/1/2014,1053,57,Inbound,4236305,4236351,Brighton Ave @ Comm Ave,8,12,-4
71,3/1/2014,1059,57,Inbound,4236305,4236351,Commonwealth Ave @ Carlton St,8,12,-4
71,3/1/2014,1062,57,Inbound,4236305,4236351,Kenmore Station Busway,7,12,-5
72,3/1/2014,1043,57,Inbound,4236351,4236054,Watertown Yard,23,12,11
72,3/1/2014,1045,57,Inbound,4236351,4236054,Washington St @ Bacon St,10,12,-2
72,3/1/2014,1048,57,Inbound,4236351,4236054,Tremont St @ Washington St,12,12,0
72,3/1/2014,1053,57,Inbound,4236351,4236054,Washington St @ Chestnut Hill Ave,12,12,0
72,3/1/2014,1058,57,Inbound,4236351,4236054,Brighton Ave @ Cambridge St,13,12,1
72,3/1/2014,1065,57,Inbound,4236351,4236054,Brighton Ave @ Comm Ave,11,12,-1
72,3/1/2014,1071,57,Inbound,4236351,4236054,Commonwealth Ave @ Carlton St,14,12,2
72,3/1/2014,1074,57,Inbound,4236351,4236054,Kenmore Station Busway,14,12,2
73,3/1/2014,1055,57,Inbound,4236054,4236146,Watertown Yard,1,12,-11
73,3/1/2014,1057,57,Inbound,4236054,4236146,Washington St @ Bacon St,18,12,6
73,3/1/2014,1060,57,Inbound,4236054,4236146,Tremont St @ Washington St,16,12,4
73,3/1/2014,1065,57,Inbound,4236054,4236146,Washington St @ Chestnut Hill Ave,17,12,5
73,3/1/2014,1070,57,Inbound,4236054,4236146,Brighton Ave @ Cambridge St,17,12,5
73,3/1/2014,1077,57,Inbound,4236054,4236146,Brighton Ave @ Comm Ave,20,12,8
73,3/1/2014,1083,57,Inbound,4236054,4236146,Commonwealth Ave @ Carlton St,17,12,5
73,3/1/2014,1086,57,Inbound,4236054,4236146,Kenmore Station Busway,16,12,4
74,3/1/2014,1067,57,Inbound,4236146,4236180,Watertown Yard,18,11,7
74,3/1/2014,1069,57,Inbound,4236146,4236180,Washington St @ Bacon St,5,11,-6
74,3/1/2014,1072,57,Inbound,4236146,4236180,Tremont St @ Washington St,5,11,-6
74,3/1/2014,1077,57,Inbound,4236146,4236180,Washington St @ Chestnut Hill Ave,3,11,-8
74,3/1/2014,1082,57,Inbound,4236146,4236180,Brighton Ave @ Cambridge St,2,11,-9
74,3/1/2014,1089,57,Inbound,4236146,4236180,Brighton Ave @ Comm Ave,1,11,-10
74,3/1/2014,1095,57,Inbound,4236146,4236180,Commonwealth Ave @ Carlton St,1,11,-10
74,3/1/2014,1098,57,Inbound,4236146,4236180,Kenmore Station Busway,2,11,-9
75,3/1/2014,1078,57,Inbound,4236180,4236227,Watertown Yard,14,11,3
75,3/1/2014,1080,57,Inbound,4236180,4236227,Washington St @ Bacon St,11,11,0
75,3/1/2014,1083,57,Inbound,4236180,4236227,Tremont St @ Washington St,11,11,0
75,3/1/2014,1088,57,Inbound,4236180,4236227,Washington St @ Chestnut Hill Ave,15,11,4
75,3/1/2014,1093,57,Inbound,4236180,4236227,Brighton Ave @ Cambridge St,18,11,7
75,3/1/2014,1100,57,Inbound,4236180,4236227,Brighton Ave @ Comm Ave,17,11,6
75,3/1/2014,1106,57,Inbound,4236180,4236227,Commonwealth Ave @ Carlton St,17,11,6
75,3/1/2014,1109,57,Inbound,4236180,4236227,Kenmore Station Busway,18,11,7
76,3/1/2014,1089,57,Inbound,4236227,4236277,Watertown Yard,9,11,-2
76,3/1/2014,1091,57,Inbound,4236227,4236277,Washington St @ Bacon St,12,11,1
76,3/1/2014,1094,57,Inbound,4236227,4236277,Tremont St @ Washington St,13,11,2
76,3/1/2014,1099,57,Inbound,4236227,4236277,Washington St @ Chestnut Hill Ave,9,11,-2
76,3/1/2014,1104,57,Inbound,4236227,4236277,Brighton Ave @ Cambridge St,5,11,-6
