Headway: {HeadwayId: long,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference
1,3/1/2014,330,39,Outbound,4200624,4200666,Back Bay Station,21,15,6
1,3/1/2014,332,39,Outbound,4200624,4200666,Huntington Ave @ Belvidere St,16,15,1
1,3/1/2014,333,39,Outbound,4200624,4200666,Huntington Ave @ Opera Pl,15,15,0
1,3/1/2014,335,39,Outbound,4200624,4200666,Huntington Ave @ Longwood Ave,15,15,0
1,3/1/2014,336,39,Outbound,4200624,4200666,Huntington Ave @ Fenwood Rd,16,15,1
1,3/1/2014,339,39,Outbound,4200624,4200666,S Huntington Ave opp VA Hospital,16,15,1
1,3/1/2014,342,39,Outbound,4200624,4200666,S Huntington Ave @ Moraine St,16,15,1
1,3/1/2014,343,39,Outbound,4200624,4200666,775 Centre St,17,15,2
1,3/1/2014,345,39,Outbound,4200624,4200666,Forest Hills Station,17,16,1
2,3/1/2014,345,39,Outbound,4200666,4200756,Back Bay Station,15,15,0
2,3/1/2014,347,39,Outbound,4200666,4200756,Huntington Ave @ Belvidere St,15,17,-2
2,3/1/2014,348,39,Outbound,4200666,4200756,Huntington Ave @ Opera Pl,16,17,-1
2,3/1/2014,350,39,Outbound,4200666,4200756,Huntington Ave @ Longwood Ave,17,19,-2
2,3/1/2014,351,39,Outbound,4200666,4200756,Huntington Ave @ Fenwood Rd,17,19,-2
2,3/1/2014,354,39,Outbound,4200666,4200756,S Huntington Ave opp VA Hospital,18,20,-2
2,3/1/2014,357,39,Outbound,4200666,4200756,S Huntington Ave @ Moraine St,18,19,-1
2,3/1/2014,358,39,Outbound,4200666,4200756,775 Centre St,18,21,-3
2,3/1/2014,361,39,Outbound,4200666,4200756,Forest Hills Station,18,21,-3
3,3/1/2014,360,39,Outbound,4200756,4200827,Back Bay Station,16,15,1
3,3/1/2014,364,39,Outbound,4200756,4200827,Huntington Ave @ Belvidere St,17,15,2
3,3/1/2014,365,39,Outbound,4200756,4200827,Huntington Ave @ Opera Pl,16,15,1
3,3/1/2014,369,39,Outbound,4200756,4200827,Huntington Ave @ Longwood Ave,16,15,1
3,3/1/2014,370,39,Outbound,4200756,4200827,Huntington Ave @ Fenwood Rd,15,15,0
3,3/1/2014,374,39,Outbound,4200756,4200827,S Huntington Ave opp VA Hospital,14,15,-1
3,3/1/2014,376,39,Outbound,4200756,4200827,S Huntington Ave @ Moraine St,14,15,-1
3,3/1/2014,379,39,Outbound,4200756,4200827,775 Centre St,15,15,0
3,3/1/2014,382,39,Outbound,4200756,4200827,Forest Hills Station,15,15,0
4,3/1/2014,375,39,Outbound,4200827,4200626,Back Bay Station,13,15,-2
4,3/1/2014,379,39,Outbound,4200827,4200626,Huntington Ave @ Belvidere St,15,15,0
