Headway: {HeadwayId: long,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference
1,3/1/2014,313,111,Inbound,4241831,4244272,Sagamore Ave @ Washington Ave,7,10,-3
1,3/1/2014,316,111,Inbound,4241831,4244272,Washington Ave @ Cary Ave,6,10,-4
1,3/1/2014,319,111,Inbound,4241831,4244272,Washington Ave @ Broadway,4,10,-6
1,3/1/2014,322,111,Inbound,4241831,4244272,Arlington St @ Fifth St,2,10,-8
1,3/1/2014,324,111,Inbound,4241831,4244272,Tobin Bridge Timepoint -Southbound Not a Stop,2,10,-8
1,3/1/2014,327,111,Inbound,4241831,4244272,Rutherford Ramp Timepoint Southbound Not a Stop,2,10,-8
1,3/1/2014,329,111,Inbound,4241831,4244272,N Washington St @ Medford St,2,10,-8
1,3/1/2014,332,111,Inbound,4241831,4244272,Haymarket Station,1,10,-9
2,3/1/2014,322,111,Inbound,4244272,4241852,78 Garfield Ave opp Clyde St,10,10,0
2,3/1/2014,323,111,Inbound,4244272,4241852,Sagamore Ave @ Washington Ave,11,10,1
2,3/1/2014,326,111,Inbound,4244272,4241852,Washington Ave @ Cary Ave,11,10,1
2,3/1/2014,329,111,Inbound,4244272,4241852,Washington Ave @ Broadway,13,10,3
2,3/1/2014,332,111,Inbound,4244272,4241852,Arlington St @ Fifth St,14,10,4
2,3/1/2014,334,111,Inbound,4244272,4241852,Tobin Bridge Timepoint -Southbound Not a Stop,14,10,4
2,3/1/2014,337,111,Inbound,4244272,4241852,Rutherford Ramp Timepoint Southbound Not a Stop,14,10,4
2,3/1/2014,339,111,Inbound,4244272,4241852,N Washington St @ Medford St,14,10,4
2,3/1/2014,342,111,Inbound,4244272,4241852,Haymarket Station,14,10,4
3,3/1/2014,332,111,Inbound,4241852,4241869,78 Garfield Ave opp Clyde St,11,10,1
3,3/1/2014,333,111,Inbound,4241852,4241869,Sagamore Ave @ Washington Ave,10,10,0
3,3/1/2014,336,111,Inbound,4241852,4241869,Washington Ave @ Cary Ave,10,10,0
3,3/1/2014,339,111,Inbound,4241852,4241869,Washington Ave @ Broadway,9,10,-1
3,3/1/2014,342,111,Inbound,4241852,4241869,Arlington St @ Fifth St,9,10,-1
3,3/1/2014,344,111,Inbound,4241852,4241869,Tobin Bridge Timepoint -Southbound Not a Stop,10,10,0
3,3/1/2014,347,111,Inbound,4241852,4241869,Rutherford Ramp Timepoint Southbound Not a Stop,9,10,-1
3,3/1/2014,349,111,Inbound,4241852,4241869,N Washington St @ Medford St,8,10,-2
3,3/1/2014,352,111,Inbound,4241852,4241869,Haymarket Station,9,10,-1
4,3/1/2014,346,111,Inbound,4241869,4241779,Washington Ave @ Cary Ave,12,10,2
4,3/1/2014,349,111,Inbound,4241869,4241779,Washington Ave @ Broadway,13,10,3
4,3/1/2014,352,111,Inbound,4241869,4241779,Arlington St @ Fifth St,12,10,2
4,3/1/2014,354,111,Inbound,4241869,4241779,Tobin Bridge Timepoint -Southbound Not a Stop,11,10,1
4,3/1/2014,357,111,Inbound,4241869,4241779,Rutherford Ramp Timepoint Southbound Not a Stop,13,10,3
4,3/1/2014,359,111,Inbound,4241869,4241779,N Washington St @ Medford St,14,10,4
4,3/1/2014,362,111,Inbound,4241869,4241779,Haymarket Station,14,10,4
5,3/1/2014,356,111,Inbound,4241779,4241812,Washington Ave @ Cary Ave,16,10,6
5,3/1/2014,359,111,Inbound,4241779,4241812,Washington Ave @ Broadway,15,10,5
5,3/1/2014,362,111,Inbound,4241779,4241812,Arlington St @ Fifth St,14,10,4
5,3/1/2014,364,111,Inbound,4241779,4241812,Tobin Bridge Timepoint -Southbound Not a Stop,15,10,5
5,3/1/2014,367,111,Inbound,4241779,4241812,Rutherford Ramp Timepoint Southbound Not a Stop,13,10,3
5,3/1/2014,369,111,Inbound,4241779,4241812,N Washington St @ Medford St,13,10,3
5,3/1/2014,372,111,Inbound,4241779,4241812,Haymarket Station,12,10,2
6,3/1/2014,360,111,Inbound,4241812,4241833,Elm St opp Haskell Ave,2,10,-8
6,3/1/2014,362,111,Inbound,4241812,4241833,78 Garfield Ave opp Clyde St,4,10,-6
6,3/1/2014,363,111,Inbound,4241812,4241833,Sagamore Ave @ Washington Ave,3,10,-7
6,3/1/2014,366,111,Inbound,4241812,4241833,Washington Ave @ Cary Ave,1,10,-9
6,3/1/2014,369,111,Inbound,4241812,4241833,Washington Ave @ Broadway,0,10,-10
6,3/1/2014,372,111,Inbound,4241812,4241833,Arlington St @ Fifth St,0,10,-10
6,3/1/2014,374,111,Inbound,4241812,4241833,Tobin Bridge Timepoint -Southbound Not a Stop,0,10,-10
6,3/1/2014,377,111,Inbound,4241812,4241833,Rutherford Ramp Timepoint Southbound Not a Stop,0,10,-10
6,3/1/2014,379,111,Inbound,4241812,4241833,N Washington St @ Medford St,1,10,-9
6,3/1/2014,382,111,Inbound,4241812,4241833,Haymarket Station,1,10,-9
7,3/1/2014,370,111,Inbound,4241833,4241841,Elm St opp Haskell Ave,8,10,-2
7,3/1/2014,372,111,Inbound,4241833,4241841,78 Garfield Ave opp Clyde St,10,10,0
7,3/1/2014,373,111,Inbound,4241833,4241841,Sagamore Ave @ Washington Ave,10,10,0
7,3/1/2014,376,111,Inbound,4241833,4241841,Washington Ave @ Cary Ave,13,10,3
7,3/1/2014,379,111,Inbound,4241833,4241841,Washington Ave @ Broadway,14,10,4
7,3/1/2014,382,111,Inbound,4241833,4241841,Arlington St @ Fifth St,16,10,6
7,3/1/2014,384,111,Inbound,4241833,4241841,Tobin Bridge Timepoint -Southbound Not a Stop,16,10,6
7,3/1/2014,387,111,Inbound,4241833,4241841,Rutherford Ramp Timepoint Southbound Not a Stop,17,10,7
7,3/1/2014,389,111,Inbound,4241833,4241841,N Washington St @ Medford St,16,10,6
7,3/1/2014,392,111,Inbound,4241833,4241841,Haymarket Station,17,10,7
8,3/1/2014,380,111,Inbound,4241841,4241854,Elm St opp Haskell Ave,12,10,2
8,3/1/2014,382,111,Inbound,4241841,4241854,78 Garfield Ave opp Clyde St,9,10,-1
8,3/1/2014,383,111,Inbound,4241841,4241854,Sagamore Ave @ Washington Ave,10,10,0
8,3/1/2014,386,111,Inbound,4241841,4241854,Washington Ave @ Cary Ave,7,10,-3
8,3/1/2014,389,111,Inbound,4241841,4241854,Washington Ave @ Broadway,7,10,-3
8,3/1/2014,392,111,Inbound,4241841,4241854,Arlington St @ Fifth St,6,10,-4
8,3/1/2014,394,111,Inbound,4241841,4241854,Tobin Bridge Timepoint -Southbound Not a Stop,5,10,-5
8,3/1/2014,397,111,Inbound,4241841,4241854,Rutherford Ramp Timepoint Southbound Not a Stop,5,10,-5
8,3/1/2014,399,111,Inbound,4241841,4241854,N Washington St @ Medford St,4,10,-6
8,3/1/2014,402,111,Inbound,4241841,4241854,Haymarket Station,4,10,-6
9,3/1/2014,390,111,Inbound,4241854,4241871,Elm St opp Haskell Ave,7,10,-3
9,3/1/2014,392,111,Inbound,4241854,4241871,78 Garfield Ave opp Clyde St,11,10,1
9,3/1/2014,393,111,Inbound,4241854,4241871,Sagamore Ave @ Washington Ave,10,10,0
9,3/1/2014,396,111,Inbound,4241854,4241871,Washington Ave @ Cary Ave,11,10,1
9,3/1/2014,399,111,Inbound,4241854,4241871,Washington Ave @ Broadway,12,10,2
9,3/1/2014,402,111,Inbound,4241854,4241871,Arlington St @ Fifth St,14,10,4
9,3/1/2014,404,111,Inbound,4241854,4241871,Tobin Bridge Timepoint -Southbound Not a Stop,14,10,4
9,3/1/2014,407,111,Inbound,4241854,4241871,Rutherford Ramp Timepoint Southbound Not a Stop,14,10,4
9,3/1/2014,409,111,Inbound,4241854,4241871,N Washington St @ Medford St,15,10,5
9,3/1/2014,412,111,Inbound,4241854,4241871,Haymarket Station,15,10,5
10,3/1/2014,400,111,Inbound,4241871,4241781,Elm St opp Haskell Ave,16,10,6
10,3/1/2014,402,111,Inbound,4241871,4241781,78 Garfield Ave opp Clyde St,11,10,1
10,3/1/2014,403,111,Inbound,4241871,4241781,Sagamore Ave @ Washington Ave,12,10,2
10,3/1/2014,406,111,Inbound,4241871,4241781,Washington Ave @ Cary Ave,13,10,3
10,3/1/2014,409,111,Inbound,4241871,4241781,Washington Ave @ Broadway,12,10,2
10,3/1/2014,412,111,Inbound,4241871,4241781,Arlington St @ Fifth St,12,10,2
10,3/1/2014,414,111,Inbound,4241871,4241781,Tobin Bridge Timepoint -Southbound Not a Stop,12,10,2
10,3/1/2014,417,111,Inbound,4241871,4241781,Rutherford Ramp Timepoint Southbound Not a Stop,12,10,2
10,3/1/2014,419,111,Inbound,4241871,4241781,N Washington St @ Medford St,12,10,2
10,3/1/2014,422,111,Inbound,4241871,4241781,Haymarket Station,12,10,2
11,3/1/2014,410,111,Inbound,4241781,4241814,Elm St opp Haskell Ave,4,10,-6
11,3/1/2014,412,111,Inbound,4241781,4241814,78 Garfield Ave opp Clyde St,9,10,-1
11,3/1/2014,413,111,Inbound,4241781,4241814,Sagamore Ave @ Washington Ave,8,10,-2
11,3/1/2014,416,111,Inbound,4241781,4241814,Washington Ave @ Cary Ave,8,10,-2
11,3/1/2014,419,111,Inbound,4241781,4241814,Washington Ave @ Broadway,8,10,-2
11,3/1/2014,422,111,Inbound,4241781,4241814,Arlington St @ Fifth St,5,10,-5
11,3/1/2014,424,111,Inbound,4241781,4241814,Tobin Bridge Timepoint -Southbound Not a Stop,5,10,-5
11,3/1/2014,427,111,Inbound,4241781,4241814,Rutherford Ramp Timepoint Southbound Not a Stop,5,10,-5
11,3/1/2014,429,111,Inbound,4241781,4241814,N Washington St @ Medford St,4,10,-6
11,3/1/2014,432,111,Inbound,4241781,4241814,Haymarket Station,3,10,-7
12,3/1/2014,420,111,Inbound,4241814,4241835,Elm St opp Haskell Ave,9,10,-1
12,3/1/2014,422,111,Inbound,4241814,4241835,78 Garfield Ave opp Clyde St,10,10,0
12,3/1/2014,423,111,Inbound,4241814,4241835,Sagamore Ave @ Washington Ave,11,10,1
12,3/1/2014,426,111,Inbound,4241814,4241835,Washington Ave @ Cary Ave,10,10,0
12,3/1/2014,429,111,Inbound,4241814,4241835,Washington Ave @ Broadway,10,10,0
12,3/1/2014,432,111,Inbound,4241814,4241835,Arlington St @ Fifth St,12,10,2
12,3/1/2014,434,111,Inbound,4241814,4241835,Tobin Bridge Timepoint -Southbound Not a Stop,12,10,2
12,3/1/2014,437,111,Inbound,4241814,4241835,Rutherford Ramp Timepoint Southbound Not a Stop,12,10,2
12,3/1/2014,439,111,Inbound,4241814,4241835,N Washington St @ Medford St,13,10,3
12,3/1/2014,442,111,Inbound,4241814,4241835,Haymarket Station,14,10,4
13,3/1/2014,430,111,Inbound,4241835,4241843,Elm St opp Haskell Ave,12,10,2
13,3/1/2014,432,111,Inbound,4241835,4241843,78 Garfield Ave opp Clyde St,10,10,0
13,3/1/2014,433,111,Inbound,4241835,4241843,Sagamore Ave @ Washington Ave,9,10,-1
13,3/1/2014,436,111,Inbound,4241835,4241843,Washington Ave @ Cary Ave,9,10,-1
13,3/1/2014,439,111,Inbound,4241835,4241843,Washington Ave @ Broadway,9,10,-1
13,3/1/2014,442,111,Inbound,4241835,4241843,Arlington St @ Fifth St,10,10,0
13,3/1/2014,444,111,Inbound,4241835,4241843,Tobin Bridge Timepoint -Southbound Not a Stop,10,10,0
13,3/1/2014,447,111,Inbound,4241835,4241843,Rutherford Ramp Timepoint Southbound Not a Stop,10,10,0
13,3/1/2014,449,111,Inbound,4241835,4241843,N Washington St @ Medford St,10,10,0
13,3/1/2014,452,111,Inbound,4241835,4241843,Haymarket Station,10,10,0
14,3/1/2014,440,111,Inbound,4241843,4241856,Elm St opp Haskell Ave,7,10,-3
14,3/1/2014,442,111,Inbound,4241843,4241856,78 Garfield Ave opp Clyde St,10,10,0
14,3/1/2014,443,111,Inbound,4241843,4241856,Sagamore Ave @ Washington Ave,10,10,0
14,3/1/2014,446,111,Inbound,4241843,4241856,Washington Ave @ Cary Ave,11,10,1
14,3/1/2014,449,111,Inbound,4241843,4241856,Washington Ave @ Broadway,11,10,1
14,3/1/2014,452,111,Inbound,4241843,4241856,Arlington St @ Fifth St,10,10,0
14,3/1/2014,454,111,Inbound,4241843,4241856,Tobin Bridge Timepoint -Southbound Not a Stop,11,10,1
14,3/1/2014,457,111,Inbound,4241843,4241856,Rutherford Ramp Timepoint Southbound Not a Stop,10,10,0
14,3/1/2014,459,111,Inbound,4241843,4241856,N Washington St @ Medford St,10,10,0
14,3/1/2014,462,111,Inbound,4241843,4241856,Haymarket Station,9,10,-1
15,3/1/2014,450,111,Inbound,4241856,4241873,Elm St opp Haskell Ave,17,10,7
15,3/1/2014,452,111,Inbound,4241856,4241873,78 Garfield Ave opp Clyde St,11,10,1
15,3/1/2014,453,111,Inbound,4241856,4241873,Sagamore Ave @ Washington Ave,11,10,1
15,3/1/2014,456,111,Inbound,4241856,4241873,Washington Ave @ Cary Ave,12,10,2
15,3/1/2014,459,111,Inbound,4241856,4241873,Washington Ave @ Broadway,12,10,2
15,3/1/2014,462,111,Inbound,4241856,4241873,Arlington St @ Fifth St,11,10,1
15,3/1/2014,464,111,Inbound,4241856,4241873,Tobin Bridge Timepoint -Southbound Not a Stop,11,10,1
15,3/1/2014,467,111,Inbound,4241856,4241873,Rutherford Ramp Timepoint Southbound Not a Stop,12,10,2
15,3/1/2014,469,111,Inbound,4241856,4241873,N Washington St @ Medford St,12,10,2
15,3/1/2014,472,111,Inbound,4241856,4241873,Haymarket Station,13,10,3
16,3/1/2014,460,111,Inbound,4241873,4241783,Elm St opp Haskell Ave,6,10,-4
16,3/1/2014,462,111,Inbound,4241873,4241783,78 Garfield Ave opp Clyde St,9,10,-1
16,3/1/2014,463,111,Inbound,4241873,4241783,Sagamore Ave @ Washington Ave,9,10,-1
16,3/1/2014,466,111,Inbound,4241873,4241783,Washington Ave @ Cary Ave,9,10,-1
16,3/1/2014,469,111,Inbound,4241873,4241783,Washington Ave @ Broadway,9,10,-1
16,3/1/2014,472,111,Inbound,4241873,4241783,Arlington St @ Fifth St,9,10,-1
16,3/1/2014,474,111,Inbound,4241873,4241783,Tobin Bridge Timepoint -Southbound Not a Stop,9,10,-1
16,3/1/2014,477,111,Inbound,4241873,4241783,Rutherford Ramp Timepoint Southbound Not a Stop,10,10,0
16,3/1/2014,479,111,Inbound,4241873,4241783,N Washington St @ Medford St,10,10,0
16,3/1/2014,482,111,Inbound,4241873,4241783,Haymarket Station,10,10,0
17,3/1/2014,470,111,Inbound,4241783,4241816,Elm St opp Haskell Ave,7,10,-3
17,3/1/2014,472,111,Inbound,4241783,4241816,78 Garfield Ave opp Clyde St,11,10,1
17,3/1/2014,473,111,Inbound,4241783,4241816,Sagamore Ave @ Washington Ave,11,10,1
17,3/1/2014,476,111,Inbound,4241783,4241816,Washington Ave @ Cary Ave,9,10,-1
17,3/1/2014,479,111,Inbound,4241783,4241816,Washington Ave @ Broadway,8,10,-2
17,3/1/2014,482,111,Inbound,4241783,4241816,Arlington St @ Fifth St,8,10,-2
17,3/1/2014,484,111,Inbound,4241783,4241816,Tobin Bridge Timepoint -Southbound Not a Stop,7,10,-3
17,3/1/2014,487,111,Inbound,4241783,4241816,Rutherford Ramp Timepoint Southbound Not a Stop,6,10,-4
17,3/1/2014,489,111,Inbound,4241783,4241816,N Washington St @ Medford St,6,10,-4
17,3/1/2014,492,111,Inbound,4241783,4241816,Haymarket Station,6,10,-4
18,3/1/2014,480,111,Inbound,4241816,4241796,Elm St opp Haskell Ave,18,9,9
18,3/1/2014,482,111,Inbound,4241816,4241796,78 Garfield Ave opp Clyde St,11,9,2
