Headway: {HeadwayId: long,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference
1,3/1/2014,305,77,Inbound,4220255,4224287,Massachusetts Ave @ Upland Rd,-10,-12,2
1,3/1/2014,308,77,Inbound,4220255,4224287,Massachusetts Ave @ Waterhouse St,-10,-12,2
2,3/1/2014,293,77,Inbound,4224287,4220305,Massachusetts Ave @ Upland Rd,22,24,-2
2,3/1/2014,296,77,Inbound,4224287,4220305,Massachusetts Ave @ Waterhouse St,21,24,-3
3,3/1/2014,300,77,Inbound,4220305,4217380,Arlington Heights Busway,-4,12,-16
3,3/1/2014,302,77,Inbound,4220305,4217380,Massachusetts Ave @ Appleton St,11,12,-1
3,3/1/2014,307,77,Inbound,4220305,4217380,Massachusetts Ave @ Academy St,12,12,0
3,3/1/2014,309,77,Inbound,4220305,4217380,Massachusetts Ave @ Lake St,11,12,-1
3,3/1/2014,311,77,Inbound,4220305,4217380,Massachusetts Ave @ Lafayette St,11,12,-1
3,3/1/2014,314,77,Inbound,4220305,4217380,Massachusetts Ave @ Norris St,11,12,-1
3,3/1/2014,317,77,Inbound,4220305,4217380,Massachusetts Ave @ Upland Rd,11,12,-1
3,3/1/2014,320,77,Inbound,4220305,4217380,Massachusetts Ave @ Waterhouse St,12,12,0
3,3/1/2014,321,77,Inbound,4220305,4217380,Eliot St @ Bennett St,11,12,-1
4,3/1/2014,329,77,Inbound,4217380,4224595,Massachusetts Ave @ Upland Rd,-11,-16,5
4,3/1/2014,332,77,Inbound,4217380,4224595,Massachusetts Ave @ Waterhouse St,-12,-16,4
5,3/1/2014,313,77,Inbound,4224595,4220519,Massachusetts Ave @ Upland Rd,24,28,-4
5,3/1/2014,316,77,Inbound,4224595,4220519,Massachusetts Ave @ Waterhouse St,25,28,-3
6,3/1/2014,324,77,Inbound,4220519,4220637,Arlington Heights Busway,3,12,-9
6,3/1/2014,326,77,Inbound,4220519,4220637,Massachusetts Ave @ Appleton St,12,12,0
6,3/1/2014,331,77,Inbound,4220519,4220637,Massachusetts Ave @ Academy St,12,12,0
6,3/1/2014,333,77,Inbound,4220519,4220637,Massachusetts Ave @ Lake St,11,12,-1
6,3/1/2014,335,77,Inbound,4220519,4220637,Massachusetts Ave @ Lafayette St,10,12,-2
6,3/1/2014,338,77,Inbound,4220519,4220637,Massachusetts Ave @ Norris St,10,12,-2
6,3/1/2014,341,77,Inbound,4220519,4220637,Massachusetts Ave @ Upland Rd,11,12,-1
6,3/1/2014,344,77,Inbound,4220519,4220637,Massachusetts Ave @ Waterhouse St,11,12,-1
6,3/1/2014,345,77,Inbound,4220519,4220637,Eliot St @ Bennett St,11,12,-1
7,3/1/2014,336,77,Inbound,4220637,4220257,Arlington Heights Busway,5,12,-7
7,3/1/2014,338,77,Inbound,4220637,4220257,Massachusetts Ave @ Appleton St,15,12,3
7,3/1/2014,343,77,Inbound,4220637,4220257,Massachusetts Ave @ Academy St,15,12,3
7,3/1/2014,345,77,Inbound,4220637,4220257,Massachusetts Ave @ Lake St,15,12,3
7,3/1/2014,347,77,Inbound,4220637,4220257,Massachusetts Ave @ Lafayette St,15,12,3
7,3/1/2014,350,77,Inbound,4220637,4220257,Massachusetts Ave @ Norris St,15,12,3
7,3/1/2014,353,77,Inbound,4220637,4220257,Massachusetts Ave @ Upland Rd,15,12,3
7,3/1/2014,356,77,Inbound,4220637,4220257,Massachusetts Ave @ Waterhouse St,17,12,5
7,3/1/2014,357,77,Inbound,4220637,4220257,Eliot St @ Bennett St,15,12,3
8,3/1/2014,350,77,Inbound,4220257,4220307,Massachusetts Ave @ Appleton St,9,12,-3
8,3/1/2014,355,77,Inbound,4220257,4220307,Massachusetts Ave @ Academy St,10,12,-2
8,3/1/2014,357,77,Inbound,4220257,4220307,Massachusetts Ave @ Lake St,11,12,-1
8,3/1/2014,359,77,Inbound,4220257,4220307,Massachusetts Ave @ Lafayette St,10,12,-2
8,3/1/2014,362,77,Inbound,4220257,4220307,Massachusetts Ave @ Norris St,11,12,-1
8,3/1/2014,365,77,Inbound,4220257,4220307,Massachusetts Ave @ Upland Rd,10,12,-2
8,3/1/2014,368,77,Inbound,4220257,4220307,Massachusetts Ave @ Waterhouse St,9,12,-3
8,3/1/2014,369,77,Inbound,4220257,4220307,Eliot St @ Bennett St,10,12,-2
9,3/1/2014,362,77,Inbound,4220307,4217382,Massachusetts Ave @ Appleton St,12,12,0
9,3/1/2014,367,77,Inbound,4220307,4217382,Massachusetts Ave @ Academy St,11,12,-1
9,3/1/2014,369,77,Inbound,4220307,4217382,Massachusetts Ave @ Lake St,11,12,-1
9,3/1/2014,371,77,Inbound,4220307,4217382,Massachusetts Ave @ Lafayette St,12,12,0
9,3/1/2014,374,77,Inbound,4220307,4217382,Massachusetts Ave @ Norris St,11,12,-1
9,3/1/2014,377,77,Inbound,4220307,4217382,Massachusetts Ave @ Upland Rd,12,12,0
9,3/1/2014,380,77,Inbound,4220307,4217382,Massachusetts Ave @ Waterhouse St,12,12,0
9,3/1/2014,381,77,Inbound,4220307,4217382,Eliot St @ Bennett St,13,12,1
10,3/1/2014,372,77,Inbound,4217382,4220521,Arlington Heights Busway,17,12,5
10,3/1/2014,374,77,Inbound,4217382,4220521,Massachusetts Ave @ Appleton St,12,12,0
10,3/1/2014,379,77,Inbound,4217382,4220521,Massachusetts Ave @ Academy St,12,12,0
10,3/1/2014,381,77,Inbound,4217382,4220521,Massachusetts Ave @ Lake St,11,12,-1
10,3/1/2014,383,77,Inbound,4217382,4220521,Massachusetts Ave @ Lafayette St,11,12,-1
10,3/1/2014,386,77,Inbound,4217382,4220521,Massachusetts Ave @ Norris St,13,12,1
10,3/1/2014,389,77,Inbound,4217382,4220521,Massachusetts Ave @ Upland Rd,12,12,0
10,3/1/2014,392,77,Inbound,4217382,4220521,Massachusetts Ave @ Waterhouse St,11,12,-1
10,3/1/2014,393,77,Inbound,4217382,4220521,Eliot St @ Bennett St,11,12,-1
11,3/1/2014,384,77,Inbound,4220521,4220639,Arlington Heights Busway,8,12,-4
11,3/1/2014,386,77,Inbound,4220521,4220639,Massachusetts Ave @ Appleton St,12,12,0
11,3/1/2014,391,77,Inbound,4220521,4220639,Massachusetts Ave @ Academy St,12,12,0
11,3/1/2014,393,77,Inbound,4220521,4220639,Massachusetts Ave @ Lake St,13,12,1
11,3/1/2014,395,77,Inbound,4220521,4220639,Massachusetts Ave @ Lafayette St,13,12,1
