Headway: {HeadwayId: long,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference
1,3/1/2014,282,66,Outbound,4237150,4237101,Dudley Station,30,30,0
1,3/1/2014,284,66,Outbound,4237150,4237101,Tremont St opp Roxbury Crossing Sta,32,30,2
1,3/1/2014,286,66,Outbound,4237150,4237101,Tremont St @ Huntington Ave,31,30,1
1,3/1/2014,289,66,Outbound,4237150,4237101,Washington St @ Pearl St,32,30,2
1,3/1/2014,292,66,Outbound,4237150,4237101,Harvard St @ Beacon St,32,30,2
1,3/1/2014,295,66,Outbound,4237150,4237101,Harvard Ave @ Commonwealth Ave,32,30,2
1,3/1/2014,297,66,Outbound,4237150,4237101,Cambridge St @ Craftsman St,33,30,3
1,3/1/2014,301,66,Outbound,4237150,4237101,N Harvard St @ Western Ave,32,30,2
1,3/1/2014,309,66,Outbound,4237150,4237101,Harvard Sq @ Garden St - Dawes Island,25,30,-5
2,3/1/2014,312,66,Outbound,4237101,4237116,Dudley Station,44,30,14
2,3/1/2014,314,66,Outbound,4237101,4237116,Tremont St opp Roxbury Crossing Sta,34,30,4
2,3/1/2014,316,66,Outbound,4237101,4237116,Tremont St @ Huntington Ave,35,30,5
2,3/1/2014,319,66,Outbound,4237101,4237116,Washington St @ Pearl St,34,30,4
2,3/1/2014,322,66,Outbound,4237101,4237116,Harvard St @ Beacon St,35,30,5
2,3/1/2014,325,66,Outbound,4237101,4237116,Harvard Ave @ Commonwealth Ave,36,30,6
2,3/1/2014,327,66,Outbound,4237101,4237116,Cambridge St @ Craftsman St,36,30,6
2,3/1/2014,331,66,Outbound,4237101,4237116,N Harvard St @ Western Ave,39,31,8
2,3/1/2014,339,66,Outbound,4237101,4237116,Harvard Sq @ Garden St - Dawes Island,17,39,-22
3,3/1/2014,342,66,Outbound,4237116,4237135,Dudley Station,-2,30,-32
3,3/1/2014,344,66,Outbound,4237116,4237135,Tremont St opp Roxbury Crossing Sta,26,31,-5
3,3/1/2014,346,66,Outbound,4237116,4237135,Tremont St @ Huntington Ave,27,31,-4
3,3/1/2014,349,66,Outbound,4237116,4237135,Washington St @ Pearl St,29,33,-4
3,3/1/2014,352,66,Outbound,4237116,4237135,Harvard St @ Beacon St,28,33,-5
3,3/1/2014,355,66,Outbound,4237116,4237135,Harvard Ave @ Commonwealth Ave,27,35,-8
3,3/1/2014,357,66,Outbound,4237116,4237135,Cambridge St @ Craftsman St,27,36,-9
3,3/1/2014,362,66,Outbound,4237116,4237135,N Harvard St @ Western Ave,28,37,-9
3,3/1/2014,378,66,Outbound,4237116,4237135,Harvard Sq @ Garden St - Dawes Island,26,37,-11
4,3/1/2014,372,66,Outbound,4237135,4237152,Dudley Station,26,20,6
4,3/1/2014,375,66,Outbound,4237135,4237152,Tremont St opp Roxbury Crossing Sta,20,20,0
4,3/1/2014,377,66,Outbound,4237135,4237152,Tremont St @ Huntington Ave,19,20,-1
4,3/1/2014,382,66,Outbound,4237135,4237152,Washington St @ Pearl St,22,20,2
4,3/1/2014,385,66,Outbound,4237135,4237152,Harvard St @ Beacon St,23,20,3
4,3/1/2014,390,66,Outbound,4237135,4237152,Harvard Ave @ Commonwealth Ave,24,20,4
4,3/1/2014,393,66,Outbound,4237135,4237152,Cambridge St @ Craftsman St,24,20,4
4,3/1/2014,399,66,Outbound,4237135,4237152,N Harvard St @ Western Ave,23,20,3
4,3/1/2014,415,66,Outbound,4237135,4237152,Harvard Sq @ Garden St - Dawes Island,30,20,10
