Headway: {HeadwayId: long,ServiceDate: chararray,StartTimeInMin,RouteName: chararray,RouteDirectionName: chararray,Trip_1: int,Trip_2: int,StopName: bytearray,ActHeadway,ScheduledHeadway,HeadwayDifference
1,3/1/2014,315,15,Outbound,4229661,4229663,Ruggles Station - Lane 2,38,45,-7
1,3/1/2014,317,15,Outbound,4229661,4229663,Malcolm X Blvd @ King St,45,45,0
1,3/1/2014,320,15,Outbound,4229661,4229663,Dudley Station,44,45,-1
1,3/1/2014,322,15,Outbound,4229661,4229663,Dudley St @ Blue Hill Ave,45,46,-1
1,3/1/2014,324,15,Outbound,4229661,4229663,Columbia Rd opp Cushing Ave,47,48,-1
1,3/1/2014,326,15,Outbound,4229661,4229663,Hancock St @ Bowdoin St,48,48,0
1,3/1/2014,328,15,Outbound,4229661,4229663,Bowdoin St @ Geneva Ave,49,49,0
1,3/1/2014,330,15,Outbound,4229661,4229663,Fields Corner Station @ Red Line,49,49,0
2,3/1/2014,360,15,Outbound,4229663,4229750,Ruggles Station - Lane 2,33,25,8
2,3/1/2014,362,15,Outbound,4229663,4229750,Malcolm X Blvd @ King St,26,25,1
2,3/1/2014,365,15,Outbound,4229663,4229750,Dudley Station,27,25,2
2,3/1/2014,368,15,Outbound,4229663,4229750,Dudley St @ Blue Hill Ave,27,25,2
2,3/1/2014,372,15,Outbound,4229663,4229750,Columbia Rd opp Cushing Ave,25,25,0
2,3/1/2014,374,15,Outbound,4229663,4229750,Hancock St @ Bowdoin St,25,25,0
2,3/1/2014,377,15,Outbound,4229663,4229750,Bowdoin St @ Geneva Ave,24,25,-1
2,3/1/2014,379,15,Outbound,4229663,4229750,Fields Corner Station @ Red Line,26,25,1
3,3/1/2014,385,15,Outbound,4229750,4229830,Ruggles Station - Lane 2,14,25,-11
3,3/1/2014,387,15,Outbound,4229750,4229830,Malcolm X Blvd @ King St,23,25,-2
3,3/1/2014,390,15,Outbound,4229750,4229830,Dudley Station,23,25,-2
3,3/1/2014,393,15,Outbound,4229750,4229830,Dudley St @ Blue Hill Ave,22,25,-3
3,3/1/2014,397,15,Outbound,4229750,4229830,Columbia Rd opp Cushing Ave,23,25,-2
3,3/1/2014,399,15,Outbound,4229750,4229830,Hancock St @ Bowdoin St,23,25,-2
3,3/1/2014,402,15,Outbound,4229750,4229830,Bowdoin St @ Geneva Ave,23,25,-2
3,3/1/2014,404,15,Outbound,4229750,4229830,Fields Corner Station @ Red Line,22,25,-3
4,3/1/2014,410,15,Outbound,4229830,4229665,Ruggles Station - Lane 2,33,20,13
4,3/1/2014,412,15,Outbound,4229830,4229665,Malcolm X Blvd @ King St,24,20,4
4,3/1/2014,415,15,Outbound,4229830,4229665,Dudley Station,23,20,3
