1	Inbound	31	3.0230437204121414
1	Inbound	33	5.044444444444444
1	Inbound	35	3.7679012345679013
1	Inbound	36	3.3539055973266496
1	Inbound	37	3.7777777777777777
1	Inbound	38	2.168518518518519
1	Inbound	39	6.8923698134224445
1	Inbound	40	2.7989004629629632
1	Inbound	41	3.896296296296297
1	Inbound	42	3.9563492063492065
1	Inbound	43	4.231481481481482
1	Inbound	44	2.942875078468299
1	Inbound	45	2.918518518518519
1	Inbound	46	3.414506172839506
1	Inbound	47	3.309635907093534
1	Inbound	48	8.41412213740458
1	Inbound	49	3.086609686609687
1	Inbound	50	4.171225071225071
1	Inbound	51	3.6882979926491375
1	Inbound	52	5.256172839506173
1	Inbound	53	2.907962109575013
1	Inbound	54	3.7509259259259258
1	Inbound	55	3.0185185185185186
1	Inbound	56	2.4808537350910234
1	Inbound	57	3.8261183261183263
1	Inbound	58	5.290219907407407
1	Inbound	59	3.9166666666666674
1	Inbound	61	4.779012345679012
1	Inbound	62	2.946296296296296
1	Inbound	63	4.039110005527916
1	Inbound	64	2.888888888888889
1	Inbound	65	3.8162729658792656
1	Inbound	66	4.309259259259259
1	Inbound	67	1.2222222222222223
1	Inbound	68	5.017389340560072
1	Inbound	69	6.256172839506173
1	Inbound	70	2.888888888888889
1	Inbound	71	5.78968253968254
1	Inbound	72	4.788568643831802
1	Inbound	73	1.0
1	Inbound	74	4.875420875420875
1	Inbound	75	4.5814814814814815
1	Inbound	76	4.333333333333333
1	Inbound	77	5.0550682261208575
1	Inbound	78	3.7182539682539684
1	Inbound	79	4.666666666666667
1	Inbound	80	3.374691358024691
1	Inbound	81	6.399037037037037
1	Inbound	82	2.4444444444444446
1	Inbound	83	4.161728395061728
1	Inbound	84	5.7309509798676865
1	Inbound	85	6.161418102594573
1	Inbound	86	3.994444444444444
1	Inbound	87	11.444444444444445
1	Inbound	88	4.69126589275843
1	Inbound	89	4.548245614035088
1	Inbound	90	5.340123456790124
1	Inbound	91	7.305555555555556
1	Inbound	92	6.25857968059803
1	Inbound	93	5.603786622443338
1	Inbound	94	8.0
1	Inbound	95	4.738902551604447
1	Inbound	96	5.861111111111111
1	Inbound	97	5.643761904761905
1	Inbound	98	6.433063271604939
1	Inbound	99	8.047995642701526
1	Inbound	100	6.608641975308642
1	Inbound	101	8.055407407407406
1	Inbound	102	4.27548036758563
1	Inbound	103	6.1190476190476195
1	Inbound	104	4.827554444757345
1	Inbound	105	4.376780626780627
1	Inbound	106	5.58641975308642
1	Inbound	107	4.834382133712254
1	Inbound	108	6.390572390572391
1	Inbound	109	5.307407407407408
1	Inbound	110	6.811890838206627
1	Inbound	111	6.921037668798863
1	Inbound	112	7.8123306233062335
1	Inbound	113	8.247670250896057
1	Inbound	114	5.560802469135802
1	Inbound	115	6.66971102971103
