date	close
5:03	5
5:23	3
5:43	3
6:03	3
6:23	3
6:42	4
6:57	5
7:12	5
7:27	6
7:42	5
7:57	4
8:12	4
8:27	4
8:42	7
8:57	7
9:11	4
9:25	14
9:44	11
9:54	12
10:09	14
10:24	3
10:39	6
10:54	6
11:09	6
11:24	7
11:39	8
11:54	6
12:09	9
12:24	3
12:39	9
12:54	5
13:09	11
13:24	3
13:39	5
13:54	8
14:09	9
14:24	6
14:39	6
14:54	5
15:09	5
15:24	9
15:39	4
15:54	4
16:09	8
16:24	9
16:39	3
16:54	5
17:09	6
17:24	1
17:39	5
17:54	5
18:09	6
18:24	7
18:39	5
18:52	5
19:05	2
19:18	6
19:31	2
19:46	4
20:05	4
20:25	8
20:50	7
21:15	4
21:40	6
22:00	2
22:25	2
22:50	2
23:15	5
23:40	3
