date	close
4:45	1
5:25	2
6:02	1
6:45	4
7:09	1
7:20	2
7:35	2
7:48	1
8:00	3
8:12	1
8:24	2
8:36	1
8:48	1
9:00	4
9:12	1
9:24	2
9:36	2
9:48	2
10:00	3
10:12	2
10:24	8
10:36	2
10:48	2
11:00	5
11:12	7
11:28	2
11:36	2
11:48	2
12:00	9
12:12	1
12:24	15
12:36	6
12:48	5
13:00	5
13:12	16
13:24	4
13:36	6
13:48	1
14:00	13
14:12	1
14:24	6
14:36	3
14:48	14
15:00	7
15:12	12
15:24	5
15:48	8
16:00	7
16:12	6
16:24	1
16:36	6
16:48	1
17:00	2
17:12	4
17:24	5
17:36	4
17:48	7
18:00	2
18:12	1
18:24	4
18:36	1
18:48	9
19:00	2
19:15	2
19:30	8
19:45	19
20:00	8
20:15	2
20:30	1
20:45	2
21:00	2
21:15	1
21:30	5
21:45	4
22:00	1
22:15	11
22:30	3
22:45	2
23:00	3
23:15	3
23:30	1
23:45	4
