date	close
5:33	28
5:48	44
6:03	27
6:18	26
6:33	27
6:45	22
6:57	32
7:08	29
7:18	35
7:28	27
7:38	25
7:48	27
7:58	29
8:08	24
8:28	28
8:38	30
8:48	32
8:58	33
9:08	29
9:18	6
9:29	28
9:41	30
9:53	29
10:05	29
10:16	25
10:27	35
10:38	35
10:49	39
11:00	35
11:11	52
11:21	38
11:31	41
11:41	40
11:51	37
12:01	30
12:11	28
12:21	39
12:31	37
12:43	29
12:51	36
13:01	33
13:11	42
13:21	26
13:31	32
13:41	32
13:51	35
14:01	35
14:11	33
14:21	33
14:31	26
14:41	34
14:51	38
15:01	44
15:11	31
15:21	49
15:31	41
15:41	39
15:51	28
16:01	37
16:11	36
16:21	33
16:31	40
16:41	44
16:51	49
17:01	53
17:11	30
17:22	43
17:33	49
17:44	31
17:55	40
18:06	39
18:17	42
18:28	32
18:39	38
18:50	37
19:02	41
19:17	57
19:32	32
19:47	51
20:02	35
20:17	36
20:32	31
20:47	32
21:02	27
21:16	43
21:29	36
21:42	36
21:57	34
22:12	37
22:26	32
22:41	34
22:56	36
23:10	26
23:25	38
