date	close
4:49	6
5:06	3
5:25	0
5:45	4
6:05	1
6:25	3
6:41	2
6:45	0
7:05	1
7:22	2
7:37	1
7:52	3
8:07	2
8:22	2
8:37	4
8:52	1
9:07	8
9:22	5
9:37	5
9:50	9
10:00	8
10:09	2
10:24	2
10:39	4
10:54	6
11:09	2
11:24	3
11:39	2
11:54	3
12:09	9
12:24	1
12:39	11
12:54	4
13:09	10
13:24	4
13:39	5
13:54	11
14:09	5
14:24	6
14:39	3
14:54	2
15:09	6
15:24	5
15:39	8
15:54	2
16:09	4
16:24	2
16:39	6
16:54	4
17:09	4
17:24	4
17:39	4
17:54	10
18:09	3
18:24	3
18:39	3
18:54	9
19:05	5
19:25	3
19:45	2
20:05	5
20:25	9
20:47	3
21:10	5
21:35	2
22:00	1
22:25	6
22:50	6
23:15	3
