date	close
18:31	0
1:10	0
1:25	8
1:36	36
5:18	6
5:30	2
5:42	4
5:54	2
6:06	2
6:18	4
6:30	1
6:42	4
6:54	2
7:06	16
7:18	3
7:30	2
7:42	4
7:54	2
8:06	2
8:18	3
8:30	6
8:42	2
8:54	3
9:06	2
9:18	4
9:30	5
9:40	3
9:50	6
10:00	3
10:10	1
10:20	5
10:30	2
10:40	1
10:50	8
11:00	1
11:10	2
11:20	4
11:30	10
11:40	4
11:50	3
12:00	7
12:10	3
12:20	4
12:40	5
12:50	13
13:00	2
13:10	2
13:20	15
13:30	3
13:40	2
14:00	4
14:10	2
14:20	1
14:30	1
14:40	7
14:50	5
15:00	2
15:20	2
15:30	2
15:40	1
16:00	9
16:10	3
16:20	1
16:40	19
16:50	8
17:00	2
17:20	7
17:30	3
17:40	6
18:10	1
18:26	21
18:32	7
18:43	2
18:55	2
19:07	3
19:19	1
19:31	2
19:43	4
19:55	1
20:07	2
20:19	4
20:31	1
20:43	7
20:55	3
21:07	3
21:19	3
21:31	3
21:43	1
21:55	1
22:07	3
22:21	1
22:35	6
22:50	2
23:05	1
23:20	1
