date	close
05:25	17
05:39	19
05:53	24
06:07	23
06:21	29
06:35	29
06:49	23
07:03	21
07:17	24
07:33	25
07:49	24
08:05	25
08:21	26
08:37	33
08:53	28
09:09	32
09:41	44
09:50	0
09:57	34
10:13	28
10:29	26
10:45	25
11:01	31
11:15	30
11:29	24
11:41	31
11:52	39
12:03	31
12:14	37
12:25	35
12:37	36
12:49	33
13:01	35
13:13	30
13:25	36
13:37	30
13:49	38
14:01	36
14:13	33
14:25	33
14:37	40
14:49	37
15:01	33
15:13	34
15:25	34
15:37	34
15:49	38
16:01	30
16:13	41
16:25	34
16:37	35
16:49	38
17:01	29
17:13	38
17:25	44
17:42	32
17:55	42
18:10	34
18:25	28
18:40	27
18:55	33
19:10	28
19:25	35
19:40	23
19:55	34
20:15	21
20:35	29
21:03	19
21:15	27
21:35	19
21:55	32
22:15	26
22:35	25
22:55	23
23:15	28
23:35	21
