date	close
3:20	20
3:59	21
4:45	53
5:12	31
5:37	38
6:00	30
6:15	38
6:30	40
6:45	59
7:00	39
7:15	47
7:30	47
7:40	45
7:50	35
8:00	60
8:11	51
8:22	48
8:33	65
8:44	57
8:55	49
9:06	51
9:17	57
9:28	47
9:39	60
9:50	51
10:01	47
10:12	43
10:23	51
10:34	39
10:45	57
10:56	66
11:07	61
11:18	48
11:29	65
11:40	53
11:51	59
12:02	57
12:13	55
12:24	53
12:35	72
12:46	44
12:57	56
13:08	62
13:19	55
13:30	52
13:41	65
13:52	55
14:03	36
14:14	55
14:25	62
14:36	66
14:47	62
14:58	65
15:09	51
15:20	58
15:31	57
15:42	65
15:53	63
16:04	50
16:15	43
16:26	51
16:37	59
16:48	45
16:59	61
17:10	49
17:21	50
17:32	55
17:43	72
17:54	64
18:07	35
18:20	55
18:33	33
18:46	51
18:59	53
19:12	64
19:25	34
19:38	42
19:51	43
20:08	49
20:25	53
20:42	51
20:59	55
21:16	62
21:33	55
21:50	52
22:07	38
22:24	36
22:41	33
22:58	28
23:15	32
23:32	25
