date	close
4:57	4
5:17	4
6:49	15
9:55	3
5:35	2
5:55	2
6:15	3
6:35	3
6:55	3
7:15	3
7:30	4
7:45	3
8:00	1
8:15	1
8:30	2
8:45	2
9:00	2
9:15	3
9:30	3
9:45	2
10:00	3
10:15	1
10:30	2
10:45	3
11:00	1
11:15	2
11:30	2
11:45	3
12:00	2
12:15	1
12:30	3
12:45	2
13:00	4
13:15	3
13:30	5
13:45	3
14:00	3
14:15	1
14:30	5
14:45	4
15:00	2
15:15	3
15:30	8
15:45	2
16:00	3
16:15	2
16:30	1
16:45	2
17:00	5
17:15	2
17:30	4
17:45	3
18:00	17
18:15	2
18:36	2
18:56	10
19:14	5
19:30	3
19:46	5
20:02	3
20:19	4
20:35	3
20:51	1
21:06	1
21:22	2
21:38	3
21:54	2
22:10	2
22:26	3
22:42	3
22:58	1
23:14	4
23:30	4
23:46	2
