date	close
04:55	1
05:10	2
05:25	4
05:40	3
05:55	4
06:10	2
06:25	6
06:40	4
06:55	2
07:10	2
07:25	6
07:40	1
07:55	4
08:10	2
08:25	6
08:40	7
08:54	5
09:08	1
09:22	6
09:36	5
09:50	14
10:00	2
10:10	10
10:20	2
10:30	2
10:40	3
10:50	7
11:00	13
11:10	21
11:20	2
11:30	3
11:40	12
11:50	5
12:00	2
12:10	6
12:20	16
12:30	5
12:40	11
12:50	3
13:00	11
13:10	2
13:20	9
13:30	2
13:40	20
13:50	9
14:00	5
14:10	2
14:20	11
14:30	7
14:40	9
14:52	3
15:04	16
15:16	2
15:28	2
15:40	12
15:52	13
16:04	2
16:16	2
16:28	2
16:40	3
16:52	2
17:04	12
17:16	1
17:28	7
17:40	2
17:54	1
18:04	16
18:16	8
18:28	13
18:40	1
18:52	2
19:04	2
19:16	4
19:28	6
19:40	6
19:57	2
20:14	2
20:31	11
20:48	3
21:05	6
21:22	2
21:39	7
21:59	4
22:13	1
22:30	2
22:50	7
23:10	6
23:30	2
