date	close
3:20	9
3:59	5
4:45	5
5:12	4
5:37	2
6:00	1
6:15	2
6:30	5
6:45	3
7:00	2
7:15	3
7:30	3
7:40	7
7:50	6
8:00	4
8:11	5
8:22	4
8:33	9
8:44	6
8:55	2
9:06	4
9:17	3
9:28	2
9:39	4
9:50	6
10:01	6
10:12	4
10:23	6
10:34	6
10:45	3
10:56	10
11:07	3
11:18	3
11:29	10
11:40	2
11:51	4
12:02	11
12:13	3
12:24	7
12:35	9
12:46	1
12:57	3
13:08	4
13:19	3
13:30	6
13:41	10
13:52	9
14:03	3
14:14	4
14:25	16
14:36	7
14:47	14
14:58	7
15:09	3
15:20	3
15:31	8
15:42	6
15:53	9
16:04	3
16:15	4
16:26	6
16:37	7
16:48	4
16:59	11
17:10	3
17:21	5
17:32	6
17:43	15
17:54	11
18:07	1
18:20	10
18:33	3
18:46	8
18:59	5
19:12	13
19:25	1
19:38	3
19:51	9
20:08	6
20:25	7
20:42	3
20:59	4
21:16	6
21:33	4
21:50	9
22:07	6
22:24	8
22:41	3
22:58	1
23:15	3
23:32	1
