1	Inbound	31	40
1	Inbound	33	40
1	Inbound	35	53
1	Inbound	36	45
1	Inbound	38	46
1	Inbound	39	51
1	Inbound	40	50
1	Inbound	41	57
1	Inbound	42	56
1	Inbound	43	54
1	Inbound	44	55
1	Inbound	45	57
1	Inbound	46	63
1	Inbound	47	63
1	Inbound	48	50
1	Inbound	49	71
1	Inbound	50	67
1	Inbound	51	70
1	Inbound	52	66
1	Inbound	53	61
1	Inbound	54	72
1	Inbound	55	63
1	Inbound	56	72
1	Inbound	57	75
1	Inbound	59	70
1	Inbound	60	69
1	Inbound	61	63
1	Inbound	62	72
1	Inbound	63	80
1	Inbound	65	72
1	Inbound	66	69
1	Inbound	67	72
1	Inbound	69	72
1	Inbound	70	71
1	Inbound	72	78
1	Inbound	73	81
1	Inbound	74	72
1	Inbound	76	68
1	Inbound	77	68
1	Inbound	79	74
1	Inbound	80	69
1	Inbound	81	68
1	Inbound	83	72
1	Inbound	84	66
1	Inbound	85	71
1	Inbound	86	66
1	Inbound	88	77
1	Inbound	89	95
1	Inbound	90	92
1	Inbound	91	103
1	Inbound	92	93
1	Inbound	93	94
1	Inbound	95	83
1	Inbound	96	100
1	Inbound	97	85
1	Inbound	98	90
1	Inbound	99	99
1	Inbound	100	83
1	Inbound	101	86
1	Inbound	102	100
1	Inbound	103	96
1	Inbound	104	104
1	Inbound	105	73
1	Inbound	106	93
1	Inbound	107	95
1	Inbound	108	87
1	Inbound	109	82
1	Inbound	110	68
1	Inbound	111	101
1	Inbound	112	84
1	Inbound	113	59
1	Inbound	114	74
1	Inbound	115	68
1	Inbound	116	75
1	Inbound	117	67
1	Inbound	118	78
1	Inbound	119	62
1	Inbound	120	54
1	Inbound	121	60
1	Inbound	122	60
1	Inbound	123	56
1	Inbound	124	51
1	Inbound	126	58
1	Inbound	127	60
1	Inbound	128	51
1	Inbound	130	58
1	Inbound	131	59
1	Inbound	132	52
1	Inbound	134	49
1	Inbound	135	61
1	Inbound	136	58
1	Inbound	137	51
1	Inbound	139	51
1	Inbound	140	70
1	Inbound	141	52
1	Inbound	143	51
1	Inbound	144	48
1	Inbound	145	49
1	Inbound	147	59
1	Inbound	148	62
1	Inbound	149	45
1	Outbound	27	27
1	Outbound	29	31
1	Outbound	31	34
1	Outbound	33	39
1	Outbound	34	51
1	Outbound	36	40
1	Outbound	37	42
1	Outbound	38	49
1	Outbound	39	50
1	Outbound	40	54
1	Outbound	41	46
1	Outbound	42	59
1	Outbound	43	75
1	Outbound	44	57
1	Outbound	45	58
1	Outbound	46	60
1	Outbound	47	73
1	Outbound	48	66
1	Outbound	49	58
1	Outbound	50	70
1	Outbound	51	64
1	Outbound	52	63
1	Outbound	53	69
1	Outbound	54	65
1	Outbound	55	58
1	Outbound	56	56
1	Outbound	58	57
1	Outbound	59	62
1	Outbound	60	63
1	Outbound	62	71
1	Outbound	63	65
1	Outbound	65	61
1	Outbound	66	60
1	Outbound	67	65
1	Outbound	69	72
1	Outbound	70	77
1	Outbound	72	79
1	Outbound	73	74
1	Outbound	74	67
1	Outbound	76	70
1	Outbound	77	75
1	Outbound	79	70
1	Outbound	80	68
1	Outbound	81	65
1	Outbound	83	70
1	Outbound	84	73
1	Outbound	85	76
1	Outbound	87	73
1	Outbound	88	61
1	Outbound	89	65
1	Outbound	90	61
1	Outbound	91	64
1	Outbound	92	59
1	Outbound	93	66
1	Outbound	94	75
1	Outbound	95	61
1	Outbound	96	63
1	Outbound	97	79
1	Outbound	98	90
1	Outbound	99	82
1	Outbound	100	87
1	Outbound	101	91
1	Outbound	102	104
1	Outbound	103	86
1	Outbound	104	99
1	Outbound	105	90
1	Outbound	106	84
1	Outbound	107	94
1	Outbound	108	73
1	Outbound	109	76
1	Outbound	110	89
1	Outbound	111	80
1	Outbound	112	73
1	Outbound	113	78
1	Outbound	114	64
1	Outbound	115	78
1	Outbound	116	52
1	Outbound	117	60
1	Outbound	118	53
1	Outbound	119	65
1	Outbound	120	46
1	Outbound	121	49
1	Outbound	123	63
1	Outbound	124	54
