date	close
1-Jul-12	30
2-Jul-12	25
3-Jul-12	25
4-Jul-12	31
5-Jul-12	25
6-Jul-12	24
7-Jul-12	35
8-Jul-12	29
9-Jul-12	25
10-Jul-12	25
11-Jul-12	26
12-Jul-12	26
13-Jul-12	25
14-Jul-12	34
15-Jul-12	29
16-Jul-12	24
17-Jul-12	25
18-Jul-12	25
19-Jul-12	24
20-Jul-12	23
21-Jul-12	34
22-Jul-12	30
23-Jul-12	23
24-Jul-12	24
25-Jul-12	24
26-Jul-12	25
27-Jul-12	25
28-Jul-12	34
29-Jul-12	29
30-Jul-12	24
31-Jul-12	24
1-Aug-12	26
2-Aug-12	25
3-Aug-12	24
4-Aug-12	34
5-Aug-12	29
6-Aug-12	25
7-Aug-12	24
8-Aug-12	26
9-Aug-12	24
10-Aug-12	25
11-Aug-12	35
12-Aug-12	31
13-Aug-12	24
14-Aug-12	24
15-Aug-12	24
16-Aug-12	25
17-Aug-12	24
18-Aug-12	34
19-Aug-12	30
20-Aug-12	24
21-Aug-12	24
22-Aug-12	24
23-Aug-12	24
24-Aug-12	24
25-Aug-12	34
26-Aug-12	29
27-Aug-12	24
28-Aug-12	25
29-Aug-12	24
30-Aug-12	24
31-Aug-12	24
1-Sep-12	38
2-Sep-12	29
3-Sep-12	29
4-Sep-12	24
5-Sep-12	24
6-Sep-12	28
7-Sep-12	26
8-Sep-12	34
9-Sep-12	29
10-Sep-12	25
11-Sep-12	25
12-Sep-12	26
13-Sep-12	26
14-Sep-12	26
15-Sep-12	34
16-Sep-12	28
17-Sep-12	25
18-Sep-12	25
19-Sep-12	25
20-Sep-12	26
21-Sep-12	25
22-Sep-12	34
23-Sep-12	27
24-Sep-12	25
25-Sep-12	25
26-Sep-12	25
27-Sep-12	26
28-Sep-12	26
29-Sep-12	34
30-Sep-12	29
1-Oct-12	27
2-Oct-12	25
3-Oct-12	26
4-Oct-12	26
5-Oct-12	25
6-Oct-12	34
7-Oct-12	30
8-Oct-12	34
9-Oct-12	25
10-Oct-12	24
11-Oct-12	25
12-Oct-12	24
13-Oct-12	34
14-Oct-12	28
15-Oct-12	26
16-Oct-12	25
17-Oct-12	26
18-Oct-12	26
19-Oct-12	25
20-Oct-12	34
21-Oct-12	29
22-Oct-12	24
23-Oct-12	25
24-Oct-12	24
25-Oct-12	24
26-Oct-12	25
27-Oct-12	33
28-Oct-12	29
29-Oct-12	18
30-Oct-12	24
31-Oct-12	25
1-Nov-12	25
2-Nov-12	24
3-Nov-12	33
4-Nov-12	29
5-Nov-12	24
6-Nov-12	25
7-Nov-12	23
8-Nov-12	25
9-Nov-12	24
10-Nov-12	32
11-Nov-12	29
12-Nov-12	21
13-Nov-12	25
14-Nov-12	25
15-Nov-12	24
16-Nov-12	24
17-Nov-12	33
18-Nov-12	29
19-Nov-12	24
20-Nov-12	25
21-Nov-12	24
22-Nov-12	29
23-Nov-12	22
24-Nov-12	35
25-Nov-12	28
26-Nov-12	24
27-Nov-12	25
28-Nov-12	25
29-Nov-12	25
30-Nov-12	25
1-Dec-12	35
2-Dec-12	29
3-Dec-12	26
4-Dec-12	24
5-Dec-12	25
6-Dec-12	25
7-Dec-12	25
8-Dec-12	33
9-Dec-12	29
10-Dec-12	26
11-Dec-12	24
12-Dec-12	24
13-Dec-12	24
14-Dec-12	24
15-Dec-12	32
16-Dec-12	28
17-Dec-12	24
18-Dec-12	24
19-Dec-12	25
20-Dec-12	25
21-Dec-12	23
22-Dec-12	34
23-Dec-12	29
24-Dec-12	22
25-Dec-12	28
26-Dec-12	22
27-Dec-12	21
28-Dec-12	23
29-Dec-12	34
30-Dec-12	28
31-Dec-12	22
1-Jan-13	30
2-Jan-13	23
3-Jan-13	24
4-Jan-13	24
5-Jan-13	35
6-Jan-13	30
7-Jan-13	25
8-Jan-13	24
9-Jan-13	24
10-Jan-13	25
11-Jan-13	24
12-Jan-13	34
13-Jan-13	29
14-Jan-13	24
15-Jan-13	24
16-Jan-13	25
17-Jan-13	25
18-Jan-13	25
19-Jan-13	35
20-Jan-13	29
21-Jan-13	34
22-Jan-13	25
23-Jan-13	26
24-Jan-13	23
25-Jan-13	25
26-Jan-13	34
27-Jan-13	29
28-Jan-13	24
29-Jan-13	25
30-Jan-13	24
31-Jan-13	24
1-Feb-13	26
2-Feb-13	35
3-Feb-13	30
4-Feb-13	24
5-Feb-13	26
6-Feb-13	26
7-Feb-13	26
8-Feb-13	20
10-Feb-13	26
11-Feb-13	25
12-Feb-13	24
13-Feb-13	51
14-Feb-13	26
15-Feb-13	25
16-Feb-13	38
17-Feb-13	30
18-Feb-13	33
19-Feb-13	24
20-Feb-13	24
21-Feb-13	28
22-Feb-13	32
23-Feb-13	35
24-Feb-13	30
25-Feb-13	25
26-Feb-13	25
27-Feb-13	26
28-Feb-13	26
1-Mar-13	26
2-Mar-13	34
3-Mar-13	29
4-Mar-13	25
5-Mar-13	25
6-Mar-13	29
7-Mar-13	24
8-Mar-13	24
9-Mar-13	35
10-Mar-13	29
11-Mar-13	26
12-Mar-13	25
13-Mar-13	25
14-Mar-13	26
15-Mar-13	26
16-Mar-13	35
17-Mar-13	33
18-Mar-13	24
19-Mar-13	24
20-Mar-13	26
21-Mar-13	25
22-Mar-13	25
23-Mar-13	34
24-Mar-13	31
25-Mar-13	26
26-Mar-13	25
27-Mar-13	27
28-Mar-13	26
29-Mar-13	24
30-Mar-13	33
31-Mar-13	28
1-Apr-13	25
2-Apr-13	25
3-Apr-13	26
4-Apr-13	26
5-Apr-13	25
6-Apr-13	35
7-Apr-13	31
8-Apr-13	25
9-Apr-13	25
10-Apr-13	41
11-Apr-13	26
12-Apr-13	25
13-Apr-13	33
14-Apr-13	30
15-Apr-13	33
16-Apr-13	23
17-Apr-13	24
18-Apr-13	23
19-Apr-13	21
20-Apr-13	34
21-Apr-13	29
22-Apr-13	24
23-Apr-13	26
24-Apr-13	25
25-Apr-13	26
26-Apr-13	26
27-Apr-13	33
28-Apr-13	30
29-Apr-13	26
30-Apr-13	26
1-May-13	25
2-May-13	25
3-May-13	26
4-May-13	34
5-May-13	30
6-May-13	26
7-May-13	26
8-May-13	26
9-May-13	26
10-May-13	26
11-May-13	33
12-May-13	29
13-May-13	26
14-May-13	25
15-May-13	25
16-May-13	26
17-May-13	25
18-May-13	35
19-May-13	30
20-May-13	25
21-May-13	25
22-May-13	26
23-May-13	25
24-May-13	25
25-May-13	34
26-May-13	30
27-May-13	30
28-May-13	25
29-May-13	25
30-May-13	25
31-May-13	25
1-Jun-13	33
2-Jun-13	30
3-Jun-13	25
4-Jun-13	25
5-Jun-13	25
6-Jun-13	25
7-Jun-13	26
8-Jun-13	34
9-Jun-13	30
10-Jun-13	25
11-Jun-13	26
12-Jun-13	27
13-Jun-13	25
14-Jun-13	25
15-Jun-13	32
16-Jun-13	28
17-Jun-13	23
18-Jun-13	27
19-Jun-13	26
20-Jun-13	25
21-Jun-13	25
22-Jun-13	33
23-Jun-13	29
24-Jun-13	24
25-Jun-13	25
26-Jun-13	25
27-Jun-13	25
28-Jun-13	25
29-Jun-13	33
30-Jun-13	29
